Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_33_segment_Lt Parietal	1: RTSTRUCT: ANON_33_segment_Rt Cerebellar
wavelet-HLH	ngtdm	Contrast	0.007005801586520102	0.01967515774546275
wavelet-HLH	ngtdm	Strength	0.03042372304546866	0.01439026271785467
wavelet-HHL	firstorder	10Percentile	-19.21767928173053	-18.892302218046837
wavelet-HHL	firstorder	90Percentile	18.350652206817106	19.07555711300115
wavelet-HHL	firstorder	Energy	525595139.6643142	162139387.92176026
wavelet-HHL	firstorder	Entropy	1.584276604582005	1.550343809199816
wavelet-HHL	firstorder	InterquartileRange	16.48483909794195	18.765274897369252
wavelet-HHL	firstorder	Kurtosis	5.754816786372682	4.702887066699727
wavelet-HHL	firstorder	Maximum	85.25348823779298	83.48751960193886
wavelet-HHL	firstorder	MeanAbsoluteDeviation	11.729408525374598	12.16266040058171
wavelet-HHL	firstorder	Mean	-0.19595987166804057	0.2753975423925876
wavelet-HHL	firstorder	Median	-0.2554193185562287	0.09867580433642353
wavelet-HHL	firstorder	Minimum	-92.1207611443647	-62.241483685394044
wavelet-HHL	firstorder	Range	177.3742493821577	145.7290032873329
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	7.077721058572946	7.859312486962222
wavelet-HHL	firstorder	RootMeanSquared	300.2557913699065	300.71432703105495
wavelet-HHL	firstorder	Skewness	-0.04805124019964332	0.2824300484290752
wavelet-HHL	firstorder	TotalEnergy	525595139.6643142	162139387.92176026
wavelet-HHL	firstorder	Uniformity	0.3958782426027321	0.40038490143705036
wavelet-HHL	firstorder	Variance	271.07777389834	263.7921124983236
wavelet-HHL	glcm	Autocorrelation	20.152297879572902	12.321216179696494
wavelet-HHL	glcm	JointAverage	4.487810719182667	3.5083409196310833
wavelet-HHL	glcm	ClusterProminence	5.828253843761891	4.000128148502749
wavelet-HHL	glcm	ClusterShade	-0.03369074992628431	0.1325902285662824
wavelet-HHL	glcm	ClusterTendency	1.1113315900044638	0.9968049385068767
wavelet-HHL	glcm	Contrast	1.0639377368144085	0.9458142465850745
wavelet-HHL	glcm	Correlation	0.020282420610717188	0.024943103331781163
wavelet-HHL	glcm	DifferenceAverage	0.7109212951309021	0.67857304749717
wavelet-HHL	glcm	DifferenceEntropy	1.4584853238697328	1.3997018855323384
wavelet-HHL	glcm	DifferenceVariance	0.5442425041972163	0.472725062110778
wavelet-HHL	glcm	JointEnergy	0.1682638307970438	0.17568893570904084
wavelet-HHL	glcm	JointEntropy	3.1017310479202758	2.9696155221514875
wavelet-HHL	glcm	Imc1	-0.039065283297472726	-0.037098893604334986
wavelet-HHL	glcm	Imc2	0.26681868537025843	0.2709534380695943
wavelet-HHL	glcm	Idm	0.6784895272899155	0.6869307067816737
wavelet-HHL	glcm	Idmn	0.9844868242832738	0.9819858251005525
wavelet-HHL	glcm	Id	0.6928221828451208	0.6995708605862112
wavelet-HHL	glcm	Idn	0.9246457181236323	0.9186866883104913
wavelet-HHL	glcm	InverseVariance	0.4922589880055159	0.49486265435553733
wavelet-HHL	glcm	MaximumProbability	0.2213775832190478	0.2270967171485487
wavelet-HHL	glcm	SumEntropy	2.072031816468295	2.0052640325403557
wavelet-HHL	glcm	SumSquares	0.5438173317047181	0.4856547962729877
wavelet-HHL	glrlm	GrayLevelNonUniformity	1319.1961489368236	437.19865783718365
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.35783723132099393	0.3671504599485397
wavelet-HHL	glrlm	GrayLevelVariance	0.6759329767125617	0.6202930653648075
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	20.848383129060146	12.93418248012723
wavelet-HHL	glrlm	LongRunEmphasis	3.8555412555502384	3.138374121563786
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	78.87055531143245	39.98569505457731
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.2069023351707016	0.28505165725007725
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.05702061648530381	0.09804689322854394
wavelet-HHL	glrlm	RunEntropy	3.17825447500974	2.999052091581289
wavelet-HHL	glrlm	RunLengthNonUniformity	1774.8454676146737	602.44447949513
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.4729077644223926	0.49952847098241493
wavelet-HHL	glrlm	RunPercentage	0.6319831112283943	0.6634776266678107
wavelet-HHL	glrlm	RunVariance	1.142346180405045	0.7759529907258506
wavelet-HHL	glrlm	ShortRunEmphasis	0.7044377711328763	0.7249055122417657
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	14.81592765915866	9.461655167182219
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.041376813838659945	0.07362080334853151
wavelet-HHL	glszm	GrayLevelNonUniformity	63.34920634920635	24.671232876712327
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.33518098597463675	0.3379620942015388
wavelet-HHL	glszm	GrayLevelVariance	3.150471711318272	2.7194595608932257
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	22.52910052910053	16.602739726027398
wavelet-HHL	glszm	LargeAreaEmphasis	70196.30687830687	17270.91780821918
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	1422977.5608465609	215807.4109589041
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	3638.693120275888	1501.443468300562
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.10126020558135071	0.16062583480880938
wavelet-HHL	glszm	SizeZoneNonUniformity	42.164021164021165	19.164383561643834
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.22309005906889504	0.2625258022142991
wavelet-HHL	glszm	SmallAreaEmphasis	0.4465310137491171	0.5138490722461999
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	10.031878724610035	8.73858852139415
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.050527181092446874	0.09034038566801053
wavelet-HHL	glszm	ZoneEntropy	4.426774588928255	4.008337410274228
wavelet-HHL	glszm	ZonePercentage	0.03241852487135506	0.04071388733965421
wavelet-HHL	glszm	ZoneVariance	69244.79656224631	16667.6434603115
wavelet-HHL	gldm	DependenceEntropy	5.300086088331346	5.238955268059081
wavelet-HHL	gldm	DependenceNonUniformity	382.6943396226415	119.47295036252092
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.06564225379462119	0.06663298960542159
wavelet-HHL	gldm	DependenceVariance	18.370530496720985	17.439242714043495
wavelet-HHL	gldm	GrayLevelNonUniformity	2307.970154373928	717.8901282766313
wavelet-HHL	gldm	GrayLevelVariance	0.5437889722821274	0.5131506954136882
wavelet-HHL	gldm	HighGrayLevelEmphasis	20.664322469982846	12.831567205800335
wavelet-HHL	gldm	LargeDependenceEmphasis	130.06243567753	112.4935861684328
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	2631.08730703259	1425.7908533184607
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	6.805466640558453	9.724462023515485
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.055351713855925445	0.09458782137134461
wavelet-HHL	gldm	SmallDependenceEmphasis	0.03531500132253943	0.04392999300927612
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	0.7820603900009737	0.6708784614359422
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0030115218905653186	0.006286957009766956
wavelet-HHL	ngtdm	Busyness	23.083679701892862	11.004221628451804
wavelet-HHL	ngtdm	Coarseness	0.0008627135344400175	0.0027699147820816057
wavelet-HHL	ngtdm	Complexity	17.63303515596117	13.345922194868733
wavelet-HHL	ngtdm	Contrast	0.011976026568545439	0.014844753176339643
wavelet-HHL	ngtdm	Strength	0.025786314523475556	0.06109597376045557
wavelet-HHH	firstorder	10Percentile	-4.45945832671665	-4.905765139092781
wavelet-HHH	firstorder	90Percentile	4.4442609479536115	4.8600265210611155
wavelet-HHH	firstorder	Energy	524816476.1658355	161365486.04857427
wavelet-HHH	firstorder	Entropy	0.9999996604314569	0.9999818251511905
wavelet-HHH	firstorder	InterquartileRange	3.989562116039935	4.548335888574607
wavelet-HHH	firstorder	Kurtosis	5.558388745150512	5.515336898724809
wavelet-HHH	firstorder	Maximum	23.109438838527062	21.118654815674667
wavelet-HHH	firstorder	MeanAbsoluteDeviation	2.7988118533876367	3.151538647719674
wavelet-HHH	firstorder	Mean	0.008043595987306884	-0.035797847998808495
wavelet-HHH	firstorder	Median	0.003955558741749862	0.03011023764039493
wavelet-HHH	firstorder	Minimum	-20.49190625099959	-22.050681253629513
wavelet-HHH	firstorder	Range	43.60134508952665	43.16933606930418
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	1.7110303969252636	1.944797249678683
wavelet-HHH	firstorder	RootMeanSquared	300.0332960841987	299.9958040686066
wavelet-HHH	firstorder	Skewness	-0.04135327617402881	-0.009287487113720226
wavelet-HHH	firstorder	TotalEnergy	524816476.1658355	161365486.04857427
wavelet-HHH	firstorder	Uniformity	0.5000002353709594	0.5000125977923069
wavelet-HHH	firstorder	Variance	15.152536856631462	18.95988608318268
wavelet-HHH	glcm	Autocorrelation	2.2476954544213634	2.2727633884123444
wavelet-HHH	glcm	JointAverage	1.4994728167421132	1.5082788857859235
wavelet-HHH	glcm	ClusterProminence	0.4985517443378926	0.4955370541525873
wavelet-HHH	glcm	ClusterShade	0.0005413270009473315	-0.008042553359540171
wavelet-HHH	glcm	ClusterTendency	0.4985516948688946	0.4955456287768799
wavelet-HHH	glcm	Contrast	0.5014459916099526	0.5041465378908526
wavelet-HHH	glcm	Correlation	-0.002894280251192002	-0.008603768709277256
wavelet-HHH	glcm	DifferenceAverage	0.5014459916099526	0.5041465378908526
wavelet-HHH	glcm	DifferenceEntropy	0.9915744258764361	0.9947728753142528
wavelet-HHH	glcm	DifferenceVariance	0.2471168386167292	0.24819504866833791
wavelet-HHH	glcm	JointEnergy	0.2528843181438471	0.2519588679977959
wavelet-HHH	glcm	JointEntropy	1.991571086140326	1.9943220488800648
wavelet-HHH	glcm	Imc1	-0.008425586989485746	-0.0052347557723261785
wavelet-HHH	glcm	Imc2	0.0796572493334894	0.07376878120108034
wavelet-HHH	glcm	Idm	0.7492770041950236	0.7479267310545737
wavelet-HHH	glcm	Idmn	0.8997108016780095	0.8991706924218295
wavelet-HHH	glcm	Id	0.7492770041950236	0.7479267310545737
wavelet-HHH	glcm	Idn	0.8328513361300158	0.8319511540363824
wavelet-HHH	glcm	InverseVariance	0.5014459916099526	0.5041465378908526
wavelet-HHH	glcm	MaximumProbability	0.26708723280910784	0.27011405536932637
wavelet-HHH	glcm	SumEntropy	1.4901250945303735	1.4901755109892123
wavelet-HHH	glcm	SumSquares	0.24999942161971178	0.2499230416669331
wavelet-HHH	glrlm	GrayLevelNonUniformity	1659.9412811767504	551.292414982562
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.500005689317349	0.500088623584041
wavelet-HHH	glrlm	GrayLevelVariance	0.24999715534132547	0.24995568820797948
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	2.5043430549856356	2.4820441843027368
wavelet-HHH	glrlm	LongRunEmphasis	4.4280472667454855	3.6204758141716167
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	11.02556767973951	9.146609897297388
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	2.7786671634969795	2.238942293390174
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.6239142362535911	0.6294889539243158
wavelet-HHH	glrlm	RunEntropy	2.691553273975176	2.521079312082707
wavelet-HHH	glrlm	RunLengthNonUniformity	1357.1691207984284	486.53022534719554
wavelet-HHH	glrlm	RunLengthNonUniformityNormalized	0.40469753311904877	0.4382727935452432
wavelet-HHH	glrlm	RunPercentage	0.5694418788758411	0.6148268909005105
wavelet-HHH	glrlm	RunVariance	1.235178915145711	0.922813118465004
wavelet-HHH	glrlm	ShortRunEmphasis	0.6314955311987513	0.6707097880098696
wavelet-HHH	glrlm	ShortRunHighGrayLevelEmphasis	1.5804177582634753	1.6472728406607946
wavelet-HHH	glrlm	ShortRunLowGrayLevelEmphasis	0.3942649744325706	0.42656902484713827
wavelet-HHH	glszm	GrayLevelNonUniformity	1.6666666666666667	1.0
wavelet-HHH	glszm	GrayLevelNonUniformityNormalized	0.5555555555555556	0.5
wavelet-HHH	glszm	GrayLevelVariance	0.2222222222222222	0.25
wavelet-HHH	glszm	HighGrayLevelZoneEmphasis	2.0	2.5
wavelet-HHH	glszm	LargeAreaEmphasis	5662878.0	803732.5
wavelet-HHH	glszm	LargeAreaHighGrayLevelEmphasis	14171767.0	2021434.0
wavelet-HHH	glszm	LargeAreaLowGrayLevelEmphasis	3535655.75	499307.125
wavelet-HHH	glszm	LowGrayLevelZoneEmphasis	0.75	0.625
wavelet-HHH	glszm	SizeZoneNonUniformity	1.0	1.0
wavelet-HHH	glszm	SizeZoneNonUniformityNormalized	0.3333333333333333	0.5
wavelet-HHH	glszm	SmallAreaEmphasis	0.3333334118174149	1.2443204516641878e-06
wavelet-HHH	glszm	SmallAreaHighGrayLevelEmphasis	0.33333352934157107	3.0920639257421947e-06
wavelet-HHH	glszm	SmallAreaLowGrayLevelEmphasis	0.33333338243637584	7.823845831446861e-07
wavelet-HHH	glszm	ZoneEntropy	1.5849625007211552	0.9999999999999993
wavelet-HHH	glszm	ZonePercentage	0.0005145797598627787	0.0011154489682097045
wavelet-HHH	glszm	ZoneVariance	1886333.5555555555	20.25
wavelet-HHH	gldm	DependenceEntropy	4.596908271817485	4.652544421350441
wavelet-HHH	gldm	DependenceNonUniformity	555.5018867924529	157.53095370886783
wavelet-HHH	gldm	DependenceNonUniformityNormalized	0.09528334250299363	0.08785886988782365
wavelet-HHH	gldm	DependenceVariance	9.180004177834528	10.144798091605546
wavelet-HHH	gldm	GrayLevelNonUniformity	2915.001372212693	896.5225878416062
wavelet-HHH	gldm	GrayLevelVariance	0.24999988231452036	0.24999370110384656
wavelet-HHH	gldm	HighGrayLevelEmphasis	2.5010291595197254	2.5075292805354157
wavelet-HHH	gldm	LargeDependenceEmphasis	157.8861063464837	131.46402677077523
wavelet-HHH	gldm	LargeDependenceHighGrayLevelEmphasis	393.5065180102916	338.96932515337426
wavelet-HHH	gldm	LargeDependenceLowGrayLevelEmphasis	98.98100343053173	79.58770217512549
wavelet-HHH	gldm	LowGrayLevelEmphasis	0.6247427101200687	0.6231176798661461
wavelet-HHH	gldm	SmallDependenceEmphasis	0.009114226361609619	0.01161052415051884
wavelet-HHH	gldm	SmallDependenceHighGrayLevelEmphasis	0.022538271658214207	0.028174014248157714
wavelet-HHH	gldm	SmallDependenceLowGrayLevelEmphasis	0.005758215037458472	0.0074696516261091184
wavelet-HHH	ngtdm	Busyness	1459.4008867221517	447.6560955953346
wavelet-HHH	ngtdm	Coarseness	0.0006838051956900655	0.002200718017375976
wavelet-HHH	ngtdm	Complexity	0.5016826069823273	0.5068568346342294
wavelet-HHH	ngtdm	Contrast	0.1254205214726364	0.1267175774471229
wavelet-HHH	ngtdm	Strength	0.0006838055840550564	0.002200604064353838
wavelet-LLL	firstorder	10Percentile	429.5767683908771	13.8263809856358
wavelet-LLL	firstorder	90Percentile	871.2104063609955	531.7025873607845
wavelet-LLL	firstorder	Energy	5779340242.550873	664560800.3035862
wavelet-LLL	firstorder	Entropy	4.706807993604229	4.915653487543623
wavelet-LLL	firstorder	InterquartileRange	269.25007478511407	294.0961631769019
wavelet-LLL	firstorder	Kurtosis	3.6956358536742666	2.80559830675443
wavelet-LLL	firstorder	Maximum	1047.4455556354314	905.7354655245815
wavelet-LLL	firstorder	MeanAbsoluteDeviation	149.3638215726406	163.8588264270356
wavelet-LLL	firstorder	Mean	678.686606283216	275.19342591759676
wavelet-LLL	firstorder	Median	720.1653905378664	272.27456926137137
wavelet-LLL	firstorder	Minimum	-126.39241042792213	-83.02280034848462
wavelet-LLL	firstorder	Range	1173.8379660633536	988.7582658730662
wavelet-LLL	firstorder	RobustMeanAbsoluteDeviation	109.78962339235031	121.05833796451363
wavelet-LLL	firstorder	RootMeanSquared	995.6457727152298	608.8036050366533
wavelet-LLL	firstorder	Skewness	-0.9171829282885989	0.450528804827778
wavelet-LLL	firstorder	TotalEnergy	5779340242.550873	664560800.3035862
wavelet-LLL	firstorder	Uniformity	0.046906195846291	0.03691028723277516
wavelet-LLL	firstorder	Variance	33483.03140754863	39794.35228680346
wavelet-LLL	glcm	Autocorrelation	1210.6652697419204	279.0623367367253
wavelet-LLL	glcm	JointAverage	34.299670296717	14.918812303151197
wavelet-LLL	glcm	ClusterProminence	118684.86520536736	151344.62185169652
wavelet-LLL	glcm	ClusterShade	-2305.8923122691576	1640.0698449277554
wavelet-LLL	glcm	ClusterTendency	168.50557689346385	242.73256062938015
wavelet-LLL	glcm	Contrast	31.918803464400266	16.905695715095522
wavelet-LLL	glcm	Correlation	0.6797774993188619	0.8698835851208752
wavelet-LLL	glcm	DifferenceAverage	4.085279783740325	3.126888088621944
wavelet-LLL	glcm	DifferenceEntropy	3.5412955128933934	3.1241696321779915
wavelet-LLL	glcm	DifferenceVariance	14.490544852181753	6.715742156994078
wavelet-LLL	glcm	JointEnergy	0.004653481436852398	0.0039619241203334744
wavelet-LLL	glcm	JointEntropy	8.640959337711895	8.448910832427632
wavelet-LLL	glcm	Imc1	-0.13388002084198816	-0.27266566639453993
wavelet-LLL	glcm	Imc2	0.818788603252374	0.9613375701677774
wavelet-LLL	glcm	Idm	0.25969567073138705	0.2891517468689738
wavelet-LLL	glcm	Idmn	0.9869367822469054	0.9902972587792056
wavelet-LLL	glcm	Id	0.3438845990890552	0.37475250128624277
wavelet-LLL	glcm	Idn	0.9262716814738738	0.9323326359602985
wavelet-LLL	glcm	InverseVariance	0.25070334959490953	0.2821444413974463
wavelet-LLL	glcm	MaximumProbability	0.022525145548106165	0.01291876691111986
wavelet-LLL	glcm	SumEntropy	5.518060806935024	5.798661639466615
wavelet-LLL	glcm	SumSquares	50.106095089466	64.90956408611893
wavelet-LLL	glrlm	GrayLevelNonUniformity	233.6854400087605	59.37669165912704
wavelet-LLL	glrlm	GrayLevelNonUniformityNormalized	0.04442894712419532	0.036788683547807
wavelet-LLL	glrlm	GrayLevelVariance	54.49433831872232	63.591901712273774
wavelet-LLL	glrlm	HighGrayLevelRunEmphasis	1164.5039234896255	311.8956543023422
wavelet-LLL	glrlm	LongRunEmphasis	1.4146875971051829	1.391952842024278
wavelet-LLL	glrlm	LongRunHighGrayLevelEmphasis	1747.6617283873818	400.3426488332045
wavelet-LLL	glrlm	LongRunLowGrayLevelEmphasis	0.001933172165583806	0.024214014621441467
wavelet-LLL	glrlm	LowGrayLevelRunEmphasis	0.0015672563972552187	0.014574516248163284
wavelet-LLL	glrlm	RunEntropy	5.209554608823852	5.382136384323139
wavelet-LLL	glrlm	RunLengthNonUniformity	4429.142742961617	1337.2842402876477
wavelet-LLL	glrlm	RunLengthNonUniformityNormalized	0.8401911416302185	0.8253382413438021
wavelet-LLL	glrlm	RunPercentage	0.9016097110436735	0.9000815135784461
wavelet-LLL	glrlm	RunVariance	0.1757447594901175	0.1471392076456741
wavelet-LLL	glrlm	ShortRunEmphasis	0.9322351178813099	0.9255167733767238
wavelet-LLL	glrlm	ShortRunHighGrayLevelEmphasis	1073.1894099138678	293.5364808680401
wavelet-LLL	glrlm	ShortRunLowGrayLevelEmphasis	0.0015014904770715655	0.012831787115556688
wavelet-LLL	glszm	GrayLevelNonUniformity	69.45022123893806	18.10756972111554
wavelet-LLL	glszm	GrayLevelNonUniformityNormalized	0.0384127329861383	0.036070856018158445
wavelet-LLL	glszm	GrayLevelVariance	60.12895947950114	68.73665497373058
wavelet-LLL	glszm	HighGrayLevelZoneEmphasis	981.4596238938053	393.45418326693226
wavelet-LLL	glszm	LargeAreaEmphasis	207.16261061946904	49.7390438247012
wavelet-LLL	glszm	LargeAreaHighGrayLevelEmphasis	324382.30530973454	10496.860557768925
wavelet-LLL	glszm	LargeAreaLowGrayLevelEmphasis	0.13803816979476596	1.1435589718304295
wavelet-LLL	glszm	LowGrayLevelZoneEmphasis	0.002442528399553163	0.010269578320936933
wavelet-LLL	glszm	SizeZoneNonUniformity	642.8440265486726	147.6812749003984
wavelet-LLL	glszm	SizeZoneNonUniformityNormalized	0.35555532441851356	0.29418580657449883
wavelet-LLL	glszm	SmallAreaEmphasis	0.6169570530298264	0.5570031908498176
wavelet-LLL	glszm	SmallAreaHighGrayLevelEmphasis	582.8560248145275	241.12936014736044
wavelet-LLL	glszm	SmallAreaLowGrayLevelEmphasis	0.0017578270021056418	0.005590050352335439
wavelet-LLL	glszm	ZoneEntropy	6.952783810112077	6.917857836343277
wavelet-LLL	glszm	ZonePercentage	0.3101200686106346	0.2799776910206358
wavelet-LLL	glszm	ZoneVariance	196.76483940598325	36.981909017317186
wavelet-LLL	gldm	DependenceEntropy	7.346510224296826	7.465647288231207
wavelet-LLL	gldm	DependenceNonUniformity	931.7680960548885	280.3229224762967
wavelet-LLL	gldm	DependenceNonUniformityNormalized	0.15982300103857436	0.15634295732085707
wavelet-LLL	gldm	DependenceVariance	6.4033941669192	4.78252757750053
wavelet-LLL	gldm	GrayLevelNonUniformity	273.4631217838765	66.18014500836587
wavelet-LLL	gldm	GrayLevelVariance	53.67425965535807	63.812730862320436
wavelet-LLL	gldm	HighGrayLevelEmphasis	1185.8178387650087	304.1751254880089
wavelet-LLL	gldm	LargeDependenceEmphasis	19.063807890222986	17.727272727272727
wavelet-LLL	gldm	LargeDependenceHighGrayLevelEmphasis	27562.136192109778	3833.692136084774
wavelet-LLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.015974585417997917	0.5013317225565865
wavelet-LLL	gldm	LowGrayLevelEmphasis	0.0015026484496699238	0.015530130960140718
wavelet-LLL	gldm	SmallDependenceEmphasis	0.27054846120694803	0.2356374009124857
wavelet-LLL	gldm	SmallDependenceHighGrayLevelEmphasis	271.2579221475858	92.51404634098766
wavelet-LLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.0006535864207772983	0.0024062842793965396
wavelet-LLL	ngtdm	Busyness	0.26405710114857234	0.18497350798123255
wavelet-LLL	ngtdm	Coarseness	0.0018209450326372547	0.010286175103534762
wavelet-LLL	ngtdm	Complexity	2599.927826213699	1125.367402525157
wavelet-LLL	ngtdm	Contrast	0.11418308626641802	0.12581302777211223
wavelet-LLL	ngtdm	Strength	2.259452119168374	6.620026409973168
