Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_34_segment_Lt Occipital Inf	1: RTSTRUCT: ANON_34_segment_Rt Parietal	1: RTSTRUCT: ANON_34_segment_Lt Para median	1: RTSTRUCT: ANON_34_segment_Lt Frontal Cavity	1: RTSTRUCT: ANON_34_segment_L superior parietal	1: RTSTRUCT: ANON_34_segment_L occipital1	1: RTSTRUCT: ANON_34_segment_L occipital2	1: RTSTRUCT: ANON_34_segment_L occipital3
square	firstorder	InterquartileRange	67.08120945578905	61.891167267254275	55.074170966792366	85.88720868290375	48.07783862617603	108.90657731581413	63.92580345749539	66.89669600694492
square	firstorder	Kurtosis	2.138080494545962	2.5796715016452105	3.414330548555231	2.31590041917355	2.825330763390802	2.0924655626688655	1.8315092919535179	1.3922148584195908
square	firstorder	Maximum	200.8885905315724	245.76537246925895	224.03902856936216	311.742696065448	243.10043554498333	300.0613916473688	186.2433138179658	166.1056182097108
square	firstorder	MeanAbsoluteDeviation	37.17557678203998	35.11095307200749	34.426955052454005	45.85478397025741	35.573535500460174	60.02796298132225	34.67193208052219	31.607615989334068
square	firstorder	Mean	99.19461734664222	142.2337632401411	127.8200984326977	194.49120348203365	141.43223526501927	163.37102443922308	122.24092530065329	117.17386923251374
square	firstorder	Median	99.8097430301916	138.91476354876775	130.6958652720403	191.59232202584488	145.68787022163644	164.79245792931627	106.0037494687422	112.35667418490183
square	firstorder	Minimum	11.706936113757452	43.42381179102062	3.037237484351312	0.7265291041484425	76.08423696764197	52.229575881124546	58.60457596135469	72.37739039432482
square	firstorder	Range	189.18165441781494	202.34156067823832	221.00179108501084	311.0161669612996	167.01619857734136	247.83181576624423	127.6387378566111	93.72822781538598
square	firstorder	RobustMeanAbsoluteDeviation	28.305154021451273	24.771344095480398	22.45427864772707	34.71197560426259	18.290683147245197	42.98612065302761	26.575976429295554	27.664264317900326
square	firstorder	RootMeanSquared	401.6600481212518	444.3535856206733	430.1454931231305	497.64274483743657	443.8831470402922	468.8090226499274	424.16663424671674	418.6351121470756
square	firstorder	Skewness	0.005157197213287601	0.2180729958106393	-0.6063335414937772	-0.18567323252988077	0.44177911532867264	0.19589962857386456	0.1959878977927998	0.08772412215128855
square	firstorder	TotalEnergy	17907718.162501063	23694013.086473886	30714174.112187423	3890554816.3975	2364386.978716724	9230839.788155166	3238512.0049473834	1752553.5712239456
square	firstorder	Uniformity	0.15055596136677216	0.16194444444444445	0.17462621570619827	0.13616840238877717	0.2222222222222222	0.11224489795918366	0.24691358024691362	0.22000000000000003
square	firstorder	Variance	1974.4517382342087	1879.4077044118717	1995.108631177933	3126.751168227965	2169.82989532236	5069.193428125044	1629.9346094360958	1221.3199519680936
square	glcm	Autocorrelation	20.855602045550377	28.809863373022317	35.850869128350844	73.55966755809256	13.049999999999999	38.37124832181393	13.981837606837606	10.234615384615385
square	glcm	JointAverage	4.50085228913243	5.299224774536297	5.8707661734912815	8.434326335887295	3.5180555555555557	5.936342362388743	3.7601495726495724	3.2211538461538463
square	glcm	ClusterProminence	163.14452373094178	169.29401464788683	268.60191728087955	471.4643575051531	40.12359043209877	1156.8930401316918	47.92626596759204	23.469980466524213
square	glcm	ClusterShade	-4.18858747813181	4.464755847542827	-20.04835254166273	-7.509766692186459	1.855950617283953	-35.5853994429398	-0.1538679994987839	-0.03586538461538554
square	glcm	ClusterTendency	7.992401565785408	7.61761310835552	7.891576705651066	13.683681171405247	2.575462962962963	21.610892437313428	4.510668922127255	2.6893803418803417
square	glcm	Contrast	5.611547826375299	4.713450059296685	2.3992564609237164	3.9994526365429808	3.602777777777778	9.459619735468152	5.441239316239315	4.355128205128205
square	glcm	Correlation	0.17728022166151594	0.23463471921392762	0.5231094541065726	0.545802188042326	-0.2097156023983724	0.3805127004773714	-0.08072470876156788	-0.3752780696438724
square	glcm	DifferenceAverage	1.9201567187110504	1.6940541896639691	1.218229874816814	1.3648319802358673	1.4527777777777777	2.468625586329206	1.9155982905982907	1.7782051282051279
square	glcm	DifferenceEntropy	2.2150765120883027	2.2735311637157265	1.8461656198765724	2.2411563322906183	0.6996780853431392	2.419884989800884	1.9420949198366246	0.835311101228048
square	glcm	DifferenceVariance	1.6124055561116382	1.7663021307248903	0.8635633972916552	2.099599832464258	0.4565740740740741	3.1632104433309687	1.4823569563152896	0.875534188034188
square	glcm	JointEnergy	0.033121687445895505	0.03477517753211882	0.04494034696961438	0.03377167915199901	0.3682407407407407	0.041575623151513676	0.12207680436847107	0.29276709401709405
square	glcm	JointEntropy	5.155144865597219	5.159854134736147	4.772535119038874	5.590737418924105	1.7233706548236407	4.719519429466271	3.173189436836115	1.955031566046526
square	glcm	Imc1	-0.19935503802767565	-0.1461871338602112	-0.1830475444423292	-0.12408688029232776	-0.7439503588803152	-0.5174538939401262	-0.39842031136964057	-0.8291630074838636
square	glcm	Imc2	0.8101769401044409	0.7376148952838448	0.7723462686919528	0.7035912855630386	0.8656243433260294	0.9795579283131132	0.8541734409290621	0.9516430756541892
