Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_4_segment_Rt Parietal
original	shape	Sphericity	0.8728062267708985
original	shape	SurfaceArea	291.49149448414994
original	shape	SurfaceVolumeRatio	0.7638999637060055
original	shape	VoxelVolume	393.0
original	firstorder	10Percentile	174.1652591341643
original	firstorder	90Percentile	285.46686949828114
original	firstorder	Energy	113092154.52245416
original	firstorder	Entropy	2.6788053664592097
original	firstorder	InterquartileRange	53.87040588184243
original	firstorder	Kurtosis	2.4517900387391593
original	firstorder	Maximum	321.79942100500887
original	firstorder	MeanAbsoluteDeviation	32.8938050418577
original	firstorder	Mean	234.93821179731322
original	firstorder	Median	239.8904005119841
original	firstorder	Minimum	129.71028257729094
original	firstorder	Range	192.08913842771793
original	firstorder	RobustMeanAbsoluteDeviation	23.798344940251738
original	firstorder	RootMeanSquared	536.4385300244514
original	firstorder	Skewness	-0.404869759026669
original	firstorder	TotalEnergy	113092154.52245416
original	firstorder	Uniformity	0.17434233954250272
original	firstorder	Variance	1607.4060538871524
original	glcm	Autocorrelation	27.732669874570323
original	glcm	JointAverage	5.19656451347872
original	glcm	ClusterProminence	111.78552516343672
original	glcm	ClusterShade	-8.188428952925594
original	glcm	ClusterTendency	6.079519196331211
original	glcm	Contrast	3.170176090049876
original	glcm	Correlation	0.3135832415141643
original	glcm	DifferenceAverage	1.3620712402989825
original	glcm	DifferenceEntropy	2.0855472765300638
original	glcm	DifferenceVariance	1.2909402446429843
original	glcm	JointEnergy	0.042266509424008274
original	glcm	JointEntropy	4.987458804554871
original	glcm	Imc1	-0.0644687346656564
original	glcm	Imc2	0.5138332141784653
original	glcm	Idm	0.4865734260579559
original	glcm	Idmn	0.9567866791895606
original	glcm	Id	0.5387604411148037
original	glcm	Idn	0.8664716067806766
original	glcm	InverseVariance	0.45826308519300396
original	glcm	MaximumProbability	0.09091971592351497
original	glcm	SumEntropy	3.2594667862411266
original	glcm	SumSquares	2.312423821595272
original	glrlm	GrayLevelNonUniformity	53.26226771498254
original	glrlm	GrayLevelNonUniformityNormalized	0.1650989204992805
original	glrlm	GrayLevelVariance	2.815751764514793
original	glrlm	HighGrayLevelRunEmphasis	25.905309486478977
original	glrlm	LongRunEmphasis	1.7679096438622446
original	glrlm	LongRunHighGrayLevelEmphasis	49.11816046720309
original	glrlm	LongRunLowGrayLevelEmphasis	0.12241596539212668
original	glrlm	LowGrayLevelRunEmphasis	0.08424836407043028
original	glrlm	RunEntropy	3.4733500557593975
original	glrlm	RunLengthNonUniformity	226.94362181689272
original	glrlm	RunLengthNonUniformityNormalized	0.7010821722606468
original	glrlm	RunPercentage	0.820708553532981
original	glrlm	RunVariance	0.27371200837764076
original	glrlm	ShortRunEmphasis	0.8620619183109549
original	glrlm	ShortRunHighGrayLevelEmphasis	21.760539798772623
original	glrlm	ShortRunLowGrayLevelEmphasis	0.07726086721340437
original	glszm	GrayLevelNonUniformity	5.756756756756757
original	glszm	GrayLevelNonUniformityNormalized	0.1555880204528853
original	glszm	GrayLevelVariance	5.294375456537619
original	glszm	HighGrayLevelZoneEmphasis	21.72972972972973
original	glszm	LargeAreaEmphasis	603.4864864864865
original	glszm	LargeAreaHighGrayLevelEmphasis	18530.54054054054
original	glszm	LargeAreaLowGrayLevelEmphasis	25.281998720659438
original	glszm	LowGrayLevelZoneEmphasis	0.21310389471103755
original	glszm	SizeZoneNonUniformity	11.702702702702704
original	glszm	SizeZoneNonUniformityNormalized	0.3162892622352082
original	glszm	SmallAreaEmphasis	0.5706479597946221
original	glszm	SmallAreaHighGrayLevelEmphasis	13.141544581499017
original	glszm	SmallAreaLowGrayLevelEmphasis	0.15240261011591602
original	glszm	ZoneEntropy	4.226628285180286
original	glszm	ZonePercentage	0.09414758269720101
original	glszm	ZoneVariance	490.6676406135866
original	gldm	DependenceEntropy	5.539930935960428
original	gldm	DependenceNonUniformity	40.63867684478372
original	gldm	DependenceNonUniformityNormalized	0.10340630240402982
original	gldm	DependenceVariance	8.223892676546953
original	gldm	GrayLevelNonUniformity	68.51653944020356
original	gldm	GrayLevelVariance	2.6593632849678537
original	gldm	HighGrayLevelEmphasis	26.676844783715012
original	gldm	LargeDependenceEmphasis	40.27735368956743
original	gldm	LargeDependenceHighGrayLevelEmphasis	1270.0559796437658
original	gldm	LargeDependenceLowGrayLevelEmphasis	1.7632111375084383
original	gldm	LowGrayLevelEmphasis	0.0780577877885675
original	gldm	SmallDependenceEmphasis	0.10581394845472106
original	gldm	SmallDependenceHighGrayLevelEmphasis	2.3642189580843582
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.019454897239205026
original	ngtdm	Busyness	1.6085970146652586
original	ngtdm	Coarseness	0.017719196210866008
original	ngtdm	Complexity	23.003882945768947
original	ngtdm	Contrast	0.09586731733706678
original	ngtdm	Strength	0.32549825171292646
exponential	firstorder	10Percentile	22.76054379664479
exponential	firstorder	90Percentile	167.6754231565371
exponential	firstorder	Energy	59521737.50520627
exponential	firstorder	Entropy	3.0079891718967002
exponential	firstorder	InterquartileRange	70.71671839970224
exponential	firstorder	Kurtosis	3.841133256229515
exponential	firstorder	Maximum	321.79942100500875
exponential	firstorder	MeanAbsoluteDeviation	44.0711885935768
exponential	firstorder	Mean	85.2528949922614
exponential	firstorder	Median	74.01479918715474
exponential	firstorder	Minimum	10.250677541324402
exponential	firstorder	Range	311.54874346368433
exponential	firstorder	RobustMeanAbsoluteDeviation	31.034862018162297
exponential	firstorder	RootMeanSquared	389.1719450477253
exponential	firstorder	Skewness	0.9873521073106075
exponential	firstorder	TotalEnergy	59521737.50520627
exponential	firstorder	Uniformity	0.14208573703941108
exponential	firstorder	Variance	3035.0097123113023
exponential	glcm	Autocorrelation	19.212447317739148
exponential	glcm	JointAverage	4.231604013974867
exponential	glcm	ClusterProminence	479.0418935838116
exponential	glcm	ClusterShade	23.205845647778826
exponential	glcm	ClusterTendency	12.49572823979551
exponential	glcm	Contrast	7.279836703940267
exponential	glcm	Correlation	0.2648633852097634
exponential	glcm	DifferenceAverage	2.0380812197609903
exponential	glcm	DifferenceEntropy	2.611094151189365
exponential	glcm	DifferenceVariance	3.0767504891164474
exponential	glcm	JointEnergy	0.022723923189436897
exponential	glcm	JointEntropy	5.874490667172982
exponential	glcm	Imc1	-0.07311844108857965
exponential	glcm	Imc2	0.5926384209593768
exponential	glcm	Idm	0.38757655989535855
exponential	glcm	Idmn	0.9623926354316497
exponential	glcm	Id	0.4598689848694819
exponential	glcm	Idn	0.8753007718837826
exponential	glcm	InverseVariance	0.36788259320362177
exponential	glcm	MaximumProbability	0.05207182542384053
exponential	glcm	SumEntropy	3.7731111626259457
exponential	glcm	SumSquares	4.943891235933943
exponential	glrlm	GrayLevelNonUniformity	46.846220789357126
exponential	glrlm	GrayLevelNonUniformityNormalized	0.1379242496382772
exponential	glrlm	GrayLevelVariance	5.187459504719127
exponential	glrlm	HighGrayLevelRunEmphasis	20.83182079483918
exponential	glrlm	LongRunEmphasis	1.535855564229199
exponential	glrlm	LongRunHighGrayLevelEmphasis	28.597867377844562
exponential	glrlm	LongRunLowGrayLevelEmphasis	0.3385202649959228
exponential	glrlm	LowGrayLevelRunEmphasis	0.2110917040487586
exponential	glrlm	RunEntropy	3.6520600069944797
exponential	glrlm	RunLengthNonUniformity	260.15420612571086
exponential	glrlm	RunLengthNonUniformityNormalized	0.7642648263083883
exponential	glrlm	RunPercentage	0.8639655509884517
exponential	glrlm	RunVariance	0.19018548085903705
exponential	glrlm	ShortRunEmphasis	0.8960921039983402
exponential	glrlm	ShortRunHighGrayLevelEmphasis	19.20017961311081
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.1884255982501948
exponential	glszm	GrayLevelNonUniformity	5.943396226415095
exponential	glszm	GrayLevelNonUniformityNormalized	0.11213955144179423
exponential	glszm	GrayLevelVariance	8.37878248487006
exponential	glszm	HighGrayLevelZoneEmphasis	42.81132075471698
exponential	glszm	LargeAreaEmphasis	311.188679245283
exponential	glszm	LargeAreaHighGrayLevelEmphasis	3704.735849056604
exponential	glszm	LargeAreaLowGrayLevelEmphasis	67.13167230984517
exponential	glszm	LowGrayLevelZoneEmphasis	0.13932086385097997
exponential	glszm	SizeZoneNonUniformity	13.566037735849056
exponential	glszm	SizeZoneNonUniformityNormalized	0.25596297614809543
exponential	glszm	SmallAreaEmphasis	0.5147910113433198
exponential	glszm	SmallAreaHighGrayLevelEmphasis	25.485473900496345
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.060554501065995775
exponential	glszm	ZoneEntropy	4.937839266243806
exponential	glszm	ZonePercentage	0.13486005089058525
exponential	glszm	ZoneVariance	256.20505517977927
exponential	gldm	DependenceEntropy	5.742351957568919
exponential	gldm	DependenceNonUniformity	51.56997455470738
exponential	gldm	DependenceNonUniformityNormalized	0.13122130929950987
exponential	gldm	DependenceVariance	4.849147615070346
exponential	gldm	GrayLevelNonUniformity	55.83969465648855
exponential	gldm	GrayLevelVariance	4.9359982906979
exponential	gldm	HighGrayLevelEmphasis	20.033078880407125
exponential	gldm	LargeDependenceEmphasis	25.432569974554706
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	365.3104325699746
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	5.719929797586576
exponential	gldm	LowGrayLevelEmphasis	0.2136125172581787
exponential	gldm	SmallDependenceEmphasis	0.13614563396454693
exponential	gldm	SmallDependenceHighGrayLevelEmphasis	4.926912306025865
exponential	gldm	SmallDependenceLowGrayLevelEmphasis	0.020946773312423148
exponential	ngtdm	Busyness	1.821456546687295
exponential	ngtdm	Coarseness	0.015010532350811253
exponential	ngtdm	Complexity	100.54565046497578
exponential	ngtdm	Contrast	0.10447864807493076
exponential	ngtdm	Strength	1.1537536958840866
square	firstorder	10Percentile	94.26312298727517
square	firstorder	90Percentile	253.23648367489477
square	firstorder	Energy	90506269.11781657
square	firstorder	Entropy	3.15727689294823
square	firstorder	InterquartileRange	79.38001032615585
square	firstorder	Kurtosis	2.2746621591550613
square	firstorder	Maximum	321.7994210050089
square	firstorder	MeanAbsoluteDeviation	46.96367741346371
square	firstorder	Mean	176.51793542388694
square	firstorder	Median	178.83004288222267
square	firstorder	Minimum	52.28336755154941
square	firstorder	Range	269.5160534534595
square	firstorder	RobustMeanAbsoluteDeviation	34.55579027451975
square	firstorder	RootMeanSquared	479.8914983332808
square	firstorder	Skewness	-0.06830413738703921
square	firstorder	TotalEnergy	90506269.11781657
square	firstorder	Uniformity	0.12333521097579137
square	firstorder	Variance	3226.5073919175206
square	glcm	Autocorrelation	37.280810821608625
square	glcm	JointAverage	5.9848664762022095
square	glcm	ClusterProminence	416.94817005570565
square	glcm	ClusterShade	-12.749831548901906
square	glcm	ClusterTendency	12.415435085174513
square	glcm	Contrast	6.575530203488203
square	glcm	Correlation	0.3069141293766023
square	glcm	DifferenceAverage	1.9972878887678567
square	glcm	DifferenceEntropy	2.5390111191980362
square	glcm	DifferenceVariance	2.5402703005264993
square	glcm	JointEnergy	0.0208356562149461
square	glcm	JointEntropy	5.9665527891257435
square	glcm	Imc1	-0.07051721308684346
square	glcm	Imc2	0.5870932449165718
square	glcm	Idm	0.3785215606586179
square	glcm	Idmn	0.9529828972701957
square	glcm	Id	0.45355708001842804
square	glcm	Idn	0.858360832597376
square	glcm	InverseVariance	0.36903526992666025
square	glcm	MaximumProbability	0.05381053659274336
square	glcm	SumEntropy	3.78715767540296
square	glcm	SumSquares	4.7477413221656795
square	glrlm	GrayLevelNonUniformity	40.92406693719387
square	glrlm	GrayLevelNonUniformityNormalized	0.11929317675192089
square	glrlm	GrayLevelVariance	5.446466979174686
square	glrlm	HighGrayLevelRunEmphasis	36.04241606941128
square	glrlm	LongRunEmphasis	1.4863800464132677
square	glrlm	LongRunHighGrayLevelEmphasis	55.03078127566068
square	glrlm	LongRunLowGrayLevelEmphasis	0.11445721743797106
square	glrlm	LowGrayLevelRunEmphasis	0.08805272497536719
square	glrlm	RunEntropy	3.7544014128026837
square	glrlm	RunLengthNonUniformity	266.7609470986583
square	glrlm	RunLengthNonUniformityNormalized	0.7765599982735557
square	glrlm	RunPercentage	0.8727735368956744
square	glrlm	RunVariance	0.17011313859840535
square	glrlm	ShortRunEmphasis	0.9027487678129594
square	glrlm	ShortRunHighGrayLevelEmphasis	32.20917007967312
square	glrlm	ShortRunLowGrayLevelEmphasis	0.08280171240327422
square	glszm	GrayLevelNonUniformity	7.909090909090909
square	glszm	GrayLevelNonUniformityNormalized	0.11983471074380166
square	glszm	GrayLevelVariance	8.88613406795225
square	glszm	HighGrayLevelZoneEmphasis	32.39393939393939
square	glszm	LargeAreaEmphasis	192.43939393939394
square	glszm	LargeAreaHighGrayLevelEmphasis	7706.0
square	glszm	LargeAreaLowGrayLevelEmphasis	9.034504930467888
square	glszm	LowGrayLevelZoneEmphasis	0.19833123441819983
square	glszm	SizeZoneNonUniformity	17.09090909090909
square	glszm	SizeZoneNonUniformityNormalized	0.25895316804407714
square	glszm	SmallAreaEmphasis	0.5201837185195114
square	glszm	SmallAreaHighGrayLevelEmphasis	16.950032286679498
square	glszm	SmallAreaLowGrayLevelEmphasis	0.1559985405487831
square	glszm	ZoneEntropy	4.884858891889035
square	glszm	ZonePercentage	0.16793893129770993
square	glszm	ZoneVariance	156.98278236914604
square	gldm	DependenceEntropy	5.73031279774885
square	gldm	DependenceNonUniformity	54.04325699745547
square	gldm	DependenceNonUniformityNormalized	0.13751464884848721
square	gldm	DependenceVariance	5.271617168126697
square	gldm	GrayLevelNonUniformity	48.470737913486005
square	gldm	GrayLevelVariance	5.2813291118751176
square	gldm	HighGrayLevelEmphasis	36.44783715012723
square	gldm	LargeDependenceEmphasis	23.829516539440203
square	gldm	LargeDependenceHighGrayLevelEmphasis	965.5318066157761
square	gldm	LargeDependenceLowGrayLevelEmphasis	1.1841018727233934
square	gldm	LowGrayLevelEmphasis	0.08372727589568849
square	gldm	SmallDependenceEmphasis	0.1588162234027856
square	gldm	SmallDependenceHighGrayLevelEmphasis	5.3147397874052364
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.031084592389173705
square	ngtdm	Busyness	1.1455294895528927
square	ngtdm	Coarseness	0.016997264751227252
square	ngtdm	Complexity	64.81117157272384
square	ngtdm	Contrast	0.13825255536050227
square	ngtdm	Strength	0.6009242675601009
squareroot	firstorder	10Percentile	236.7406810973932
squareroot	firstorder	90Percentile	303.0892073527788
squareroot	firstorder	Energy	129667154.85335445
squareroot	firstorder	Entropy	1.9905192925584605
squareroot	firstorder	InterquartileRange	31.43104830262945
squareroot	firstorder	Kurtosis	2.673734061761591
squareroot	firstorder	Maximum	321.79942100500887
squareroot	firstorder	MeanAbsoluteDeviation	19.645374360767914
squareroot	firstorder	Mean	273.89814887922694
squareroot	firstorder	Median	277.8427468720682
squareroot	firstorder	Minimum	204.3053935454674
squareroot	firstorder	Range	117.49402745954146
squareroot	firstorder	RobustMeanAbsoluteDeviation	14.027962834375025
squareroot	firstorder	RootMeanSquared	574.4056666293116
squareroot	firstorder	Skewness	-0.5836434399591832
squareroot	firstorder	TotalEnergy	129667154.85335445
squareroot	firstorder	Uniformity	0.2856800626744103
squareroot	firstorder	Variance	582.7845688603564
squareroot	glcm	Autocorrelation	13.531051346314179
squareroot	glcm	JointAverage	3.6423005484917925
squareroot	glcm	ClusterProminence	15.548994996349556
squareroot	glcm	ClusterShade	-1.829747281694233
squareroot	glcm	ClusterTendency	2.2857041737073143
squareroot	glcm	Contrast	1.228724752173588
squareroot	glcm	Correlation	0.2993639838375193
squareroot	glcm	DifferenceAverage	0.7989705758859773
squareroot	glcm	DifferenceEntropy	1.561902513861688
squareroot	glcm	DifferenceVariance	0.5837332560066157
squareroot	glcm	JointEnergy	0.10879033937624062
squareroot	glcm	JointEntropy	3.6653411412353183
squareroot	glcm	Imc1	-0.054962593930859116
squareroot	glcm	Imc2	0.4138816919847955
squareroot	glcm	Idm	0.6431908448418505
squareroot	glcm	Idmn	0.9572384914740046
squareroot	glcm	Id	0.6644917176217666
squareroot	glcm	Idn	0.8765106847099986
squareroot	glcm	InverseVariance	0.4930680914303966
squareroot	glcm	MaximumProbability	0.23583155931438832
squareroot	glcm	SumEntropy	2.5696828346618656
squareroot	glcm	SumSquares	0.8786072314702257
squareroot	glrlm	GrayLevelNonUniformity	71.0900377174081
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.256180018374055
squareroot	glrlm	GrayLevelVariance	1.1331091007264111
squareroot	glrlm	HighGrayLevelRunEmphasis	12.366155190938418
squareroot	glrlm	LongRunEmphasis	2.6596544033905256
squareroot	glrlm	LongRunHighGrayLevelEmphasis	36.929153610875424
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.2870488936319049
squareroot	glrlm	LowGrayLevelRunEmphasis	0.14606400955051366
squareroot	glrlm	RunEntropy	3.198892540302898
squareroot	glrlm	RunLengthNonUniformity	155.2807876738014
squareroot	glrlm	RunLengthNonUniformityNormalized	0.5558730504197138
squareroot	glrlm	RunPercentage	0.7058132706987668
squareroot	glrlm	RunVariance	0.6240814021589791
squareroot	glrlm	ShortRunEmphasis	0.7712801983473399
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	9.066248879677726
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.1250767803278581
squareroot	glszm	GrayLevelNonUniformity	5.444444444444445
squareroot	glszm	GrayLevelNonUniformityNormalized	0.30246913580246915
squareroot	glszm	GrayLevelVariance	2.5709876543209873
squareroot	glszm	HighGrayLevelZoneEmphasis	8.277777777777779
squareroot	glszm	LargeAreaEmphasis	2317.9444444444443
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	31834.722222222223
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	203.54135802469136
squareroot	glszm	LowGrayLevelZoneEmphasis	0.5185339506172839
squareroot	glszm	SizeZoneNonUniformity	4.777777777777778
squareroot	glszm	SizeZoneNonUniformityNormalized	0.2654320987654321
squareroot	glszm	SmallAreaEmphasis	0.4729724437863976
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	1.0946530255106053
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.40871485492019777
squareroot	glszm	ZoneEntropy	2.9670647539754627
squareroot	glszm	ZonePercentage	0.04580152671755725
squareroot	glszm	ZoneVariance	1841.25
squareroot	gldm	DependenceEntropy	5.3764112973923925
squareroot	gldm	DependenceNonUniformity	27.346055979643765
squareroot	gldm	DependenceNonUniformityNormalized	0.06958283964285945
squareroot	gldm	DependenceVariance	19.17440708583416
squareroot	gldm	GrayLevelNonUniformity	112.27226463104326
squareroot	gldm	GrayLevelVariance	1.012347117818827
squareroot	gldm	HighGrayLevelEmphasis	13.040712468193384
squareroot	gldm	LargeDependenceEmphasis	93.97709923664122
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	1439.0610687022902
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	7.288698049194232
squareroot	gldm	LowGrayLevelEmphasis	0.12873338987842803
squareroot	gldm	SmallDependenceEmphasis	0.05128680915863461
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.3603324292509345
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.024220115892811582
squareroot	ngtdm	Busyness	3.5518118239992162
squareroot	ngtdm	Coarseness	0.018881869237337458
squareroot	ngtdm	Complexity	5.321983688401065
squareroot	ngtdm	Contrast	0.06212569404229438
squareroot	ngtdm	Strength	0.13399136686139113
logarithm	firstorder	10Percentile	287.74769778868574
logarithm	firstorder	90Percentile	315.1479861900956
logarithm	firstorder	Energy	143158035.74998277
logarithm	firstorder	Entropy	0.9423125756760278
logarithm	firstorder	InterquartileRange	12.657555075587254
logarithm	firstorder	Kurtosis	3.003201729474405
logarithm	firstorder	Maximum	321.79942100500887
logarithm	firstorder	MeanAbsoluteDeviation	8.13815152058008
logarithm	firstorder	Mean	303.4629343064184
logarithm	firstorder	Median	305.4956873217863
logarithm	firstorder	Minimum	271.4410157672153
logarithm	firstorder	Range	50.35840523779359
logarithm	firstorder	RobustMeanAbsoluteDeviation	5.7156423894827535
logarithm	firstorder	RootMeanSquared	603.5476874851386
logarithm	firstorder	Skewness	-0.7697212836540729
logarithm	firstorder	TotalEnergy	143158035.74998277
logarithm	firstorder	Uniformity	0.5692299723533334
logarithm	firstorder	Variance	102.29798694580047
logarithm	glcm	Autocorrelation	7.7228062248964156
logarithm	glcm	JointAverage	2.7697888485650584
logarithm	glcm	ClusterProminence	0.8363260228568551
logarithm	glcm	ClusterShade	-0.4218423379709202
logarithm	glcm	ClusterTendency	0.47494701800223027
logarithm	glcm	Contrast	0.2708861388018308
logarithm	glcm	Correlation	0.2723035378194768
logarithm	glcm	DifferenceAverage	0.26456789291313804
logarithm	glcm	DifferenceEntropy	0.8477012837839722
logarithm	glcm	DifferenceVariance	0.20001709350905555
logarithm	glcm	JointEnergy	0.4595745141777288
logarithm	glcm	JointEntropy	1.5457730504705105
logarithm	glcm	Imc1	-0.07324617130198524
logarithm	glcm	Imc2	0.31868365867876797
logarithm	glcm	Idm	0.8683478781323004
logarithm	glcm	Idmn	0.9732029974685257
logarithm	glcm	Id	0.8687690945248797
logarithm	glcm	Idn	0.9341739390661501
logarithm	glcm	InverseVariance	0.2590394277605318
logarithm	glcm	MaximumProbability	0.646809953580531
logarithm	glcm	SumEntropy	1.2668019251739295
logarithm	glcm	SumSquares	0.1864582892010153
logarithm	glrlm	GrayLevelNonUniformity	83.94212455948988
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.486668014008043
logarithm	glrlm	GrayLevelVariance	0.28066479726325044
logarithm	glrlm	HighGrayLevelRunEmphasis	6.227845542390317
logarithm	glrlm	LongRunEmphasis	8.249247666290291
logarithm	glrlm	LongRunHighGrayLevelEmphasis	68.21787233117908
logarithm	glrlm	LongRunLowGrayLevelEmphasis	1.095717810856942
logarithm	glrlm	LowGrayLevelRunEmphasis	0.19987911994069155
logarithm	glrlm	RunEntropy	2.7530986639277564
logarithm	glrlm	RunLengthNonUniformity	54.57262974291521
logarithm	glrlm	RunLengthNonUniformityNormalized	0.31341259562578117
logarithm	glrlm	RunPercentage	0.439029164220004
logarithm	glrlm	RunVariance	2.821450493247888
logarithm	glrlm	ShortRunEmphasis	0.5629780285527863
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	2.7528950394928575
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.13859203310968277
logarithm	glszm	GrayLevelNonUniformity	2.2
logarithm	glszm	GrayLevelNonUniformityNormalized	0.44
logarithm	glszm	GrayLevelVariance	0.64
logarithm	glszm	HighGrayLevelZoneEmphasis	3.2
logarithm	glszm	LargeAreaEmphasis	17582.2
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	144311.0
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	2340.888888888889
logarithm	glszm	LowGrayLevelZoneEmphasis	0.6722222222222223
logarithm	glszm	SizeZoneNonUniformity	2.2
logarithm	glszm	SizeZoneNonUniformityNormalized	0.44
logarithm	glszm	SmallAreaEmphasis	0.6000170669757925
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.6000817843391559
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.600003891287393
logarithm	glszm	ZoneEntropy	1.3709505944546678
logarithm	glszm	ZonePercentage	0.01272264631043257
logarithm	glszm	ZoneVariance	11404.239999999998
logarithm	gldm	DependenceEntropy	4.664492977505455
logarithm	gldm	DependenceNonUniformity	18.699745547073793
logarithm	gldm	DependenceNonUniformityNormalized	0.04758204973810125
logarithm	gldm	DependenceVariance	55.92721221892017
logarithm	gldm	GrayLevelNonUniformity	223.70737913486005
logarithm	gldm	GrayLevelVariance	0.2312349060207577
logarithm	gldm	HighGrayLevelEmphasis	7.43765903307888
logarithm	gldm	LargeDependenceEmphasis	298.8269720101781
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	2608.6437659033077
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	35.452502120441046
logarithm	gldm	LowGrayLevelEmphasis	0.15959852982753747
logarithm	gldm	SmallDependenceEmphasis	0.0187219385317862
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.06434557022654169
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.010062381598802997
logarithm	ngtdm	Busyness	6.295041132113536
