Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_37_segment_Rt Internal Capsule
original	shape	Sphericity	0.8597288773364499
original	shape	SurfaceArea	132.89274056987597
original	shape	SurfaceVolumeRatio	1.157266245891518
original	shape	VoxelVolume	121.0
original	firstorder	10Percentile	114.20838653688148
original	firstorder	90Percentile	146.65201491606115
original	firstorder	Energy	22497734.471451633
original	firstorder	Entropy	1.342752134997824
original	firstorder	InterquartileRange	20.91265988627194
original	firstorder	Kurtosis	2.4295992634904446
original	firstorder	Maximum	162.40350761670874
original	firstorder	MeanAbsoluteDeviation	11.442740439314198
original	firstorder	Mean	130.9842617787679
original	firstorder	Median	132.81878328963873
original	firstorder	Minimum	98.39348776902082
original	firstorder	Range	64.01001984768791
original	firstorder	RobustMeanAbsoluteDeviation	8.568801351180783
original	firstorder	RootMeanSquared	431.1979705966944
original	firstorder	Skewness	-0.22094399187401467
original	firstorder	TotalEnergy	22497734.471451633
original	firstorder	Uniformity	0.4541356464722355
original	firstorder	Variance	184.25594571817868
original	glcm	Autocorrelation	8.044332311639725
original	glcm	JointAverage	2.8185455173427134
original	glcm	ClusterProminence	2.6521476471278516
original	glcm	ClusterShade	-0.32935037652048105
original	glcm	ClusterTendency	0.9163911630154791
original	glcm	Contrast	0.5171652177062739
original	glcm	Correlation	0.27690108519318607
original	glcm	DifferenceAverage	0.4724180792634994
original	glcm	DifferenceEntropy	1.1084163626567447
original	glcm	DifferenceVariance	0.29073373921651274
original	glcm	JointEnergy	0.2495617678248498
original	glcm	JointEntropy	2.5038746871628543
original	glcm	Imc1	-0.07679163455440646
original	glcm	Imc2	0.4036735466318157
original	glcm	Idm	0.7682656742125277
original	glcm	Idmn	0.9703681719897974
original	glcm	Id	0.7712488167753795
original	glcm	Idn	0.9070079554287258
original	glcm	InverseVariance	0.43326433312607165
original	glcm	MaximumProbability	0.4370768352367618
original	glcm	SumEntropy	1.9332916615623408
original	glcm	SumSquares	0.3583890951804382
original	glrlm	GrayLevelNonUniformity	31.415114275365873
original	glrlm	GrayLevelNonUniformityNormalized	0.40280632455584964
original	glrlm	GrayLevelVariance	0.4646032964074566
original	glrlm	HighGrayLevelRunEmphasis	7.2971673439625135
original	glrlm	LongRunEmphasis	3.2187081577930394
original	glrlm	LongRunHighGrayLevelEmphasis	25.7844273347961
original	glrlm	LongRunLowGrayLevelEmphasis	0.4845851025970092
original	glrlm	LowGrayLevelRunEmphasis	0.18795083148955694
original	glrlm	RunEntropy	2.659157832485837
original	glrlm	RunLengthNonUniformity	36.440589665698475
original	glrlm	RunLengthNonUniformityNormalized	0.461958708513797
original	glrlm	RunPercentage	0.6446280991735538
original	glrlm	RunVariance	0.7275094752687669
original	glrlm	ShortRunEmphasis	0.6951105271337342
original	glrlm	ShortRunHighGrayLevelEmphasis	4.830644219749377
original	glrlm	ShortRunLowGrayLevelEmphasis	0.1443251492221469
original	glszm	GrayLevelNonUniformity	1.6666666666666667
original	glszm	GrayLevelNonUniformityNormalized	0.2777777777777778
original	glszm	GrayLevelVariance	1.222222222222222
original	glszm	HighGrayLevelZoneEmphasis	8.333333333333334
original	glszm	LargeAreaEmphasis	1079.8333333333333
original	glszm	LargeAreaHighGrayLevelEmphasis	8500.666666666666
original	glszm	LargeAreaLowGrayLevelEmphasis	155.46990740740742
original	glszm	LowGrayLevelZoneEmphasis	0.28935185185185186
original	glszm	SizeZoneNonUniformity	1.3333333333333333
original	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222
original	glszm	SmallAreaEmphasis	0.2535449511823138
original	glszm	SmallAreaHighGrayLevelEmphasis	2.9301661992870787
original	glszm	SmallAreaLowGrayLevelEmphasis	0.06274375858167067
original	glszm	ZoneEntropy	2.5849625007211543
original	glszm	ZonePercentage	0.049586776859504134
original	glszm	ZoneVariance	673.1388888888889
original	gldm	DependenceEntropy	4.614140338175382
original	gldm	DependenceNonUniformity	7.347107438016529
original	gldm	DependenceNonUniformityNormalized	0.06071989618195479
original	gldm	DependenceVariance	26.694624684106273
original	gldm	GrayLevelNonUniformity	54.950413223140494
original	gldm	GrayLevelVariance	0.3775698381258111
original	gldm	HighGrayLevelEmphasis	7.636363636363637
original	gldm	LargeDependenceEmphasis	131.54545454545453
original	gldm	LargeDependenceHighGrayLevelEmphasis	1124.3636363636363
original	gldm	LargeDependenceLowGrayLevelEmphasis	16.52157943067034
original	gldm	LowGrayLevelEmphasis	0.16965105601469238
original	gldm	SmallDependenceEmphasis	0.03846514697686249
original	gldm	SmallDependenceHighGrayLevelEmphasis	0.31252133077720334
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.009801177342492294
original	ngtdm	Busyness	1.4486052951426291
original	ngtdm	Coarseness	0.06196485100320332
original	ngtdm	Complexity	2.300845457477672
original	ngtdm	Contrast	0.024205387841667998
original	ngtdm	Strength	0.28623866287160854
exponential	firstorder	10Percentile	29.099323942701282
exponential	firstorder	90Percentile	75.81129376809213
exponential	firstorder	Energy	15005491.727909809
exponential	firstorder	Entropy	1.6941978661269996
exponential	firstorder	InterquartileRange	29.735658910802577
exponential	firstorder	Kurtosis	3.2637857351949036
exponential	firstorder	Maximum	120.6788039987215
exponential	firstorder	MeanAbsoluteDeviation	16.501076019041232
exponential	firstorder	Mean	51.58315466132042
exponential	firstorder	Median	50.39928952669447
exponential	firstorder	Minimum	18.246227832937695
exponential	firstorder	Range	102.43257616578381
exponential	firstorder	RobustMeanAbsoluteDeviation	12.179761414690038
exponential	firstorder	RootMeanSquared	352.153841850168
exponential	firstorder	Skewness	0.6463395313579033
exponential	firstorder	TotalEnergy	15005491.727909809
exponential	firstorder	Uniformity	0.3657537053479954
exponential	firstorder	Variance	401.61368822717816
exponential	glcm	Autocorrelation	7.8658024459775
exponential	glcm	JointAverage	2.770451716157737
exponential	glcm	ClusterProminence	9.036434283629358
exponential	glcm	ClusterShade	0.4979532334201531
exponential	glcm	ClusterTendency	1.7500004793564925
exponential	glcm	Contrast	0.9904752543379453
exponential	glcm	Correlation	0.2775543344033987
exponential	glcm	DifferenceAverage	0.7043560558951822
exponential	glcm	DifferenceEntropy	1.4355713850321419
exponential	glcm	DifferenceVariance	0.48536306517666716
exponential	glcm	JointEnergy	0.13592223182775764
exponential	glcm	JointEntropy	3.2982823884252466
exponential	glcm	Imc1	-0.09548590014940934
exponential	glcm	Imc2	0.5175053802248933
exponential	glcm	Idm	0.6764338918966851
exponential	glcm	Idmn	0.9645395770300518
exponential	glcm	Id	0.6928531576038359
exponential	glcm	Idn	0.8892300182049855
exponential	glcm	InverseVariance	0.4790800394134513
exponential	glcm	MaximumProbability	0.2324789647162851
exponential	glcm	SumEntropy	2.396997205065364
exponential	glcm	SumSquares	0.6851189334236094
exponential	glrlm	GrayLevelNonUniformity	30.24730577874845
exponential	glrlm	GrayLevelNonUniformityNormalized	0.3457323564481708
exponential	glrlm	GrayLevelVariance	0.7559996213769865
exponential	glrlm	HighGrayLevelRunEmphasis	7.427186629793538
exponential	glrlm	LongRunEmphasis	2.4061250227710413
exponential	glrlm	LongRunHighGrayLevelEmphasis	17.653135948632755
exponential	glrlm	LongRunLowGrayLevelEmphasis	0.471425862467001
exponential	glrlm	LowGrayLevelRunEmphasis	0.22298402947340462
exponential	glrlm	RunEntropy	2.8101649863996716
exponential	glrlm	RunLengthNonUniformity	48.438215940668556
exponential	glrlm	RunLengthNonUniformityNormalized	0.5483993528155999
exponential	glrlm	RunPercentage	0.722822631913541
exponential	glrlm	RunVariance	0.44699786185464657
exponential	glrlm	ShortRunEmphasis	0.7624240677171612
exponential	glrlm	ShortRunHighGrayLevelEmphasis	5.692292344000715
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.18026425446978886
exponential	glszm	GrayLevelNonUniformity	1.0
exponential	glszm	GrayLevelNonUniformityNormalized	0.2
exponential	glszm	GrayLevelVariance	2.0
exponential	glszm	HighGrayLevelZoneEmphasis	11.0
exponential	glszm	LargeAreaEmphasis	1071.0
exponential	glszm	LargeAreaHighGrayLevelEmphasis	6941.2
exponential	glszm	LargeAreaLowGrayLevelEmphasis	202.32755555555553
exponential	glszm	LowGrayLevelZoneEmphasis	0.2927222222222222
exponential	glszm	SizeZoneNonUniformity	1.0
exponential	glszm	SizeZoneNonUniformityNormalized	0.2
exponential	glszm	SmallAreaEmphasis	0.029932276118551593
exponential	glszm	SmallAreaHighGrayLevelEmphasis	0.5941455976020698
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.006596499776086137
exponential	glszm	ZoneEntropy	2.321928094887361
exponential	glszm	ZonePercentage	0.04132231404958678
exponential	glszm	ZoneVariance	485.36000000000007
exponential	gldm	DependenceEntropy	4.545898644754968
exponential	gldm	DependenceNonUniformity	12.173553719008265
exponential	gldm	DependenceNonUniformityNormalized	0.10060788197527491
exponential	gldm	DependenceVariance	10.858138105320677
exponential	gldm	GrayLevelNonUniformity	44.256198347107436
exponential	gldm	GrayLevelVariance	0.6541902875486647
exponential	gldm	HighGrayLevelEmphasis	7.3884297520661155
exponential	gldm	LargeDependenceEmphasis	78.20661157024793
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	583.7851239669421
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	12.770174471992656
exponential	gldm	LowGrayLevelEmphasis	0.2102433425160698
exponential	gldm	SmallDependenceEmphasis	0.030714437443238474
exponential	gldm	SmallDependenceHighGrayLevelEmphasis	0.2772207998759762
exponential	gldm	SmallDependenceLowGrayLevelEmphasis	0.009273068450496753
exponential	ngtdm	Busyness	1.4758530213569145
exponential	ngtdm	Coarseness	0.054950726486227154
exponential	ngtdm	Complexity	4.799627115440806
exponential	ngtdm	Contrast	0.03324094777528485
exponential	ngtdm	Strength	0.4583680440727726
square	firstorder	10Percentile	74.53667817893931
square	firstorder	90Percentile	122.89949838683432
square	firstorder	Energy	19321501.195899233
square	firstorder	Entropy	1.7545553698127747
square	firstorder	InterquartileRange	31.251571636929555
square	firstorder	Kurtosis	2.3898168395237183
square	firstorder	Maximum	150.7179060000011
square	firstorder	MeanAbsoluteDeviation	17.004459116296164
square	firstorder	Mean	99.09494598725196
square	firstorder	Median	100.80754460718852
square	firstorder	Minimum	55.32313118413209
square	firstorder	Range	95.39477481586903
square	firstorder	RobustMeanAbsoluteDeviation	12.790080041782241
square	firstorder	RootMeanSquared	399.60208716332164
square	firstorder	Skewness	-0.004667373307327856
square	firstorder	TotalEnergy	19321501.195899233
square	firstorder	Uniformity	0.34143842633699883
square	firstorder	Variance	405.05215271537986
square	glcm	Autocorrelation	7.4745802331330475
square	glcm	JointAverage	2.6940892710808275
square	glcm	ClusterProminence	9.103146354186366
square	glcm	ClusterShade	-0.413298268255349
square	glcm	ClusterTendency	1.7786815893712036
square	glcm	Contrast	0.9148772737546305
square	glcm	Correlation	0.3213603086481032
square	glcm	DifferenceAverage	0.687378155275494
square	glcm	DifferenceEntropy	1.3638787014782316
square	glcm	DifferenceVariance	0.4347341351069616
square	glcm	JointEnergy	0.13644647079299427
square	glcm	JointEntropy	3.3017471109710987
square	glcm	Imc1	-0.1069008645905922
square	glcm	Imc2	0.5406703748545314
square	glcm	Idm	0.6790608342101666
square	glcm	Idmn	0.9667999287977251
square	glcm	Id	0.6929131636334275
square	glcm	Idn	0.8907597427648721
square	glcm	InverseVariance	0.5007290566512045
square	glcm	MaximumProbability	0.2635558751509856
square	glcm	SumEntropy	2.3943985938749326
square	glcm	SumSquares	0.6733897157814586
square	glrlm	GrayLevelNonUniformity	27.997025207656
square	glrlm	GrayLevelNonUniformityNormalized	0.3176752290491319
square	glrlm	GrayLevelVariance	0.7716017337649627
square	glrlm	HighGrayLevelRunEmphasis	6.803691377817722
square	glrlm	LongRunEmphasis	2.3637849767167713
square	glrlm	LongRunHighGrayLevelEmphasis	17.033709829649275
square	glrlm	LongRunLowGrayLevelEmphasis	0.5314996553929666
square	glrlm	LowGrayLevelRunEmphasis	0.2777443033509993
square	glrlm	RunEntropy	2.8242258473977246
square	glrlm	RunLengthNonUniformity	49.68464092003284
square	glrlm	RunLengthNonUniformityNormalized	0.5595270775977758
square	glrlm	RunPercentage	0.7279084551811823
square	glrlm	RunVariance	0.44203799792968834
square	glrlm	ShortRunEmphasis	0.7710681437908021
square	glrlm	ShortRunHighGrayLevelEmphasis	5.097306609228841
square	glrlm	ShortRunLowGrayLevelEmphasis	0.2325468585862517
square	glszm	GrayLevelNonUniformity	1.3333333333333333
square	glszm	GrayLevelNonUniformityNormalized	0.2222222222222222
square	glszm	GrayLevelVariance	2.2222222222222223
square	glszm	HighGrayLevelZoneEmphasis	9.333333333333334
square	glszm	LargeAreaEmphasis	829.1666666666666
square	glszm	LargeAreaHighGrayLevelEmphasis	5701.0
square	glszm	LargeAreaLowGrayLevelEmphasis	159.66407407407408
square	glszm	LowGrayLevelZoneEmphasis	0.4106018518518519
square	glszm	SizeZoneNonUniformity	1.3333333333333333
square	glszm	SizeZoneNonUniformityNormalized	0.2222222222222222
square	glszm	SmallAreaEmphasis	0.33630134901502423
square	glszm	SmallAreaHighGrayLevelEmphasis	4.362041359242214
square	glszm	SmallAreaLowGrayLevelEmphasis	0.17462233210363554
square	glszm	ZoneEntropy	2.5849625007211543
square	glszm	ZonePercentage	0.049586776859504134
square	glszm	ZoneVariance	422.4722222222222
square	gldm	DependenceEntropy	4.71595802440658
square	gldm	DependenceNonUniformity	9.991735537190083
square	gldm	DependenceNonUniformityNormalized	0.08257632675363705
square	gldm	DependenceVariance	14.184550235639643
square	gldm	GrayLevelNonUniformity	41.31404958677686
square	gldm	GrayLevelVariance	0.6795983880882454
square	gldm	HighGrayLevelEmphasis	6.991735537190083
square	gldm	LargeDependenceEmphasis	79.3801652892562
square	gldm	LargeDependenceHighGrayLevelEmphasis	627.3553719008264
square	gldm	LargeDependenceLowGrayLevelEmphasis	12.879692378328743
square	gldm	LowGrayLevelEmphasis	0.2536593204775023
square	gldm	SmallDependenceEmphasis	0.04614061694098866
square	gldm	SmallDependenceHighGrayLevelEmphasis	0.40379225395195606
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.019783099899486994
square	ngtdm	Busyness	1.2852718398360021
square	ngtdm	Coarseness	0.06209993944959021
square	ngtdm	Complexity	4.962981168622318
square	ngtdm	Contrast	0.03375724039675461
square	ngtdm	Strength	0.48538837227855414
squareroot	firstorder	10Percentile	141.3715361957419
squareroot	firstorder	90Percentile	160.19796551338948
squareroot	firstorder	Energy	24640018.265835207
squareroot	firstorder	Entropy	0.985714040075995
squareroot	firstorder	InterquartileRange	12.106287481876137
squareroot	firstorder	Kurtosis	2.5097747396143553
squareroot	firstorder	Maximum	168.581798067014
squareroot	firstorder	MeanAbsoluteDeviation	6.653350215768402
squareroot	firstorder	Mean	151.19151151383664
squareroot	firstorder	Median	152.4553705593969
squareroot	firstorder	Minimum	131.21882871220666
squareroot	firstorder	Range	37.36296935480735
squareroot	firstorder	RobustMeanAbsoluteDeviation	4.96427226719278
squareroot	firstorder	RootMeanSquared	451.26102711588044
squareroot	firstorder	Skewness	-0.33138058560678707
squareroot	firstorder	TotalEnergy	24640018.265835207
squareroot	firstorder	Uniformity	0.5098695444300253
squareroot	firstorder	Variance	62.734531538841786
squareroot	glcm	Autocorrelation	2.8478727271722204
squareroot	glcm	JointAverage	1.6711633206005234
squareroot	glcm	ClusterProminence	0.6240475877994884
squareroot	glcm	ClusterShade	-0.26009871847559124
squareroot	glcm	ClusterTendency	0.5507008542091081
squareroot	glcm	Contrast	0.33123446925870204
squareroot	glcm	Correlation	0.24710274844197005
squareroot	glcm	DifferenceAverage	0.33123446925870204
squareroot	glcm	DifferenceEntropy	0.9088438575271636
squareroot	glcm	DifferenceVariance	0.21927546748042578
squareroot	glcm	JointEnergy	0.33975687078566913
squareroot	glcm	JointEntropy	1.7728710476783514
squareroot	glcm	Imc1	-0.05777138440153148
squareroot	glcm	Imc2	0.2838029458649984
squareroot	glcm	Idm	0.834382765370649
squareroot	glcm	Idmn	0.9337531061482596
squareroot	glcm	Id	0.834382765370649
squareroot	glcm	Idn	0.8895885102470993
squareroot	glcm	InverseVariance	0.33123446925870204
squareroot	glcm	MaximumProbability	0.5055460859711727
squareroot	glcm	SumEntropy	1.4416365784196497
squareroot	glcm	SumSquares	0.2204838308669525
squareroot	glrlm	GrayLevelNonUniformity	35.15716724448656
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.5122825260689277
squareroot	glrlm	GrayLevelVariance	0.2438587369655362
squareroot	glrlm	HighGrayLevelRunEmphasis	2.283485646988042
squareroot	glrlm	LongRunEmphasis	4.223391558662216
squareroot	glrlm	LongRunHighGrayLevelEmphasis	13.109378924441158
squareroot	glrlm	LongRunLowGrayLevelEmphasis	2.0018947172174815
squareroot	glrlm	LowGrayLevelRunEmphasis	0.6791285882529896
squareroot	glrlm	RunEntropy	2.3236648452525226
squareroot	glrlm	RunLengthNonUniformity	26.386863657185536
squareroot	glrlm	RunLengthNonUniformityNormalized	0.376901307767706
squareroot	glrlm	RunPercentage	0.5683407501589319
squareroot	glrlm	RunVariance	0.9480672300307644
squareroot	glrlm	ShortRunEmphasis	0.6014896472396004
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	1.0553966798739587
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.48801288908101087
squareroot	glszm	GrayLevelNonUniformity	1.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.5
squareroot	glszm	GrayLevelVariance	0.25
squareroot	glszm	HighGrayLevelZoneEmphasis	2.5
squareroot	glszm	LargeAreaEmphasis	3732.5
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	10874.0
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	1947.125
squareroot	glszm	LowGrayLevelZoneEmphasis	0.625
squareroot	glszm	SizeZoneNonUniformity	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.5
squareroot	glszm	SmallAreaEmphasis	0.0002899311963947706
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	0.0006049910577684316
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.00021116623105135537
squareroot	glszm	ZoneEntropy	0.9999999999999993
squareroot	glszm	ZonePercentage	0.01652892561983471
squareroot	glszm	ZoneVariance	72.25
squareroot	gldm	DependenceEntropy	4.634915710972658
squareroot	gldm	DependenceNonUniformity	7.181818181818182
squareroot	gldm	DependenceNonUniformityNormalized	0.059353869271224644
squareroot	gldm	DependenceVariance	34.57004302984769
squareroot	gldm	GrayLevelNonUniformity	61.69421487603306
squareroot	gldm	GrayLevelVariance	0.24506522778498735
squareroot	gldm	HighGrayLevelEmphasis	2.7107438016528924
squareroot	gldm	LargeDependenceEmphasis	183.97520661157026
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	657.6528925619834
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	65.55578512396694
squareroot	gldm	LowGrayLevelEmphasis	0.5723140495867769
squareroot	gldm	SmallDependenceEmphasis	0.015849003267712512
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.02605487355019067
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.013297535697092976
squareroot	ngtdm	Busyness	14.61314231554079
squareroot	ngtdm	Coarseness	0.04814080071914972
squareroot	ngtdm	Complexity	0.34334546523775916
squareroot	ngtdm	Contrast	0.08659230014653393
squareroot	ngtdm	Strength	0.04677858095016829
logarithm	firstorder	10Percentile	160.65445096519394
logarithm	firstorder	90Percentile	169.05197677682955
logarithm	firstorder	Energy	26172770.8414836
logarithm	firstorder	Entropy	-3.203426503814917e-16
logarithm	firstorder	InterquartileRange	5.383358243640743
logarithm	firstorder	Kurtosis	2.630125637828947
logarithm	firstorder	Maximum	172.48267496723508
logarithm	firstorder	MeanAbsoluteDeviation	2.9758442250836925
logarithm	firstorder	Mean	165.07120363887648
logarithm	firstorder	Median	165.7225657788828
logarithm	firstorder	Minimum	155.6570058248369
logarithm	firstorder	Range	16.825669142398198
logarithm	firstorder	RobustMeanAbsoluteDeviation	2.209423109485529
logarithm	firstorder	RootMeanSquared	465.08482156691656
logarithm	firstorder	Skewness	-0.4423232024741268
logarithm	firstorder	TotalEnergy	26172770.8414836
logarithm	firstorder	Uniformity	1.0
logarithm	firstorder	Variance	12.666797817266824
logarithm	glcm	Autocorrelation	1.0
logarithm	glcm	JointAverage	1.0
logarithm	glcm	ClusterProminence	0.0
logarithm	glcm	ClusterShade	0.0
logarithm	glcm	ClusterTendency	0.0
logarithm	glcm	Contrast	0.0
logarithm	glcm	Correlation	1.0
logarithm	glcm	DifferenceAverage	0.0
logarithm	glcm	DifferenceEntropy	-3.2034265038149176e-16
logarithm	glcm	DifferenceVariance	0.0
logarithm	glcm	JointEnergy	1.0
logarithm	glcm	JointEntropy	-3.2034265038149176e-16
logarithm	glcm	Imc1	0.0
logarithm	glcm	Imc2	0.0
logarithm	glcm	Idm	1.0
logarithm	glcm	Idmn	1.0
logarithm	glcm	Id	1.0
logarithm	glcm	Idn	1.0
logarithm	glcm	InverseVariance	0.0
logarithm	glcm	MaximumProbability	1.0
logarithm	glcm	SumEntropy	-3.2034265038149176e-16
logarithm	glcm	SumSquares	0.0
logarithm	glrlm	GrayLevelNonUniformity	43.23076923076923
logarithm	glrlm	GrayLevelNonUniformityNormalized	1.0
logarithm	glrlm	GrayLevelVariance	0.0
logarithm	glrlm	HighGrayLevelRunEmphasis	1.0
logarithm	glrlm	LongRunEmphasis	10.57124567052523
logarithm	glrlm	LongRunHighGrayLevelEmphasis	10.57124567052523
logarithm	glrlm	LongRunLowGrayLevelEmphasis	10.57124567052523
logarithm	glrlm	LowGrayLevelRunEmphasis	1.0
logarithm	glrlm	RunEntropy	1.965732762182048
logarithm	glrlm	RunLengthNonUniformity	12.594746138858797
logarithm	glrlm	RunLengthNonUniformityNormalized	0.2842365920282535
logarithm	glrlm	RunPercentage	0.35727908455181184
logarithm	glrlm	RunVariance	1.411481087517483
logarithm	glrlm	ShortRunEmphasis	0.2591668915220954
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	0.2591668915220954
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.2591668915220954
logarithm	glszm	GrayLevelNonUniformity	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	1.0
logarithm	glszm	GrayLevelVariance	0.0
logarithm	glszm	HighGrayLevelZoneEmphasis	1.0
logarithm	glszm	LargeAreaEmphasis	14641.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	14641.0
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	14641.0
logarithm	glszm	LowGrayLevelZoneEmphasis	1.0
logarithm	glszm	SizeZoneNonUniformity	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	1.0
logarithm	glszm	SmallAreaEmphasis	6.830134553650706e-05
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	6.830134553650706e-05
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	6.830134553650706e-05
logarithm	glszm	ZoneEntropy	-3.203426503814917e-16
logarithm	glszm	ZonePercentage	0.008264462809917356
logarithm	glszm	ZoneVariance	0.0
logarithm	gldm	DependenceEntropy	3.9762371865307404
logarithm	gldm	DependenceNonUniformity	8.487603305785123
logarithm	gldm	DependenceNonUniformityNormalized	0.07014548186599276
logarithm	gldm	DependenceVariance	28.056826719486377
logarithm	gldm	GrayLevelNonUniformity	121.0
logarithm	gldm	GrayLevelVariance	0.0
logarithm	gldm	HighGrayLevelEmphasis	1.0
logarithm	gldm	LargeDependenceEmphasis	341.72727272727275
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	341.72727272727275
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	341.72727272727275
logarithm	gldm	LowGrayLevelEmphasis	1.0
logarithm	gldm	SmallDependenceEmphasis	0.0042202134477505645
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.0042202134477505645
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.0042202134477505645
logarithm	ngtdm	Busyness	0.0
logarithm	ngtdm	Coarseness	1000000.0
logarithm	ngtdm	Complexity	0.0
logarithm	ngtdm	Contrast	0.0
logarithm	ngtdm	Strength	0.0
gradient	firstorder	10Percentile	8.165367126464844
gradient	firstorder	90Percentile	26.48502540588379
gradient	firstorder	Energy	12235325.712805822
gradient	firstorder	Entropy	0.6067293172263861
