Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_25_segment_Lt Insula
original	shape	Sphericity	0.8610773089343238
original	shape	SurfaceArea	236.3952667030089
original	shape	SurfaceVolumeRatio	0.8656524871639021
original	shape	VoxelVolume	283.0
original	firstorder	10Percentile	93.85236712951615
original	firstorder	90Percentile	134.896772816335
original	firstorder	Energy	48455422.69822117
original	firstorder	Entropy	1.579177536035699
original	firstorder	InterquartileRange	21.69140849546524
original	firstorder	Kurtosis	3.64180274944082
original	firstorder	Maximum	171.94823573464765
original	firstorder	MeanAbsoluteDeviation	13.00387700038568
original	firstorder	Mean	113.44888582219272
original	firstorder	Median	111.33401568966083
original	firstorder	Minimum	74.31528620941921
original	firstorder	Range	97.63294952522844
original	firstorder	RobustMeanAbsoluteDeviation	8.650094473110668
original	firstorder	RootMeanSquared	413.78807970430364
original	firstorder	Skewness	0.6463013694664816
original	firstorder	TotalEnergy	48455422.69822117
original	firstorder	Uniformity	0.4006917304498745
original	firstorder	Variance	280.5937177625928
original	glcm	Autocorrelation	9.546457716219269
original	glcm	JointAverage	3.064980913011184
original	glcm	ClusterProminence	6.472504559509813
original	glcm	ClusterShade	0.6321164426475866
original	glcm	ClusterTendency	1.4174835890278954
original	glcm	Contrast	0.808520374252037
original	glcm	Correlation	0.27378514255197506
original	glcm	DifferenceAverage	0.62392220432795
original	glcm	DifferenceEntropy	1.3298215024023219
original	glcm	DifferenceVariance	0.41094376372021135
original	glcm	JointEnergy	0.16656379802132207
original	glcm	JointEntropy	3.093901461838331
original	glcm	Imc1	-0.0685404117468324
original	glcm	Imc2	0.4104853754171324
original	glcm	Idm	0.7064987148284337
original	glcm	Idmn	0.9705517891120878
original	glcm	Id	0.7174717155011874
original	glcm	Idn	0.9003129073252829
original	glcm	InverseVariance	0.4749933877613107
original	glcm	MaximumProbability	0.33174287367783933
original	glcm	SumEntropy	2.241070262298242
original	glcm	SumSquares	0.556500990819983
original	glrlm	GrayLevelNonUniformity	65.331775648829
original	glrlm	GrayLevelNonUniformityNormalized	0.3490116635109572
original	glrlm	GrayLevelVariance	0.6531509042900583
original	glrlm	HighGrayLevelRunEmphasis	10.004547599540215
original	glrlm	LongRunEmphasis	3.084012507008567
original	glrlm	LongRunHighGrayLevelEmphasis	29.062948541371647
original	glrlm	LongRunLowGrayLevelEmphasis	0.3970458023260606
original	glrlm	LowGrayLevelRunEmphasis	0.13536226197477796
original	glrlm	RunEntropy	2.9906800218023077
original	glrlm	RunLengthNonUniformity	92.12449714905027
original	glrlm	RunLengthNonUniformityNormalized	0.4861894318221395
original	glrlm	RunPercentage	0.6618646371296548
original	glrlm	RunVariance	0.7227292261869133
original	glrlm	ShortRunEmphasis	0.7162559309685119
original	glrlm	ShortRunHighGrayLevelEmphasis	7.356328332599153
original	glrlm	ShortRunLowGrayLevelEmphasis	0.09916265444896195
original	glszm	GrayLevelNonUniformity	5.588235294117647
original	glszm	GrayLevelNonUniformityNormalized	0.328719723183391
original	glszm	GrayLevelVariance	1.467128027681661
original	glszm	HighGrayLevelZoneEmphasis	10.117647058823529
original	glszm	LargeAreaEmphasis	1660.5294117647059
original	glszm	LargeAreaHighGrayLevelEmphasis	14999.882352941177
original	glszm	LargeAreaLowGrayLevelEmphasis	193.39305555555555
original	glszm	LowGrayLevelZoneEmphasis	0.20609477124183007
original	glszm	SizeZoneNonUniformity	2.0588235294117645
original	glszm	SizeZoneNonUniformityNormalized	0.12110726643598616
original	glszm	SmallAreaEmphasis	0.24774864039614145
original	glszm	SmallAreaHighGrayLevelEmphasis	1.7880652792052918
original	glszm	SmallAreaLowGrayLevelEmphasis	0.0918081581603639
original	glszm	ZoneEntropy	3.807763576417189
original	glszm	ZonePercentage	0.06007067137809187
original	glszm	ZoneVariance	1383.4048442906574
original	gldm	DependenceEntropy	5.176663461039946
original	gldm	DependenceNonUniformity	18.71731448763251
original	gldm	DependenceNonUniformityNormalized	0.06613892045099827
original	gldm	DependenceVariance	21.472436913933254
original	gldm	GrayLevelNonUniformity	113.39575971731449
original	gldm	GrayLevelVariance	0.5396246675573425
original	gldm	HighGrayLevelEmphasis	9.731448763250883
original	gldm	LargeDependenceEmphasis	117.34628975265018
original	gldm	LargeDependenceHighGrayLevelEmphasis	1042.4805653710248
original	gldm	LargeDependenceLowGrayLevelEmphasis	14.98082155477032
original	gldm	LowGrayLevelEmphasis	0.13233313702394975
original	gldm	SmallDependenceEmphasis	0.041809161150370824
original	gldm	SmallDependenceHighGrayLevelEmphasis	0.3945862347241115
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.009527657914163795
original	ngtdm	Busyness	2.1581988561301433
original	ngtdm	Coarseness	0.029139524706103623
original	ngtdm	Complexity	4.471534173529612
original	ngtdm	Contrast	0.02452245096133803
original	ngtdm	Strength	0.19755314080517053
exponential	firstorder	10Percentile	9.597836678506606
exponential	firstorder	90Percentile	25.80512509695146
exponential	firstorder	Energy	28426172.560544617
exponential	firstorder	Entropy	0.568348653192008
exponential	firstorder	InterquartileRange	8.005242905962
exponential	firstorder	Kurtosis	10.08532439893454
exponential	firstorder	Maximum	63.016237955398545
exponential	firstorder	MeanAbsoluteDeviation	5.653481403962364
exponential	firstorder	Mean	16.826376394517453
exponential	firstorder	Median	14.625800965752553
exponential	firstorder	Minimum	5.993984300007226
exponential	firstorder	Range	57.02225365539132
exponential	firstorder	RobustMeanAbsoluteDeviation	3.262155161413398
exponential	firstorder	RootMeanSquared	316.93191609011774
exponential	firstorder	Skewness	2.2554981384743322
exponential	firstorder	TotalEnergy	28426172.560544617
exponential	firstorder	Uniformity	0.8016706414114297
exponential	firstorder	Variance	66.88665727296404
exponential	glcm	Autocorrelation	1.3322902329756283
exponential	glcm	JointAverage	1.1371779739821715
exponential	glcm	ClusterProminence	1.4624108041913497
exponential	glcm	ClusterShade	0.6184467895858621
exponential	glcm	ClusterTendency	0.38910269012732274
exponential	glcm	Contrast	0.23283038541753748
exponential	glcm	Correlation	0.25493181883895233
exponential	glcm	DifferenceAverage	0.19218052191236715
exponential	glcm	DifferenceEntropy	0.7472508073586754
exponential	glcm	DifferenceVariance	0.1951059677607173
exponential	glcm	JointEnergy	0.6552351753110008
exponential	glcm	JointEntropy	1.150702602631092
exponential	glcm	Imc1	-0.08049895661937724
exponential	glcm	Imc2	0.2871834797555626
exponential	glcm	Idm	0.9079747253943334
exponential	glcm	Idmn	0.9785931090046387
exponential	glcm	Id	0.9106847162946783
exponential	glcm	Idn	0.9539873626971668
exponential	glcm	InverseVariance	0.15661189134534315
exponential	glcm	MaximumProbability	0.8027832745288447
exponential	glcm	SumEntropy	0.937413275505627
exponential	glcm	SumSquares	0.15548326888621505
exponential	glrlm	GrayLevelNonUniformity	71.23194038855625
exponential	glrlm	GrayLevelNonUniformityNormalized	0.6283885734901694
exponential	glrlm	GrayLevelVariance	0.2845639635873365
exponential	glrlm	HighGrayLevelRunEmphasis	1.912439555764321
exponential	glrlm	LongRunEmphasis	9.450947751102838
exponential	glrlm	LongRunHighGrayLevelEmphasis	10.854663918511866
exponential	glrlm	LongRunLowGrayLevelEmphasis	9.155228188351026
exponential	glrlm	LowGrayLevelRunEmphasis	0.8197811335881079
exponential	glrlm	RunEntropy	2.927982253936418
exponential	glrlm	RunLengthNonUniformity	28.206195602005916
exponential	glrlm	RunLengthNonUniformityNormalized	0.24678345704931595
exponential	glrlm	RunPercentage	0.39793422125577604
exponential	glrlm	RunVariance	2.7303454293065132
exponential	glrlm	ShortRunEmphasis	0.4626238478259671
exponential	glrlm	ShortRunHighGrayLevelEmphasis	1.2642083094592933
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.30828914080400927
exponential	glszm	GrayLevelNonUniformity	3.0
exponential	glszm	GrayLevelNonUniformityNormalized	0.42857142857142855
exponential	glszm	GrayLevelVariance	0.40816326530612246
exponential	glszm	HighGrayLevelZoneEmphasis	5.0
exponential	glszm	LargeAreaEmphasis	9124.42857142857
exponential	glszm	LargeAreaHighGrayLevelEmphasis	9291.0
exponential	glszm	LargeAreaLowGrayLevelEmphasis	9084.849206349207
exponential	glszm	LowGrayLevelZoneEmphasis	0.3174603174603175
exponential	glszm	SizeZoneNonUniformity	1.2857142857142858
exponential	glszm	SizeZoneNonUniformityNormalized	0.1836734693877551
exponential	glszm	SmallAreaEmphasis	0.23631618255767917
exponential	glszm	SmallAreaHighGrayLevelEmphasis	1.2031944894359863
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.051915829823993086
exponential	glszm	ZoneEntropy	2.807354922057602
exponential	glszm	ZonePercentage	0.024734982332155476
exponential	glszm	ZoneVariance	7489.959183673469
exponential	gldm	DependenceEntropy	4.697946532587363
exponential	gldm	DependenceNonUniformity	13.43816254416961
exponential	gldm	DependenceNonUniformityNormalized	0.04748467330095269
exponential	gldm	DependenceVariance	45.01789259448863
exponential	gldm	GrayLevelNonUniformity	226.87279151943463
exponential	gldm	GrayLevelVariance	0.14636217208355706
exponential	gldm	HighGrayLevelEmphasis	1.4169611307420495
exponential	gldm	LargeDependenceEmphasis	322.36395759717317
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	335.36749116607774
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	319.21122889674126
exponential	gldm	LowGrayLevelEmphasis	0.9153906556733411
exponential	gldm	SmallDependenceEmphasis	0.01781740135398524
exponential	gldm	SmallDependenceHighGrayLevelEmphasis	0.07612328309026829
exponential	gldm	SmallDependenceLowGrayLevelEmphasis	0.007603361666326381
exponential	ngtdm	Busyness	7.205287293143191
exponential	ngtdm	Coarseness	0.04143113169618375
exponential	ngtdm	Complexity	0.6272336132957256
exponential	ngtdm	Contrast	0.008353961409664122
exponential	ngtdm	Strength	0.19498610248989776
square	firstorder	10Percentile	39.19811537762351
square	firstorder	90Percentile	80.9799745189318
square	firstorder	Energy	36466718.85111511
square	firstorder	Entropy	1.5852563220085256
square	firstorder	InterquartileRange	21.77225216003319
square	firstorder	Kurtosis	4.813600871241561
square	firstorder	Maximum	131.57395902863695
square	firstorder	MeanAbsoluteDeviation	13.48894722870425
square	firstorder	Mean	58.52498492543815
square	firstorder	Median	55.16076011935329
square	firstorder	Minimum	24.57710947021173
square	firstorder	Range	106.99684955842523
square	firstorder	RobustMeanAbsoluteDeviation	8.725383294283732
square	firstorder	RootMeanSquared	358.9674968362164
square	firstorder	Skewness	1.1272827058874746
square	firstorder	TotalEnergy	36466718.85111511
square	firstorder	Uniformity	0.39090262083432176
square	firstorder	Variance	317.4989690733688
square	glcm	Autocorrelation	8.488583688028948
square	glcm	JointAverage	2.8882402929100506
square	glcm	ClusterProminence	7.999331976660766
square	glcm	ClusterShade	1.3194250395364515
square	glcm	ClusterTendency	1.4614515614473993
square	glcm	Contrast	0.8753558838137122
square	glcm	Correlation	0.2514607398184385
square	glcm	DifferenceAverage	0.6440705085395374
square	glcm	DifferenceEntropy	1.3684132439640586
square	glcm	DifferenceVariance	0.45062696458277696
square	glcm	JointEnergy	0.16671158044747791
square	glcm	JointEntropy	3.068582576541403
square	glcm	Imc1	-0.07290401958639213
square	glcm	Imc2	0.4310682861201918
square	glcm	Idm	0.7008249266331853
square	glcm	Idmn	0.9775887858554164
square	glcm	Id	0.7128142979527765
square	glcm	Idn	0.9119348758973201
square	glcm	InverseVariance	0.4747337992159914
square	glcm	MaximumProbability	0.3030669183010388
square	glcm	SumEntropy	2.2078323809248452
square	glcm	SumSquares	0.5842018613152778
square	glrlm	GrayLevelNonUniformity	66.42522906509008
square	glrlm	GrayLevelNonUniformityNormalized	0.35230188020369463
square	glrlm	GrayLevelVariance	0.7100250502219917
square	glrlm	HighGrayLevelRunEmphasis	8.885550560787541
square	glrlm	LongRunEmphasis	3.0999062166217937
square	glrlm	LongRunHighGrayLevelEmphasis	26.132454999972666
square	glrlm	LongRunLowGrayLevelEmphasis	0.4588957978260316
square	glrlm	LowGrayLevelRunEmphasis	0.15649271535689296
square	glrlm	RunEntropy	2.967326351671786
square	glrlm	RunLengthNonUniformity	95.5392603952446
square	glrlm	RunLengthNonUniformityNormalized	0.5002269911134423
square	glrlm	RunPercentage	0.6662136450122316
square	glrlm	RunVariance	0.7584711449811391
square	glrlm	ShortRunEmphasis	0.7272918606182401
square	glrlm	ShortRunHighGrayLevelEmphasis	6.6078822949076255
square	glrlm	ShortRunLowGrayLevelEmphasis	0.11689392253405625
square	glszm	GrayLevelNonUniformity	3.4285714285714284
square	glszm	GrayLevelNonUniformityNormalized	0.24489795918367346
square	glszm	GrayLevelVariance	1.9591836734693877
square	glszm	HighGrayLevelZoneEmphasis	13.714285714285714
square	glszm	LargeAreaEmphasis	1988.357142857143
square	glszm	LargeAreaHighGrayLevelEmphasis	16110.92857142857
square	glszm	LargeAreaLowGrayLevelEmphasis	277.5185515873016
square	glszm	LowGrayLevelZoneEmphasis	0.18081349206349207
square	glszm	SizeZoneNonUniformity	2.2857142857142856
square	glszm	SizeZoneNonUniformityNormalized	0.16326530612244897
square	glszm	SmallAreaEmphasis	0.3351904255739008
square	glszm	SmallAreaHighGrayLevelEmphasis	5.651922574362516
square	glszm	SmallAreaLowGrayLevelEmphasis	0.088843748278455
square	glszm	ZoneEntropy	3.5216406363433146
square	glszm	ZonePercentage	0.04946996466431095
square	glszm	ZoneVariance	1579.739795918367
square	gldm	DependenceEntropy	5.294165956919917
square	gldm	DependenceNonUniformity	16.42756183745583
square	gldm	DependenceNonUniformityNormalized	0.058047921687123076
square	gldm	DependenceVariance	23.51144351908502
square	gldm	GrayLevelNonUniformity	110.62544169611307
square	gldm	GrayLevelVariance	0.5836007441721084
square	gldm	HighGrayLevelEmphasis	8.674911660777385
square	gldm	LargeDependenceEmphasis	117.18374558303887
square	gldm	LargeDependenceHighGrayLevelEmphasis	954.660777385159
square	gldm	LargeDependenceLowGrayLevelEmphasis	16.684202002355708
square	gldm	LowGrayLevelEmphasis	0.15241166077738516
square	gldm	SmallDependenceEmphasis	0.045771266171044246
square	gldm	SmallDependenceHighGrayLevelEmphasis	0.5622200707954691
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.009097603160600492
square	ngtdm	Busyness	2.1141599546610905
square	ngtdm	Coarseness	0.023708698799904504
square	ngtdm	Complexity	8.098057268134513
square	ngtdm	Contrast	0.019358468301198747
square	ngtdm	Strength	0.33491286911479734
squareroot	firstorder	10Percentile	145.22297833730366
squareroot	firstorder	90Percentile	174.10591669015724
squareroot	firstorder	Energy	59723937.22214783
squareroot	firstorder	Entropy	1.160666936437587
squareroot	firstorder	InterquartileRange	15.327413359953368
squareroot	firstorder	Kurtosis	3.303155008112292
squareroot	firstorder	Maximum	196.56745501786315
squareroot	firstorder	MeanAbsoluteDeviation	9.09519960913049
squareroot	firstorder	Mean	159.24227663830203
squareroot	firstorder	Median	158.17093784583872
squareroot	firstorder	Minimum	129.22657384820954
squareroot	firstorder	Range	67.34088116965361
squareroot	firstorder	RobustMeanAbsoluteDeviation	6.101981788939001
squareroot	firstorder	RootMeanSquared	459.3894289468187
squareroot	firstorder	Skewness	0.4146107638184044
squareroot	firstorder	TotalEnergy	59723937.22214783
squareroot	firstorder	Uniformity	0.5345677933299204
squareroot	firstorder	Variance	135.17877615347442
squareroot	glcm	Autocorrelation	3.6586328077427663
squareroot	glcm	JointAverage	1.8933905391657044
squareroot	glcm	ClusterProminence	1.8370379870357278
squareroot	glcm	ClusterShade	0.005816532274003105
squareroot	glcm	ClusterTendency	0.7414311591607723
squareroot	glcm	Contrast	0.4469742227050966
squareroot	glcm	Correlation	0.2488115018517235
squareroot	glcm	DifferenceAverage	0.4086186312840899
squareroot	glcm	DifferenceEntropy	1.0546137418150954
squareroot	glcm	DifferenceVariance	0.27537158342280976
squareroot	glcm	JointEnergy	0.30356412682847206
squareroot	glcm	JointEntropy	2.270277081301873
squareroot	glcm	Imc1	-0.06416188616525847
squareroot	glcm	Imc2	0.3279237542984369
squareroot	glcm	Idm	0.7995262435000557
squareroot	glcm	Idmn	0.9570728357950752
squareroot	glcm	Id	0.802083282928123
squareroot	glcm	Idn	0.899763121750028
squareroot	glcm	InverseVariance	0.3750574887907087
squareroot	glcm	MaximumProbability	0.5063107176359624
squareroot	glcm	SumEntropy	1.7731035995236633
squareroot	glcm	SumSquares	0.2971013454664672
squareroot	glrlm	GrayLevelNonUniformity	69.30227515530707
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.4409504830202382
squareroot	glrlm	GrayLevelVariance	0.3899633917473577
squareroot	glrlm	HighGrayLevelRunEmphasis	3.759498826934347
squareroot	glrlm	LongRunEmphasis	4.690697670571464
squareroot	glrlm	LongRunHighGrayLevelEmphasis	18.095348985340124
squareroot	glrlm	LongRunLowGrayLevelEmphasis	1.6387928905869074
squareroot	glrlm	LowGrayLevelRunEmphasis	0.4505528760380033
squareroot	glrlm	RunEntropy	2.9414553838955095
squareroot	glrlm	RunLengthNonUniformity	59.76315219385833
squareroot	glrlm	RunLengthNonUniformityNormalized	0.3732707334998162
squareroot	glrlm	RunPercentage	0.5544985050285404
squareroot	glrlm	RunVariance	1.2375564625692748
squareroot	glrlm	ShortRunEmphasis	0.6075689930176376
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	2.2384390773084806
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.309383835910029
squareroot	glszm	GrayLevelNonUniformity	5.363636363636363
squareroot	glszm	GrayLevelNonUniformityNormalized	0.48760330578512395
squareroot	glszm	GrayLevelVariance	0.7768595041322314
squareroot	glszm	HighGrayLevelZoneEmphasis	3.4545454545454546
squareroot	glszm	LargeAreaEmphasis	3729.7272727272725
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	14471.545454545454
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	1081.0404040404042
squareroot	glszm	LowGrayLevelZoneEmphasis	0.6893939393939393
squareroot	glszm	SizeZoneNonUniformity	2.090909090909091
squareroot	glszm	SizeZoneNonUniformityNormalized	0.19008264462809918
squareroot	glszm	SmallAreaEmphasis	0.200450366635359
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	0.4047223368815761
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.17775249503651833
squareroot	glszm	ZoneEntropy	3.0271691184406153
squareroot	glszm	ZonePercentage	0.038869257950530034
squareroot	glszm	ZoneVariance	3067.8347107438017
squareroot	gldm	DependenceEntropy	5.0361892096173495
squareroot	gldm	DependenceNonUniformity	15.522968197879859
squareroot	gldm	DependenceNonUniformityNormalized	0.05485147773102424
squareroot	gldm	DependenceVariance	28.92154977587434
squareroot	gldm	GrayLevelNonUniformity	151.2826855123675
squareroot	gldm	GrayLevelVariance	0.2921250109253456
squareroot	gldm	HighGrayLevelEmphasis	3.812720848056537
squareroot	gldm	LargeDependenceEmphasis	187.25441696113074
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	723.6360424028269
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	59.46446800157048
squareroot	gldm	LowGrayLevelEmphasis	0.39890066745190417
squareroot	gldm	SmallDependenceEmphasis	0.025690607586050317
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.0690166193355431
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.01921984176582318
squareroot	ngtdm	Busyness	6.985538543455261
squareroot	ngtdm	Coarseness	0.03059838869047729
squareroot	ngtdm	Complexity	0.9698274821705879
squareroot	ngtdm	Contrast	0.03280979774455731
squareroot	ngtdm	Strength	0.06129239163536614
logarithm	firstorder	10Percentile	188.763744980617
logarithm	firstorder	90Percentile	203.67362472832926
logarithm	firstorder	Energy	69666244.14572272
logarithm	firstorder	Entropy	0.8182040770330741
logarithm	firstorder	InterquartileRange	7.929561375692543
logarithm	firstorder	Kurtosis	3.120897904179296
logarithm	firstorder	Maximum	213.67079496168418
logarithm	firstorder	MeanAbsoluteDeviation	4.674339729172822
logarithm	firstorder	Mean	196.11998620011596
logarithm	firstorder	Median	195.77783506369366
logarithm	firstorder	Minimum	179.2002408605679
logarithm	firstorder	Range	34.47055410111628
logarithm	firstorder	RobustMeanAbsoluteDeviation	3.1542035872632774
logarithm	firstorder	RootMeanSquared	496.15569533479555
logarithm	firstorder	Skewness	0.1907804809385422
logarithm	firstorder	TotalEnergy	69666244.14572272
logarithm	firstorder	Uniformity	0.6206220579605188
logarithm	firstorder	Variance	35.43330595123543
logarithm	glcm	Autocorrelation	1.6714576644157009
logarithm	glcm	JointAverage	1.2758082301175924
logarithm	glcm	ClusterProminence	0.5919498022233705
logarithm	glcm	ClusterShade	0.296442720737714
logarithm	glcm	ClusterTendency	0.48692730695647
logarithm	glcm	Contrast	0.3119340518741521
logarithm	glcm	Correlation	0.2187727710559426
logarithm	glcm	DifferenceAverage	0.3119340518741521
logarithm	glcm	DifferenceEntropy	0.8857749748060082
logarithm	glcm	DifferenceVariance	0.2119023816678998
logarithm	glcm	JointEnergy	0.38866693891678916
logarithm	glcm	JointEntropy	1.654454554404064
logarithm	glcm	Imc1	-0.052601596607044415
logarithm	glcm	Imc2	0.2472081941174293
logarithm	glcm	Idm	0.8440329740629239
logarithm	glcm	Idmn	0.9376131896251697
logarithm	glcm	Id	0.8440329740629239
logarithm	glcm	Idn	0.896021982708616
logarithm	glcm	InverseVariance	0.3119340518741521
logarithm	glcm	MaximumProbability	0.5682247439453318
logarithm	glcm	SumEntropy	1.3425205025299125
logarithm	glcm	SumSquares	0.19971533970765548
logarithm	glrlm	GrayLevelNonUniformity	78.41415987310096
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.5558774296387832
logarithm	glrlm	GrayLevelVariance	0.22206128518060841
logarithm	glrlm	HighGrayLevelRunEmphasis	2.0008011335346265
logarithm	glrlm	LongRunEmphasis	6.055092679524622
logarithm	glrlm	LongRunHighGrayLevelEmphasis	9.179576877017414
logarithm	glrlm	LongRunLowGrayLevelEmphasis	5.273971630151423
logarithm	glrlm	LowGrayLevelRunEmphasis	0.7497997166163433
logarithm	glrlm	RunEntropy	2.7597302887661668
logarithm	glrlm	RunLengthNonUniformity	46.41513041991869
logarithm	glrlm	RunLengthNonUniformityNormalized	0.32221440261705747
logarithm	glrlm	RunPercentage	0.49877684153302543
logarithm	glrlm	RunVariance	1.7491101630228287
logarithm	glrlm	ShortRunEmphasis	0.5604023029027508
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	1.235541157562483
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.3916175892378178
logarithm	glszm	GrayLevelNonUniformity	3.4
logarithm	glszm	GrayLevelNonUniformityNormalized	0.68
logarithm	glszm	GrayLevelVariance	0.16000000000000003
logarithm	glszm	HighGrayLevelZoneEmphasis	3.4
logarithm	glszm	LargeAreaEmphasis	9311.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	10531.4
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	9005.9
logarithm	glszm	LowGrayLevelZoneEmphasis	0.4
logarithm	glszm	SizeZoneNonUniformity	1.4
logarithm	glszm	SizeZoneNonUniformityNormalized	0.28
logarithm	glszm	SmallAreaEmphasis	0.20169848470126328
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.8067804620188175
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.05042799037187475
logarithm	glszm	ZoneEntropy	1.9219280948873614
logarithm	glszm	ZonePercentage	0.0176678445229682
logarithm	glszm	ZoneVariance	6107.439999999999
logarithm	gldm	DependenceEntropy	5.035856469745404
logarithm	gldm	DependenceNonUniformity	14.568904593639576
logarithm	gldm	DependenceNonUniformityNormalized	0.05148022824607624
logarithm	gldm	DependenceVariance	33.92478367815804
logarithm	gldm	GrayLevelNonUniformity	175.63604240282686
logarithm	gldm	GrayLevelVariance	0.1896889710197405
logarithm	gldm	HighGrayLevelEmphasis	1.7632508833922262
logarithm	gldm	LargeDependenceEmphasis	230.81625441696113
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	323.6148409893993
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	207.6166077738516
logarithm	gldm	LowGrayLevelEmphasis	0.8091872791519434
logarithm	gldm	SmallDependenceEmphasis	0.014724865185055022
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.04082341362127488
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.008200228076000056
logarithm	ngtdm	Busyness	94.9493447559686
