Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_46_segment_Pontine 11302018
original	shape	Sphericity	0.9121008412690594
original	shape	SurfaceArea	52.509131963832466
original	shape	SurfaceVolumeRatio	1.6847849827967636
original	shape	VoxelVolume	35.0
original	firstorder	10Percentile	79.46630026532263
original	firstorder	90Percentile	122.75190238415809
original	firstorder	Energy	5688244.523411051
original	firstorder	Entropy	1.2707886973584597
original	firstorder	InterquartileRange	27.59262978285807
original	firstorder	Kurtosis	2.056376182757975
original	firstorder	Maximum	124.9706656914129
original	firstorder	MeanAbsoluteDeviation	14.126549068246181
original	firstorder	Mean	102.80636147761246
original	firstorder	Median	107.13830040331963
original	firstorder	Minimum	68.81166768780595
original	firstorder	Range	56.15899800360695
original	firstorder	RobustMeanAbsoluteDeviation	10.745893519151306
original	firstorder	RootMeanSquared	403.1392713411317
original	firstorder	Skewness	-0.43359726300671825
original	firstorder	TotalEnergy	5688244.523411051
original	firstorder	Uniformity	0.4661224489795918
original	firstorder	Variance	268.3072506256337
original	glcm	Autocorrelation	6.065158954792096
original	glcm	JointAverage	2.443439650353822
original	glcm	ClusterProminence	3.0764184239054213
original	glcm	ClusterShade	-0.7326502384696222
original	glcm	ClusterTendency	1.1844188028997054
original	glcm	Contrast	0.8150789734406951
original	glcm	Correlation	0.18928235784462472
original	glcm	DifferenceAverage	0.6069253416577314
original	glcm	DifferenceEntropy	1.2933466300661876
original	glcm	DifferenceVariance	0.4203741491228508
original	glcm	JointEnergy	0.23212126512396658
original	glcm	JointEntropy	2.500786391747866
original	glcm	Imc1	-0.15561761969126703
original	glcm	Imc2	0.5560770837876807
original	glcm	Idm	0.7173526923494307
original	glcm	Idmn	0.9280991933536057
original	glcm	Id	0.7312296011349614
original	glcm	Idn	0.8586763461747152
original	glcm	InverseVariance	0.42479091384763795
original	glcm	MaximumProbability	0.3850814056116561
original	glcm	SumEntropy	1.8308447117893298
original	glcm	SumSquares	0.4998744440851001
original	glrlm	GrayLevelNonUniformity	11.294682900731287
original	glrlm	GrayLevelNonUniformityNormalized	0.43102158430183757
original	glrlm	GrayLevelVariance	0.45630973063979885
original	glrlm	HighGrayLevelRunEmphasis	6.390490878595717
original	glrlm	LongRunEmphasis	2.21578857969987
original	glrlm	LongRunHighGrayLevelEmphasis	15.881000794307248
original	glrlm	LongRunLowGrayLevelEmphasis	0.450821935224937
original	glrlm	LowGrayLevelRunEmphasis	0.2546961250534279
original	glrlm	RunEntropy	2.1634560617998884
original	glrlm	RunLengthNonUniformity	16.17772050231728
original	glrlm	RunLengthNonUniformityNormalized	0.6067714215740959
original	glrlm	RunPercentage	0.7472527472527474
original	glrlm	RunVariance	0.3125028098633775
original	glrlm	ShortRunEmphasis	0.7611305243193685
original	glrlm	ShortRunHighGrayLevelEmphasis	4.583212402516839
original	glrlm	ShortRunLowGrayLevelEmphasis	0.2134608029918663
original	glszm	GrayLevelNonUniformity	1.5
original	glszm	GrayLevelNonUniformityNormalized	0.375
original	glszm	GrayLevelVariance	0.5
original	glszm	HighGrayLevelZoneEmphasis	4.5
original	glszm	LargeAreaEmphasis	137.75
original	glszm	LargeAreaHighGrayLevelEmphasis	1095.5
original	glszm	LargeAreaLowGrayLevelEmphasis	20.8125
original	glszm	LowGrayLevelZoneEmphasis	0.4027777777777778
original	glszm	SizeZoneNonUniformity	1.0
original	glszm	SizeZoneNonUniformityNormalized	0.25
original	glszm	SmallAreaEmphasis	0.28084467120181406
original	glszm	SmallAreaHighGrayLevelEmphasis	1.0428798185941042
original	glszm	SmallAreaLowGrayLevelEmphasis	0.09096576593600403
original	glszm	ZoneEntropy	1.9999999999999987
original	glszm	ZonePercentage	0.11428571428571428
original	glszm	ZoneVariance	61.1875
original	gldm	DependenceEntropy	3.582455431590173
original	gldm	DependenceNonUniformity	4.771428571428571
original	gldm	DependenceNonUniformityNormalized	0.1363265306122449
original	gldm	DependenceVariance	11.216326530612244
original	gldm	GrayLevelNonUniformity	16.314285714285713
original	gldm	GrayLevelVariance	0.4212244897959184
original	gldm	HighGrayLevelEmphasis	6.742857142857143
original	gldm	LargeDependenceEmphasis	68.54285714285714
original	gldm	LargeDependenceHighGrayLevelEmphasis	560.5714285714286
original	gldm	LargeDependenceLowGrayLevelEmphasis	9.694444444444445
original	gldm	LowGrayLevelEmphasis	0.23095238095238096
original	gldm	SmallDependenceEmphasis	0.0562199410055942
original	gldm	SmallDependenceHighGrayLevelEmphasis	0.24072373712794923
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.01996408123656122
original	ngtdm	Busyness	0.926349256118278
original	ngtdm	Coarseness	0.15742802444126222
original	ngtdm	Complexity	1.4577280544125597
original	ngtdm	Contrast	0.06130766200321277
original	ngtdm	Strength	0.5309576165877532
exponential	firstorder	10Percentile	4.477166847595456
exponential	firstorder	90Percentile	10.11598319485956
exponential	firstorder	Energy	3304608.7436659182
exponential	firstorder	Entropy	-3.203426503814917e-16
exponential	firstorder	InterquartileRange	3.703717930117831
exponential	firstorder	Kurtosis	1.7547904086996169
exponential	firstorder	Maximum	10.548088564414263
exponential	firstorder	MeanAbsoluteDeviation	1.8356269230266187
exponential	firstorder	Mean	7.26704841992088
exponential	firstorder	Median	7.536585636496725
exponential	firstorder	Minimum	3.659169756314101
exponential	firstorder	Range	6.888918808100161
exponential	firstorder	RobustMeanAbsoluteDeviation	1.4399399148551173
exponential	firstorder	RootMeanSquared	307.2741327807616
exponential	firstorder	Skewness	-0.060852025149876074
exponential	firstorder	TotalEnergy	3304608.7436659182
exponential	firstorder	Uniformity	1.0
exponential	firstorder	Variance	4.353631479104194
exponential	glcm	Autocorrelation	1.0
exponential	glcm	JointAverage	1.0
exponential	glcm	ClusterProminence	0.0
exponential	glcm	ClusterShade	0.0
exponential	glcm	ClusterTendency	0.0
exponential	glcm	Contrast	0.0
exponential	glcm	Correlation	1.0
exponential	glcm	DifferenceAverage	0.0
exponential	glcm	DifferenceEntropy	-3.2034265038149176e-16
exponential	glcm	DifferenceVariance	0.0
exponential	glcm	JointEnergy	1.0
exponential	glcm	JointEntropy	-3.2034265038149176e-16
exponential	glcm	Imc1	0.0
exponential	glcm	Imc2	0.0
exponential	glcm	Idm	1.0
exponential	glcm	Idmn	1.0
exponential	glcm	Id	1.0
exponential	glcm	Idn	1.0
exponential	glcm	InverseVariance	0.0
exponential	glcm	MaximumProbability	1.0
exponential	glcm	SumEntropy	-3.2034265038149176e-16
exponential	glcm	SumSquares	0.0
exponential	glrlm	GrayLevelNonUniformity	17.615384615384617
exponential	glrlm	GrayLevelNonUniformityNormalized	1.0
exponential	glrlm	GrayLevelVariance	0.0
exponential	glrlm	HighGrayLevelRunEmphasis	1.0
exponential	glrlm	LongRunEmphasis	5.125514284801823
exponential	glrlm	LongRunHighGrayLevelEmphasis	5.125514284801823
exponential	glrlm	LongRunLowGrayLevelEmphasis	5.125514284801823
exponential	glrlm	LowGrayLevelRunEmphasis	1.0
exponential	glrlm	RunEntropy	1.347709605642586
exponential	glrlm	RunLengthNonUniformity	7.536879758060009
exponential	glrlm	RunLengthNonUniformityNormalized	0.4298198754969969
exponential	glrlm	RunPercentage	0.5032967032967032
exponential	glrlm	RunVariance	0.4773558167905072
exponential	glrlm	ShortRunEmphasis	0.40234086757604476
exponential	glrlm	ShortRunHighGrayLevelEmphasis	0.40234086757604476
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.40234086757604476
exponential	glszm	GrayLevelNonUniformity	1.0
exponential	glszm	GrayLevelNonUniformityNormalized	1.0
exponential	glszm	GrayLevelVariance	0.0
exponential	glszm	HighGrayLevelZoneEmphasis	1.0
exponential	glszm	LargeAreaEmphasis	1225.0
exponential	glszm	LargeAreaHighGrayLevelEmphasis	1225.0
exponential	glszm	LargeAreaLowGrayLevelEmphasis	1225.0
exponential	glszm	LowGrayLevelZoneEmphasis	1.0
exponential	glszm	SizeZoneNonUniformity	1.0
exponential	glszm	SizeZoneNonUniformityNormalized	1.0
exponential	glszm	SmallAreaEmphasis	0.0008163265306122449
exponential	glszm	SmallAreaHighGrayLevelEmphasis	0.0008163265306122449
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.0008163265306122449
exponential	glszm	ZoneEntropy	-3.203426503814917e-16
exponential	glszm	ZonePercentage	0.02857142857142857
exponential	glszm	ZoneVariance	0.0
exponential	gldm	DependenceEntropy	3.1281658735933133
exponential	gldm	DependenceNonUniformity	4.885714285714286
exponential	gldm	DependenceNonUniformityNormalized	0.13959183673469389
exponential	gldm	DependenceVariance	17.84979591836735
exponential	gldm	GrayLevelNonUniformity	35.0
exponential	gldm	GrayLevelVariance	0.0
exponential	gldm	HighGrayLevelEmphasis	1.0
exponential	gldm	LargeDependenceEmphasis	211.45714285714286
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	211.45714285714286
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	211.45714285714286
exponential	gldm	LowGrayLevelEmphasis	1.0
exponential	gldm	SmallDependenceEmphasis	0.006477338248176178
exponential	gldm	SmallDependenceHighGrayLevelEmphasis	0.006477338248176178
exponential	gldm	SmallDependenceLowGrayLevelEmphasis	0.006477338248176178
exponential	ngtdm	Busyness	0.0
exponential	ngtdm	Coarseness	1000000.0
exponential	ngtdm	Complexity	0.0
exponential	ngtdm	Contrast	0.0
exponential	ngtdm	Strength	0.0
square	firstorder	10Percentile	20.850728308112377
square	firstorder	90Percentile	49.71277801468251
square	firstorder	Energy	3949655.5627591237
square	firstorder	Entropy	0.9609476580095201
square	firstorder	InterquartileRange	18.84696884842812
square	firstorder	Kurtosis	1.8359887982537013
square	firstorder	Maximum	51.52615339790753
square	firstorder	MeanAbsoluteDeviation	9.426541863819077
square	firstorder	Mean	35.755171979779526
square	firstorder	Median	37.8705019034601
square	firstorder	Minimum	15.62196722591183
square	firstorder	Range	35.9041861719957
square	firstorder	RobustMeanAbsoluteDeviation	7.329584127872244
square	firstorder	RootMeanSquared	335.92752461374437
square	firstorder	Skewness	-0.2249871363311364
square	firstorder	TotalEnergy	3949655.5627591237
square	firstorder	Uniformity	0.6277551020408164
square	firstorder	Variance	115.76628194648553
square	glcm	Autocorrelation	3.427464092601366
square	glcm	JointAverage	1.8443066288509562
square	glcm	ClusterProminence	0.7765462808044704
square	glcm	ClusterShade	-0.11697906099822711
square	glcm	ClusterTendency	0.5139952075578397
square	glcm	Contrast	0.4157718689944271
square	glcm	Correlation	0.09730755043066026
square	glcm	DifferenceAverage	0.40807956130211936
square	glcm	DifferenceEntropy	0.9628180871070995
square	glcm	DifferenceVariance	0.24222216705977087
square	glcm	JointEnergy	0.3572321308754317
square	glcm	JointEntropy	1.9037659060638807
square	glcm	Imc1	-0.09946998538956489
square	glcm	Imc2	0.4029884581570513
square	glcm	Idm	0.7967294501181711
square	glcm	Idmn	0.958777842686356
square	glcm	Id	0.7972422706309915
square	glcm	Idn	0.8983647250590855
square	glcm	InverseVariance	0.4013487920713502
square	glcm	MaximumProbability	0.5416828615003386
square	glcm	SumEntropy	1.4791463831259106
square	glcm	SumSquares	0.2324417691380667
square	glrlm	GrayLevelNonUniformity	13.689204805411702
square	glrlm	GrayLevelNonUniformityNormalized	0.5575138261416518
square	glrlm	GrayLevelVariance	0.27246747262018284
square	glrlm	HighGrayLevelRunEmphasis	3.803243936713852
square	glrlm	LongRunEmphasis	2.594605197388948
square	glrlm	LongRunHighGrayLevelEmphasis	9.746800568834631
square	glrlm	LongRunLowGrayLevelEmphasis	0.8992268035384281
square	glrlm	LowGrayLevelRunEmphasis	0.3918594648324394
square	glrlm	RunEntropy	2.1146843651392753
square	glrlm	RunLengthNonUniformity	13.098249012997023
square	glrlm	RunLengthNonUniformityNormalized	0.5213903221190603
square	glrlm	RunPercentage	0.6989010989010989
square	glrlm	RunVariance	0.4195219039604453
square	glrlm	ShortRunEmphasis	0.7153936324462136
square	glrlm	ShortRunHighGrayLevelEmphasis	2.760039229204286
square	glrlm	ShortRunLowGrayLevelEmphasis	0.29690268226759764
square	glszm	GrayLevelNonUniformity	1.5
square	glszm	GrayLevelNonUniformityNormalized	0.375
square	glszm	GrayLevelVariance	0.6875
square	glszm	HighGrayLevelZoneEmphasis	5.75
square	glszm	LargeAreaEmphasis	191.75
square	glszm	LargeAreaHighGrayLevelEmphasis	742.5
square	glszm	LargeAreaLowGrayLevelEmphasis	54.61805555555556
square	glszm	LowGrayLevelZoneEmphasis	0.3680555555555556
square	glszm	SizeZoneNonUniformity	1.5
square	glszm	SizeZoneNonUniformityNormalized	0.375
square	glszm	SmallAreaEmphasis	0.5072873799725651
square	glszm	SmallAreaHighGrayLevelEmphasis	4.508316186556928
square	glszm	SmallAreaLowGrayLevelEmphasis	0.06258573388203018
square	glszm	ZoneEntropy	1.4999999999999991
square	glszm	ZonePercentage	0.11428571428571428
square	glszm	ZoneVariance	115.1875
square	gldm	DependenceEntropy	3.6931498024738074
square	gldm	DependenceNonUniformity	3.6857142857142855
square	gldm	DependenceNonUniformityNormalized	0.10530612244897959
square	gldm	DependenceVariance	14.942040816326529
square	gldm	GrayLevelNonUniformity	21.97142857142857
square	gldm	GrayLevelVariance	0.21551020408163268
square	gldm	HighGrayLevelEmphasis	3.7714285714285714
square	gldm	LargeDependenceEmphasis	92.88571428571429
square	gldm	LargeDependenceHighGrayLevelEmphasis	356.9142857142857
square	gldm	LargeDependenceLowGrayLevelEmphasis	26.94206349206349
square	gldm	LowGrayLevelEmphasis	0.3706349206349206
square	gldm	SmallDependenceEmphasis	0.07338802868763322
square	gldm	SmallDependenceHighGrayLevelEmphasis	0.5599092576076755
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.015249784949686073
square	ngtdm	Busyness	0.8371316570280566
square	ngtdm	Coarseness	0.21775746399775336
square	ngtdm	Complexity	0.9569432787530882
square	ngtdm	Contrast	0.022843725061293826
square	ngtdm	Strength	0.4826156707022924
squareroot	firstorder	10Percentile	155.18258211280258
squareroot	firstorder	90Percentile	192.88938842513673
squareroot	firstorder	Energy	7935242.714475778
squareroot	firstorder	Entropy	1.2707886973584597
squareroot	firstorder	InterquartileRange	23.661313745072448
squareroot	firstorder	Kurtosis	2.217482076018744
squareroot	firstorder	Maximum	194.62483786149855
squareroot	firstorder	MeanAbsoluteDeviation	12.327364393089537
squareroot	firstorder	Mean	175.93405383886633
squareroot	firstorder	Median	180.20490110159403
squareroot	firstorder	Minimum	144.4193093744893
squareroot	firstorder	Range	50.205528487009246
squareroot	firstorder	RobustMeanAbsoluteDeviation	9.223686109043804
squareroot	firstorder	RootMeanSquared	476.1525180166473
squareroot	firstorder	Skewness	-0.5473301794423324
squareroot	firstorder	TotalEnergy	7935242.714475778
squareroot	firstorder	Uniformity	0.4661224489795918
squareroot	firstorder	Variance	207.99681009674964
squareroot	glcm	Autocorrelation	6.065158954792096
squareroot	glcm	JointAverage	2.443439650353822
squareroot	glcm	ClusterProminence	3.0764184239054213
squareroot	glcm	ClusterShade	-0.7326502384696222
squareroot	glcm	ClusterTendency	1.1844188028997054
squareroot	glcm	Contrast	0.8150789734406951
squareroot	glcm	Correlation	0.18928235784462472
squareroot	glcm	DifferenceAverage	0.6069253416577314
squareroot	glcm	DifferenceEntropy	1.2933466300661876
squareroot	glcm	DifferenceVariance	0.4203741491228508
squareroot	glcm	JointEnergy	0.23212126512396658
squareroot	glcm	JointEntropy	2.500786391747866
squareroot	glcm	Imc1	-0.15561761969126703
squareroot	glcm	Imc2	0.5560770837876807
squareroot	glcm	Idm	0.7173526923494307
squareroot	glcm	Idmn	0.9280991933536057
squareroot	glcm	Id	0.7312296011349614
squareroot	glcm	Idn	0.8586763461747152
squareroot	glcm	InverseVariance	0.42479091384763795
squareroot	glcm	MaximumProbability	0.3850814056116561
squareroot	glcm	SumEntropy	1.8308447117893298
squareroot	glcm	SumSquares	0.4998744440851001
squareroot	glrlm	GrayLevelNonUniformity	11.294682900731287
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.43102158430183757
squareroot	glrlm	GrayLevelVariance	0.45630973063979885
squareroot	glrlm	HighGrayLevelRunEmphasis	6.390490878595717
squareroot	glrlm	LongRunEmphasis	2.21578857969987
squareroot	glrlm	LongRunHighGrayLevelEmphasis	15.881000794307248
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.450821935224937
squareroot	glrlm	LowGrayLevelRunEmphasis	0.2546961250534279
squareroot	glrlm	RunEntropy	2.1634560617998884
squareroot	glrlm	RunLengthNonUniformity	16.17772050231728
squareroot	glrlm	RunLengthNonUniformityNormalized	0.6067714215740959
squareroot	glrlm	RunPercentage	0.7472527472527474
squareroot	glrlm	RunVariance	0.3125028098633775
squareroot	glrlm	ShortRunEmphasis	0.7611305243193685
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	4.583212402516839
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.2134608029918663
squareroot	glszm	GrayLevelNonUniformity	1.5
squareroot	glszm	GrayLevelNonUniformityNormalized	0.375
squareroot	glszm	GrayLevelVariance	0.5
squareroot	glszm	HighGrayLevelZoneEmphasis	4.5
squareroot	glszm	LargeAreaEmphasis	137.75
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	1095.5
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	20.8125
squareroot	glszm	LowGrayLevelZoneEmphasis	0.4027777777777778
squareroot	glszm	SizeZoneNonUniformity	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.25
squareroot	glszm	SmallAreaEmphasis	0.28084467120181406
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	1.0428798185941042
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.09096576593600403
squareroot	glszm	ZoneEntropy	1.9999999999999987
squareroot	glszm	ZonePercentage	0.11428571428571428
squareroot	glszm	ZoneVariance	61.1875
squareroot	gldm	DependenceEntropy	3.582455431590173
squareroot	gldm	DependenceNonUniformity	4.771428571428571
squareroot	gldm	DependenceNonUniformityNormalized	0.1363265306122449
squareroot	gldm	DependenceVariance	11.216326530612244
squareroot	gldm	GrayLevelNonUniformity	16.314285714285713
squareroot	gldm	GrayLevelVariance	0.4212244897959184
squareroot	gldm	HighGrayLevelEmphasis	6.742857142857143
squareroot	gldm	LargeDependenceEmphasis	68.54285714285714
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	560.5714285714286
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	9.694444444444445
squareroot	gldm	LowGrayLevelEmphasis	0.23095238095238096
squareroot	gldm	SmallDependenceEmphasis	0.0562199410055942
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.24072373712794923
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.01996408123656122
squareroot	ngtdm	Busyness	0.926349256118278
squareroot	ngtdm	Coarseness	0.15742802444126222
squareroot	ngtdm	Complexity	1.4577280544125597
squareroot	ngtdm	Contrast	0.06130766200321277
squareroot	ngtdm	Strength	0.5309576165877532
logarithm	firstorder	10Percentile	232.59770064277424
logarithm	firstorder	90Percentile	255.43749646919767
logarithm	firstorder	Energy	10414259.365249703
logarithm	firstorder	Entropy	0.970950594454668
logarithm	firstorder	InterquartileRange	14.079324719427092
logarithm	firstorder	Kurtosis	2.41208200184181
logarithm	firstorder	Maximum	256.37957634335885
logarithm	firstorder	MeanAbsoluteDeviation	7.4855169026415815
logarithm	firstorder	Mean	245.40991757420915
logarithm	firstorder	Median	248.28757995622917
logarithm	firstorder	Minimum	225.08801833681747
logarithm	firstorder	Range	31.29155800654138
logarithm	firstorder	RobustMeanAbsoluteDeviation	5.49456596675123
logarithm	firstorder	RootMeanSquared	545.4816839991632
logarithm	firstorder	Skewness	-0.6646459364340108
logarithm	firstorder	TotalEnergy	10414259.365249703
logarithm	firstorder	Uniformity	0.52
logarithm	firstorder	Variance	78.28939025737304
logarithm	glcm	Autocorrelation	1.889769542543495
logarithm	glcm	JointAverage	1.360629244573727
logarithm	glcm	ClusterProminence	0.566339761046713
logarithm	glcm	ClusterShade	0.1856170360754188
logarithm	glcm	ClusterTendency	0.5333933714206118
logarithm	glcm	Contrast	0.38423638235537033
logarithm	glcm	Correlation	0.1612396513215915
logarithm	glcm	DifferenceAverage	0.38423638235537033
logarithm	glcm	DifferenceEntropy	0.9295558493354505
logarithm	glcm	DifferenceVariance	0.22666212025363047
logarithm	glcm	JointEnergy	0.3145230028583784
logarithm	glcm	JointEntropy	1.8256367473265027
logarithm	glcm	Imc1	-0.05636668692293745
logarithm	glcm	Imc2	0.23239285686401315
logarithm	glcm	Idm	0.8078818088223148
logarithm	glcm	Idmn	0.9231527235289259
logarithm	glcm	Id	0.8078818088223148
logarithm	glcm	Idn	0.8719212058815433
logarithm	glcm	InverseVariance	0.38423638235537033
logarithm	glcm	MaximumProbability	0.44725256424858817
logarithm	glcm	SumEntropy	1.4414003649711327
logarithm	glcm	SumSquares	0.22940743844399553
logarithm	glrlm	GrayLevelNonUniformity	12.214163129265263
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.5056121730713504
logarithm	glrlm	GrayLevelVariance	0.24719391346432482
logarithm	glrlm	HighGrayLevelRunEmphasis	2.3695081585058992
logarithm	glrlm	LongRunEmphasis	2.626788065988884
logarithm	glrlm	LongRunHighGrayLevelEmphasis	5.3187081829529275
logarithm	glrlm	LongRunLowGrayLevelEmphasis	1.9538080367478732
logarithm	glrlm	LowGrayLevelRunEmphasis	0.6576229603735252
logarithm	glrlm	RunEntropy	2.0381167730509286
logarithm	glrlm	RunLengthNonUniformity	12.525544570711018
logarithm	glrlm	RunLengthNonUniformityNormalized	0.504224212761781
logarithm	glrlm	RunPercentage	0.6901098901098901
logarithm	glrlm	RunVariance	0.3769626782845268
logarithm	glrlm	ShortRunEmphasis	0.6925274174735487
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	1.785567283722116
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.4192674509114068
logarithm	glszm	GrayLevelNonUniformity	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.5
logarithm	glszm	GrayLevelVariance	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	2.5
logarithm	glszm	LargeAreaEmphasis	318.5
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	612.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	245.0
logarithm	glszm	LowGrayLevelZoneEmphasis	0.625
logarithm	glszm	SizeZoneNonUniformity	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.5
logarithm	glszm	SmallAreaEmphasis	0.0036848072562358277
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	0.011337868480725623
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.0017715419501133788
logarithm	glszm	ZoneEntropy	0.9999999999999993
logarithm	glszm	ZonePercentage	0.05714285714285714
logarithm	glszm	ZoneVariance	12.25
logarithm	gldm	DependenceEntropy	4.142730873716936
logarithm	gldm	DependenceNonUniformity	2.942857142857143
logarithm	gldm	DependenceNonUniformityNormalized	0.08408163265306122
logarithm	gldm	DependenceVariance	13.482448979591835
logarithm	gldm	GrayLevelNonUniformity	18.2
logarithm	gldm	GrayLevelVariance	0.24
logarithm	gldm	HighGrayLevelEmphasis	2.2
logarithm	gldm	LargeDependenceEmphasis	95.51428571428572
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	153.28571428571428
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	81.07142857142857
logarithm	gldm	LowGrayLevelEmphasis	0.7
logarithm	gldm	SmallDependenceEmphasis	0.022917857279583214
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.0671795595795508
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.01185243170459131
logarithm	ngtdm	Busyness	16.288054095662783
logarithm	ngtdm	Coarseness	0.15348672010278405
logarithm	ngtdm	Complexity	0.3722983793294352
logarithm	ngtdm	Contrast	0.09129292198484744
logarithm	ngtdm	Strength	0.15022288054885544
gradient	firstorder	10Percentile	10.59023723602295
gradient	firstorder	90Percentile	26.838584136962893
gradient	firstorder	Energy	3539932.4736905955
gradient	firstorder	Entropy	0.5916727785823268
gradient	firstorder	InterquartileRange	8.513350009918213
gradient	firstorder	Kurtosis	2.152453523004548
gradient	firstorder	Maximum	28.522085189819336
gradient	firstorder	MeanAbsoluteDeviation	4.693493174338827
