Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_49_segment_Lt Frontal	1: RTSTRUCT: ANON_49_segment_Left Ventricle	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal	1: RTSTRUCT: ANON_49_segment_Rt Post Parietal 2	1: RTSTRUCT: ANON_49_segment_Lt inf Frontal	1: RTSTRUCT: ANON_49_segment_Lt Hippocampal	1: RTSTRUCT: ANON_49_segment_Rt Sup Cerebellar	1: RTSTRUCT: ANON_49_segment_Lt lat Frontal
squareroot	glcm	InverseVariance	0.41159995241790703	0.3725557488873765	0.25054354912675747	0.47521773348535706	0.3251967681242413	0.47162847575848404	0.49567815180975827	0.375
squareroot	glcm	MaximumProbability	0.21308644872633506	0.39663335413072875	0.7374776888944805	0.20664585358534465	0.6270237448667566	0.10954977947717656	0.16731341402466654	0.6875
squareroot	glcm	SumEntropy	2.7769446319686355	1.639563624600168	1.0233966038813986	2.701228557154043	1.4045043040388028	3.4267139106002107	2.3602769708549944	0.4999999999999995
squareroot	glcm	SumSquares	0.8834244256764668	0.2750110263392369	0.12995306462339493	1.230724039613161	0.2126088615330325	2.3542664805926092	0.7580868569275224	0.125
squareroot	glrlm	GrayLevelNonUniformity	811.2354372206415	166.3965638559804	21.84991163148945	60.727018140182885	38.47118277705078	185.42018507988394	17.39186696214088	3.2916666666666665
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.2654885245252388	0.46523841747419226	0.7272063561470337	0.2988855608947983	0.5547484549421674	0.19147554555121588	0.3165207617136134	0.6715277777777778
squareroot	glrlm	GrayLevelVariance	1.0916667197781889	0.32411853070388885	0.14895123271807187	1.250704017619756	0.28270678774668423	2.1057103617640043	0.7611115294170612	0.1642361111111111
squareroot	glrlm	HighGrayLevelRunEmphasis	23.718390322511087	5.971543259155008	4.513344071415423	33.61467233967117	4.3047406970900175	21.607825359240184	8.42976597118619	1.625
squareroot	glrlm	LongRunEmphasis	6.509958208248682	6.047020350895723	3.6739510689758603	2.6790580657925673	4.024864263616386	2.832108717329057	1.9182191073728327	1.75
squareroot	glrlm	LongRunHighGrayLevelEmphasis	180.41363493173517	42.92268085604681	15.44038450246806	96.7435503182336	16.45106730298793	55.4744778864785	18.211061530525157	2.375
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.2707939203766928	1.028614700593767	0.920501758786195	0.09411481987560277	1.1317212605987719	0.28759216369970064	0.3124563105325988	1.59375
squareroot	glrlm	LowGrayLevelRunEmphasis	0.05288776518985391	0.22537277898617766	0.25843721807415243	0.04476050090505969	0.33408084806553257	0.08849011549822479	0.19561291146313653	0.84375
squareroot	glrlm	RunEntropy	3.981959286412125	3.0070752103453082	2.084263110761665	3.1874495713125572	2.5772948097632025	3.749339090309967	2.588353326483621	1.3130969242402113
squareroot	glrlm	RunLengthNonUniformity	1099.7333921292445	122.73322587833557	12.432963842756255	106.33300540097754	27.0138591088294	536.6159046011525	34.68380516882184	3.375
squareroot	glrlm	RunLengthNonUniformityNormalized	0.3546223176758262	0.33741735366328574	0.4040858981392551	0.5190199527460405	0.3867863622327714	0.5490879695188292	0.6234504482075385	0.675
squareroot	glrlm	RunPercentage	0.5023405870445344	0.5023768366464997	0.6000000000000001	0.6933578367025467	0.5769230769230769	0.6966211358734723	0.7857142857142858	0.8125
squareroot	glrlm	RunVariance	2.3835083434239146	1.8818600694105911	0.7075785910511884	0.5623510964810392	0.9450197959731151	0.7275861508209629	0.2643905082100772	0.1625
squareroot	glrlm	ShortRunEmphasis	0.6074538132916835	0.5869919351768235	0.6159219274845553	0.7434974375573072	0.6207035429889535	0.7675001554549896	0.8105298088208331	0.8125
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	13.303522563352049	3.0631688886035606	2.9386477619913647	24.077234553961322	2.775837481187739	16.917051609487366	6.4251059699278	1.4375
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.035718665244427454	0.15576363917113278	0.16348392270535458	0.036942481845830356	0.22890064715548522	0.06607075997496709	0.17111071449514673	0.65625
squareroot	glszm	GrayLevelNonUniformity	21.95774647887324	4.75	1.0	1.9090909090909092	2.2	8.0	1.0	1.0
squareroot	glszm	GrayLevelNonUniformityNormalized	0.3092640349137076	0.59375	0.3333333333333333	0.17355371900826447	0.44	0.16	0.2	0.5
squareroot	glszm	GrayLevelVariance	2.020630827216822	0.484375	0.6666666666666666	2.8099173553719012	0.64	3.8516000000000004	2.0	0.25
squareroot	glszm	HighGrayLevelZoneEmphasis	13.830985915492958	2.375	4.666666666666667	19.545454545454547	3.2	21.66	11.0	2.5
squareroot	glszm	LargeAreaEmphasis	143347.38028169013	30455.75	680.6666666666666	2425.3636363636365	1954.8	6751.38	306.8	13.0
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	3734921.3380281692	211542.75	2748.3333333333335	89954.63636363637	7910.8	139974.74	2624.4	14.5
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	6033.2635566574045	5134.138888888889	169.67592592592592	68.48177540713256	492.68888888888887	500.0296881519274	46.63022222222222	12.625
squareroot	glszm	LowGrayLevelZoneEmphasis	0.13083652709910257	0.7951388888888888	0.4537037037037037	0.16049165120593692	0.6722222222222223	0.17975609410430837	0.2927222222222222	0.625
squareroot	glszm	SizeZoneNonUniformity	15.084507042253522	3.5	1.0	1.7272727272727273	1.0	16.08	1.0	1.0
squareroot	glszm	SizeZoneNonUniformityNormalized	0.21245784566554254	0.4375	0.3333333333333333	0.15702479338842976	0.2	0.3216	0.2	0.5
squareroot	glszm	SmallAreaEmphasis	0.4599319198016545	0.6258701775832263	0.3543312757201646	0.3300890530908514	0.07945149499615442	0.5844768829016238	0.2236717974035344	0.52
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	5.355759326601245	0.6258808947916137	0.5214917695473251	5.5980303552049415	0.0927371094612017	11.142210092488773	5.038671033151553	2.02
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.06881865627701184	0.6258684651978795	0.3356893004115226	0.047016464263435816	0.07796663867098534	0.1157699223036816	0.030402700803548	0.145
squareroot	glszm	ZoneEntropy	4.426480008293655	1.5487949406953971	1.5849625007211552	3.277613436819112	2.321928094887361	4.363856189774715	2.321928094887361	0.9999999999999993
squareroot	glszm	ZonePercentage	0.011677631578947368	0.011235955056179775	0.06	0.03754266211604096	0.041666666666666664	0.035945363048166784	0.07142857142857142	0.3333333333333333
squareroot	glszm	ZoneVariance	136014.2320968062	22534.75	402.88888888888886	1715.8677685950413	1378.8000000000002	5977.4276	110.80000000000001	4.0
squareroot	gldm	DependenceEntropy	6.197211199111578	5.169275383388667	3.921076880026366	5.256313196553033	4.168992865742121	6.288967642766943	4.267901768823567	1.4591479170272437
squareroot	gldm	DependenceNonUniformity	294.56184210526317	33.92977528089887	4.0	23.4641638225256	8.1	95.88281811646297	7.542857142857143	2.3333333333333335
squareroot	gldm	DependenceNonUniformityNormalized	0.048447671398891966	0.04765417876530741	0.08	0.08008247038404641	0.0675	0.0689308541455521	0.10775510204081633	0.3888888888888889
squareroot	gldm	DependenceVariance	32.44859926852493	34.62820350965787	21.48	13.043623105685564	24.316666666666666	19.060032115670165	9.044897959183674	2.0
squareroot	gldm	GrayLevelNonUniformity	1698.6049342105264	342.39606741573033	40.84	92.56996587030717	82.05	263.5521207764198	21.914285714285715	4.333333333333333
squareroot	gldm	GrayLevelVariance	0.9779161346520083	0.2976817952278753	0.09640000000000001	1.0918473133059208	0.18333333333333332	2.213255492198228	0.7510204081632652	0.1388888888888889
squareroot	gldm	HighGrayLevelEmphasis	25.684375	6.589887640449438	4.34	34.79522184300341	4.183333333333334	20.87491013659238	8.914285714285715	1.5
squareroot	gldm	LargeDependenceEmphasis	226.7483552631579	228.90168539325842	151.44	93.55290102389078	168.31666666666666	98.05391804457226	52.22857142857143	18.0
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	6524.945230263158	1688.620786516854	609.5	3576.843003412969	673.5333333333333	1700.6448598130842	612.3428571428572	18.5
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	8.804867124097447	35.88670411985019	37.769444444444446	2.6386470982021932	43.41064814814815	11.732463345510743	5.705531746031746	17.875
squareroot	gldm	LowGrayLevelEmphasis	0.04704489739974937	0.19397627965043696	0.2538888888888889	0.040124000681046025	0.3060185185185185	0.0930318833740062	0.1807301587301587	0.875
squareroot	gldm	SmallDependenceEmphasis	0.017366281659055443	0.019818047011272405	0.0384495532627417	0.03788531991519572	0.025080258764353974	0.048001182613580995	0.06238389299185721	0.20750000000000002
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	0.3001754003157855	0.06523061106037598	0.147270435273189	0.8609929547837791	0.11460344246482329	1.0031837103251648	0.6161474359989744	0.7075
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.0016855807742384914	0.01117710861662569	0.023127048809512586	0.003916641517289045	0.012972096584092607	0.0066118821182787535	0.016932799073889036	0.0825
squareroot	ngtdm	Busyness	14.736766669274143	20.524008443303845	0.587628960496895	0.806679562374981	1.5939689786609956	4.475796572178842	0.9113475804130378	1.0833333333333333
squareroot	ngtdm	Coarseness	0.001766910237610405	0.0077435444380955405	0.23901040902321105	0.024561626585930182	0.10173482943086228	0.007039882842649985	0.08688838601634598	0.9230769230769231
squareroot	ngtdm	Complexity	8.070966020535536	1.4211162625977023	0.5883883722686482	13.816820052360699	0.6719259583204289	14.486965948159959	5.9431138300142905	0.3611111111111111
squareroot	ngtdm	Contrast	0.01733988327264031	0.04002951570224811	0.005776296461443265	0.028271359469170528	0.015518918527667366	0.04644403600826875	0.046563142884649175	0.048611111111111105
squareroot	ngtdm	Strength	0.0366079214431053	0.025544291796483494	0.51179275274386	0.7338760025769046	0.16735845462374546	0.1467397707995585	0.6385796907670913	0.9523809523809526
logarithm	firstorder	10Percentile	284.3293437310207	104.87207654997184	246.24391113148218	287.170660032706	141.56108822255067	219.61318234403296	271.0773385929024	69.63099379567886
logarithm	firstorder	90Percentile	310.2930023094765	120.4589481550436	254.31985928260545	308.43737399280457	156.23773290197283	273.9640976381598	296.20636948774154	75.15845032810032
logarithm	firstorder	Energy	2175315587.0985966	121537309.99515378	15162583.725201147	105255178.3902877	24220149.23157356	421813430.95069647	23881268.891922064	834691.3652122555
logarithm	firstorder	Entropy	1.0983693296197767	0.21265863988163422	0.970950594454668	1.1563621976251075	1.059933078513713	1.7613794326982668	0.928875416246872	0.6500224216483536
logarithm	firstorder	InterquartileRange	14.721352250601115	8.25588097190068	4.684889498050268	10.940160688021763	8.349040325691305	29.1933071274957	13.949637259235828	2.8098123515730435
logarithm	firstorder	Kurtosis	2.974813451762278	3.519392335590177	2.384651789318021	9.195213019694508	4.790198881336391	2.3464594127698764	3.0519121794063353	2.3188403700439055
logarithm	firstorder	Maximum	319.65374020457773	124.6861814703822	257.6903130376626	310.28196120056026	159.85417977758962	289.911889320621	302.1515685787341	75.6277414434348
logarithm	firstorder	MeanAbsoluteDeviation	8.2568076931936	5.004827758069254	2.7010640952253366	7.027999645592698	5.057241101149186	16.69352420455246	7.952310633156585	2.227871944443893
logarithm	firstorder	Mean	298.06356163017995	113.10941054043774	250.6733892240122	299.28083187927746	149.21224425225162	250.3097662895011	284.006804263864	72.9728017123447
logarithm	firstorder	Median	299.11311072318176	113.9930581993085	251.14709713543667	301.3311570236765	150.39828415321406	254.54362049703013	284.3057226960213	74.12896101325492
logarithm	firstorder	Minimum	252.2041457368986	88.83875581841247	243.8384579813194	244.9078226583703	124.38961951783583	191.73629843872556	253.97424483270132	68.20928046812823
logarithm	firstorder	Range	67.44959446767913	35.84742565196973	13.851855056343169	65.37413854218997	35.464560259753796	98.17559088189546	48.17732374603278	7.418460975306573
logarithm	firstorder	RobustMeanAbsoluteDeviation	6.010825170582997	3.5420610657607408	2.0138344161546393	4.5716047425295665	3.418831172714851	12.353931161933215	5.773801502479872	1.223619983698395
logarithm	firstorder	RootMeanSquared	598.1489521270519	413.1567125127185	550.6829164810026	599.3602345433296	449.2600326423214	550.6766186087007	584.0898767915047	372.9815377942666
logarithm	firstorder	Skewness	-0.4641934862115966	-0.7476669075086109	-0.0310684037352338	-2.0045674926010246	-1.1627170194198828	-0.467699586356251	-0.3916793519235544	-0.882824933326765
logarithm	firstorder	TotalEnergy	2175315587.0985966	121537309.99515378	15162583.725201147	105255178.3902877	24220149.23157356	421813430.95069647	23881268.891922064	834691.3652122555
logarithm	firstorder	Uniformity	0.4861875108206372	0.9348567100113623	0.52	0.4864005404838728	0.49263888888888896	0.3416318626313453	0.6453061224489796	0.7222222222222223
logarithm	firstorder	Variance	102.14518091418458	39.0840172491646	10.492904562479824	95.1752939163326	42.93654363508135	403.8994087069849	97.03674382413726	6.516718219921914
logarithm	glcm	Autocorrelation	6.458744008587654	3.9077110702082245	2.8335007962219354	12.762510797513071	6.621343207710394	12.338451916274757	3.9311765717703064	1.375
logarithm	glcm	JointAverage	2.5091269987541214	1.9761897335978675	1.6808016747259626	3.5517949516198715	2.5705969045961137	3.4413898725146526	1.97617945766961	1.1875
logarithm	glcm	ClusterProminence	1.191208161317499	0.0772401474335862	0.46316718652710875	3.742306263731182	0.7596609312454651	15.448572868311475	0.8323712860859557	0.03125
logarithm	glcm	ClusterShade	-0.15789903836532085	-0.05789707266383348	-0.1736587012719975	-0.9691634379884692	-0.17366658367185872	-1.1918838552209259	-0.10521844935777176	0.0
logarithm	glcm	ClusterTendency	0.860143562682591	0.05125110133437849	0.44944712016816	1.0016567968873462	0.5662224436853207	2.5881938491493295	0.45452494287522616	0.125
logarithm	glcm	Contrast	0.20853588489950295	0.04171626117075473	0.41780845591190424	0.41317131721110995	0.5134523148777987	0.6098685681581298	0.35212308058097697	0.375
logarithm	glcm	Correlation	0.6093932080246428	0.10456804018777498	0.037178403963901194	0.41799947842366186	0.049692707399038846	0.6191616222849203	0.1241291318620205	0.08333333333333359
logarithm	glcm	DifferenceAverage	0.2078439131688518	0.04171626117075473	0.41780845591190424	0.3393901041393494	0.48712098422069366	0.5134806111412532	0.33849595352372297	0.375
logarithm	glcm	DifferenceEntropy	0.735969664581985	0.24936775663653973	0.9400185735523046	1.035329417767812	1.065540377238438	1.196758863615457	0.9418953279939709	0.4999999999999995
logarithm	glcm	DifferenceVariance	0.1644079798479148	0.0399356055565009	0.22994593286570597	0.2956662546985241	0.2703365522144514	0.3366997915509064	0.2346105684478539	0.125
logarithm	glcm	JointEnergy	0.3335447534553112	0.9135807131909325	0.3364262790942619	0.2985033423479464	0.26077773917404407	0.1398161869260276	0.43390392125962396	0.625
logarithm	glcm	JointEntropy	1.8207732459433204	0.31788422793711535	1.7526411614654593	2.1676836046031247	2.095597039253999	3.2625332371169335	1.7732642127689884	0.8749999999999993
logarithm	glcm	Imc1	-0.28432940666653805	-0.04176270386291595	-0.056643482475697914	-0.15127410010079773	-0.024091360025605465	-0.20132563309884752	-0.08277226538262535	-0.20053281989451643
logarithm	glcm	Imc2	0.6676351600853418	0.09727134021176576	0.2646306526991124	0.5334958932944145	0.20456717344487954	0.7014535157431048	0.36424015289539974	0.34935620931183253
logarithm	glcm	Idm	0.8961472405886391	0.9791418694146228	0.7910957720440479	0.8376830692375015	0.7590726409553636	0.7528984901310611	0.832114735943864	0.8125
logarithm	glcm	Idmn	0.979178348666849	0.991656747765849	0.9164383088176192	0.977214896156757	0.9498700606963942	0.9773434020122542	0.9654166362676219	0.925
logarithm	glcm	Id	0.8961933720373493	0.9791418694146228	0.7910957720440479	0.8417476066009782	0.7608280629991706	0.7590805116409179	0.8330232110810143	0.8125
logarithm	glcm	Idn	0.9480736202943196	0.9860945796097483	0.8607305146960319	0.9344837289212299	0.8795363204776818	0.9166974321941501	0.9160573679719322	0.875
logarithm	glcm	InverseVariance	0.20723843790453203	0.04171626117075473	0.41780845591190424	0.28289908323983176	0.4640810698957268	0.43144410372457526	0.3265722173486256	0.375
logarithm	glcm	MaximumProbability	0.4201430921078275	0.9553316030124898	0.4718974467700105	0.4628942349524332	0.35212125465449073	0.2842218882746359	0.6350453053844103	0.6875
logarithm	glcm	SumEntropy	1.609640140933088	0.2761679667663609	1.3348327055535554	1.762770458691088	1.5577485522806782	2.6168884739293503	1.4014338432712548	0.4999999999999995
logarithm	glcm	SumSquares	0.2671698618955235	0.0232418406262833	0.21681389402001605	0.35370702852461416	0.2699186896407798	0.7995156043268649	0.2016620058640508	0.125
logarithm	glrlm	GrayLevelNonUniformity	924.8408738145494	126.14094656943854	17.195884881740962	65.4187759899764	39.148816412513035	254.0977375067735	22.555022034434877	3.2916666666666665
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.511164611102288	0.7614044613183475	0.5015081144726377	0.45386702682835717	0.495577796671526	0.3301380507081409	0.5262479499006489	0.6715277777777778
logarithm	glrlm	GrayLevelVariance	0.28764945321238244	0.1192977693408263	0.24924594276368117	0.3935311627985334	0.26885260627826735	0.7350593387557887	0.29706580248725134	0.1642361111111111
logarithm	glrlm	HighGrayLevelRunEmphasis	5.4253458308106	3.5821932885737464	2.512013619581858	11.9164824445755	6.137791906229963	13.246836947339009	3.732706377510924	1.625
logarithm	glrlm	LongRunEmphasis	21.039863192988605	26.322037109093362	2.780094800637326	5.930350051863771	3.0688412803798215	4.928088147155707	3.6060671464858007	1.75
logarithm	glrlm	LongRunHighGrayLevelEmphasis	148.7969472195163	104.75785407210027	8.61242310185194	80.1252910782521	21.553550268420672	63.86038622841631	14.029150989259186	2.375
logarithm	glrlm	LongRunLowGrayLevelEmphasis	3.513227572560445	6.713082868341635	1.3220127253336724	0.4913715657802984	0.5180328351239967	0.5206475996320573	1.1321435074501878	1.59375
logarithm	glrlm	LowGrayLevelRunEmphasis	0.24111979804975087	0.35445167785656345	0.6219965951045355	0.1059645181445669	0.1991667717143583	0.10275961089885724	0.41287766729339354	0.84375
logarithm	glrlm	RunEntropy	3.894566399393855	3.0688607693139685	2.0152765671998574	3.0539469306592357	2.312700795995074	3.5104812499644	2.3915501563517974	1.3130969242402113
logarithm	glrlm	RunLengthNonUniformity	339.3139837415286	24.395338313719733	17.70368750182252	45.8267725364293	38.76576491513008	300.5366072841205	18.31673899799838	3.375
logarithm	glrlm	RunLengthNonUniformityNormalized	0.1830961077170439	0.1449093654014052	0.50131178579499	0.31339276809461697	0.4814588395909644	0.381267868991067	0.4191324892584066	0.675
logarithm	glrlm	RunPercentage	0.2970268218623482	0.2310933448573898	0.6861538461538461	0.4917301128905223	0.658974358974359	0.5531714870320189	0.6098901098901099	0.8125
logarithm	glrlm	RunVariance	8.780580087951867	5.735308795360558	0.4936477112264264	1.6000566846049327	0.6647731271636682	1.4703130254712116	0.7509160388649376	0.1625
logarithm	glrlm	ShortRunEmphasis	0.39666271687036797	0.23671946440904085	0.7078787122068869	0.5472901273145493	0.7087337203037151	0.6245929626178215	0.6423939504589242	0.8125
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	1.8840799515542166	0.5502705342804917	1.5402893215596682	5.867541138857371	4.047997692896676	8.33458852286008	2.3352031577313097	1.4375
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.11824958544601741	0.15833169694117816	0.4997760598686916	0.06859664619612903	0.15203712108329112	0.0638139364236509	0.30936108923895944	0.65625
logarithm	glszm	GrayLevelNonUniformity	13.357142857142858	6.25	1.0	1.8571428571428572	1.0	5.777777777777778	1.0	1.0
logarithm	glszm	GrayLevelNonUniformityNormalized	0.4770408163265306	0.78125	0.5	0.2653061224489796	0.3333333333333333	0.32098765432098764	0.3333333333333333	0.5
logarithm	glszm	GrayLevelVariance	0.6058673469387756	0.109375	0.25	1.0612244897959182	0.6666666666666666	1.4969135802469133	0.6666666666666666	0.25
logarithm	glszm	HighGrayLevelZoneEmphasis	2.9642857142857144	1.375	2.5	8.428571428571429	4.666666666666667	10.166666666666666	4.666666666666667	2.5
logarithm	glszm	LargeAreaEmphasis	638021.7857142857	59195.5	650.0	5577.285714285715	2364.6666666666665	35954.5	1054.0	13.0
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	3971922.214285714	236699.5	2000.0	77398.42857142857	15864.333333333334	503379.77777777775	4121.666666666667	14.5
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	120119.17857142857	14819.5	312.5	431.65277777777777	413.4537037037037	3019.020061728395	293.0092592592593	12.625
logarithm	glszm	LowGrayLevelZoneEmphasis	0.7073412698412699	0.90625	0.625	0.2638888888888889	0.4537037037037037	0.2601388888888889	0.4537037037037037	0.625
logarithm	glszm	SizeZoneNonUniformity	8.857142857142858	2.5	1.0	1.2857142857142858	1.0	4.777777777777778	1.0	1.0
logarithm	glszm	SizeZoneNonUniformityNormalized	0.3163265306122449	0.3125	0.5	0.1836734693877551	0.3333333333333333	0.2654320987654321	0.3333333333333333	0.5
logarithm	glszm	SmallAreaEmphasis	0.5688738424525503	0.5397005191805968	0.0018055555555555555	0.3283409896625385	0.33352264423098993	0.5021049110316483	0.023698347107438015	0.52
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	1.5156199209383345	0.5397013114162647	0.003472222222222222	2.9265342093372397	0.3345241530599292	3.680673494265631	0.19069559228650138	2.02
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.4184417369921882	0.5397003211216798	0.001388888888888889	0.08191858504522179	0.33336861727619277	0.16780227130060008	0.005097183960820324	0.145
logarithm	glszm	ZoneEntropy	3.2368489059491314	1.9999999999999982	0.9999999999999993	2.807354922057602	1.5849625007211552	3.1971597234241456	1.5849625007211552	0.9999999999999993
logarithm	glszm	ZonePercentage	0.004605263157894736	0.011235955056179775	0.04	0.023890784982935155	0.025	0.012940330697340043	0.04285714285714286	0.3333333333333333
logarithm	glszm	ZoneVariance	590870.7653061224	51274.5	25.0	3825.2653061224482	764.6666666666667	29982.64506172839	509.5555555555555	4.0
logarithm	gldm	DependenceEntropy	5.131505647241779	3.8683388437850974	4.103981820580898	5.286135058044715	4.336026501231416	5.661801767827941	4.104671953903652	1.4591479170272437
logarithm	gldm	DependenceNonUniformity	379.4809210526316	70.08707865168539	4.0	14.494880546075086	9.283333333333333	93.57800143781452	5.4	2.3333333333333335
logarithm	gldm	DependenceNonUniformityNormalized	0.06241462517313019	0.09843690821865926	0.08	0.04947058206851565	0.07736111111111112	0.06727390470008233	0.07714285714285714	0.3888888888888889
logarithm	gldm	DependenceVariance	35.454024303150966	36.91565932331776	21.894400000000005	37.99813626250743	15.598888888888887	20.063646291425673	25.293877551020408	2.0
logarithm	gldm	GrayLevelNonUniformity	2956.020065789474	665.6179775280899	26.0	142.51535836177473	59.11666666666667	475.2099209202013	45.17142857142857	4.333333333333333
logarithm	gldm	GrayLevelVariance	0.27871699705678676	0.032571644994318895	0.24	0.3308599983692297	0.2665972222222222	0.7458071064835511	0.2042857142857143	0.1388888888888889
logarithm	gldm	HighGrayLevelEmphasis	6.279605263157895	3.898876404494382	2.8	12.80887372013652	6.558333333333334	13.104241552839683	3.8142857142857145	1.5
logarithm	gldm	LargeDependenceEmphasis	407.0684210526316	477.561797752809	105.8	240.06484641638227	112.95	179.26599568655644	149.45714285714286	18.0
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	2807.5223684210528	1909.311797752809	389.72	3335.9419795221843	882.6083333333333	2256.731847591661	593.6428571428571	18.5
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	69.2877192982456	119.62429775280899	34.82	18.56712172923777	16.276157407407407	19.93463655244029	39.013888888888886	17.875
logarithm	gldm	LowGrayLevelEmphasis	0.19709429824561403	0.2752808988764045	0.55	0.09248198710656048	0.18449074074074073	0.1041305216071571	0.3599206349206349	0.875
logarithm	gldm	SmallDependenceEmphasis	0.007478171319928185	0.011678337349063086	0.03044874183334463	0.023495854358078796	0.024733593594895145	0.019338586434590358	0.027150253749868625	0.20750000000000002
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	0.031832456005662105	0.01941348984569055	0.04923765440820846	0.21799217690225392	0.09543183413635746	0.20941870337493104	0.1049740308724904	0.7075
logarithm	gldm	SmallDependenceLowGrayLevelEmphasis	0.003560758249576143	0.00974454922490622	0.02575151368962867	0.004455278062363326	0.011836246738813316	0.0036121795411209745	0.016181963790200843	0.0825
logarithm	ngtdm	Busyness	103.88378424090689	3.9710352055045943	6.6017487308088345	2.3467578220044665	4.364897813689187	9.063877585170902	0.9693180814758975	1.0833333333333333
logarithm	ngtdm	Coarseness	0.0017435337205166197	0.06630855578979857	0.09467188550864858	0.02678101773402472	0.03715142234340271	0.006248628943340002	0.18236292105324994	0.9230769230769231
logarithm	ngtdm	Complexity	0.734147127159544	0.0423623879390403	0.42251191877176536	2.344936608410979	1.747478515930683	3.8667607857865076	0.7072049707637943	0.3611111111111111
logarithm	ngtdm	Contrast	0.018756106612202	0.0016317612191955537	0.10478342271539204	0.016272417493490687	0.04148284138064411	0.028691057180292318	0.016666500172768973	0.048611111111111105
logarithm	ngtdm	Strength	0.005609615184538055	0.0560703267973289	0.09161754551648005	0.24489362684449184	0.12764113730501941	0.05627766456935918	0.30851620149742104	0.9523809523809526
gradient	firstorder	10Percentile	11.30394821166992	10.545225524902344	18.35386714935303	19.351416397094727	10.077592086791991	12.824152946472168	35.63567199707031	12.41519021987915
gradient	firstorder	90Percentile	44.34137954711914	42.43281517028808	48.560349273681645	79.27756195068359	27.005724525451665	73.1954345703125	69.48292388916016	25.167431831359863
gradient	firstorder	Energy	650744614.0576768	75714209.41568413	5551032.722833086	35334725.72147831	12180217.605857395	163549055.20795786	8582987.97892842	608323.9052859433
gradient	firstorder	Entropy	1.2689727914068842	1.2539211757465112	1.1924417442814605	1.9298923261659908	0.6873150928309266	1.8895345454713108	1.3027133209845305	0.6500224216483536
gradient	firstorder	InterquartileRange	18.055227756500244	18.5783908367157	20.250420570373535	30.700407028198242	8.439658880233765	34.955214500427246	18.2946720123291	8.157331466674805
gradient	firstorder	Kurtosis	4.052271340500005	4.985742169025875	2.109553593019238	2.995349962648924	2.5713233422224975	2.462542217274604	3.4915615216089133	1.6738765149211035
gradient	firstorder	Maximum	100.78760528564453	89.03804779052734	56.1533203125	118.06813049316406	33.676578521728516	115.04039764404297	77.10562133789062	26.308757781982422
gradient	firstorder	MeanAbsoluteDeviation	10.585095321152545	10.97487109233286	10.299460404205321	18.47166938376491	5.218036658631431	18.80384993335602	10.981872492420429	4.896600723266602
gradient	firstorder	Mean	26.88105929352735	25.79699700032727	32.977345876693725	46.49810481315587	18.528001840909322	42.14119465645914	49.89092070715768	18.365824381510418
gradient	firstorder	Median	25.107755661010742	23.487792015075684	33.440019607543945	42.703670501708984	18.852500915527344	41.43168258666992	49.176082611083984	17.514851093292236
gradient	firstorder	Minimum	2.127650260925293	2.3456099033355713	7.83774995803833	4.423159122467041	2.445596218109131	1.8906538486480713	3.3483877182006836	10.389009475708008
gradient	firstorder	Range	98.65995502471924	86.69243788719177	48.31557035446167	113.64497137069702	31.230982303619385	113.1497437953949	73.75723361968994	15.919748306274414
gradient	firstorder	RobustMeanAbsoluteDeviation	7.408799900730329	7.665258070243018	7.9130534648895265	12.840409149140129	3.7461033494522176	14.058371131722376	7.904392208371844	3.364964008331299
gradient	firstorder	RootMeanSquared	327.1549543476656	326.09842343010695	333.1976207247911	347.26982811699	318.59349237256083	342.8944492299261	350.1629820307848	318.4137521333795
gradient	firstorder	Skewness	0.8615022997007705	1.1193740594128325	-0.12133708130522265	0.6333596260554497	-0.0822230218242848	0.346365729491938	-0.17556774372616754	0.09298596036331339
gradient	firstorder	TotalEnergy	650744614.0576768	75714209.41568413	5551032.722833086	35334725.72147831	12180217.605857395	163549055.20795786	8582987.97892842	608323.9052859433
gradient	firstorder	Uniformity	0.45033852363227145	0.4631951458149223	0.5096	0.302426353248145	0.7005555555555556	0.28965037126314236	0.4481632653061225	0.7222222222222223
