Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_26_segment_Rt Sup Frontal	1: RTSTRUCT: ANON_26_segment_Lt Temporal	1: RTSTRUCT: ANON_26_segment_Lt Parietal
diagnostics	Versions	PyRadiomics	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23	v3.0.1.post15+g2791e23
diagnostics	Versions	Numpy	1.23.4	1.23.4	1.23.4
wavelet-HLL	glrlm	LongRunLowGrayLevelEmphasis	0.028803210184551713	0.03852903516705047	0.050861057638181
wavelet-HLL	glrlm	LowGrayLevelRunEmphasis	0.015126088141627903	0.015488306141202708	0.0247930041105995
wavelet-HLL	glrlm	RunEntropy	4.002016580021831	4.098291149647229	3.6517123026440497
wavelet-HLL	glrlm	RunLengthNonUniformity	3241.8707748010975	4279.369651489701	427.0315864881641
wavelet-HLL	glrlm	RunLengthNonUniformityNormalized	0.6603555202650119	0.5833213030427415	0.6198040235511747
wavelet-HLL	glrlm	RunPercentage	0.7816182536848456	0.707199172612267	0.7497041420118342
wavelet-HLL	glrlm	RunVariance	0.4411852237194578	0.9086512524422022	0.5775175612109454
wavelet-HLL	glrlm	ShortRunEmphasis	0.8385044205480546	0.7904065537929031	0.8130228135036194
wavelet-HLL	glrlm	ShortRunHighGrayLevelEmphasis	78.17302333806623	72.48090957867166	46.68729445659349
wavelet-HLL	glrlm	ShortRunLowGrayLevelEmphasis	0.01307114200201943	0.012917689810837994	0.021166254077205737
wavelet-HLL	glszm	GrayLevelNonUniformity	44.243460764587525	58.5	6.566666666666666
wavelet-HLL	glszm	GrayLevelNonUniformityNormalized	0.08902104781607148	0.08810240963855422	0.10944444444444444
wavelet-HLL	glszm	GrayLevelVariance	13.641502941188378	10.438661271592393	7.526666666666666
wavelet-HLL	glszm	HighGrayLevelZoneEmphasis	103.33802816901408	83.25301204819277	53.766666666666666
wavelet-HLL	glszm	LargeAreaEmphasis	11034.529175050302	28534.156626506025	2534.133333333333
wavelet-HLL	glszm	LargeAreaHighGrayLevelEmphasis	957739.1126760563	2665954.2831325303	149158.96666666667
wavelet-HLL	glszm	LargeAreaLowGrayLevelEmphasis	130.35360799639014	310.4488584373166	44.74840294056226
wavelet-HLL	glszm	LowGrayLevelZoneEmphasis	0.02732345710481512	0.02758798730879157	0.0559566437367213
wavelet-HLL	glszm	SizeZoneNonUniformity	133.77263581488933	163.88855421686748	14.333333333333334
wavelet-HLL	glszm	SizeZoneNonUniformityNormalized	0.26916023302794634	0.24682011177239077	0.2388888888888889
wavelet-HLL	glszm	SmallAreaEmphasis	0.5314568817201528	0.508278900611654	0.4846897943101783
wavelet-HLL	glszm	SmallAreaHighGrayLevelEmphasis	54.14489298870086	42.63154466111832	25.51230682048761
wavelet-HLL	glszm	SmallAreaLowGrayLevelEmphasis	0.015283340399774371	0.013491690095266615	0.035360724766988705
wavelet-HLL	glszm	ZoneEntropy	6.0982180061081985	6.247570399426585	5.05048929585427
wavelet-HLL	glszm	ZonePercentage	0.0795581879302065	0.0646921278254092	0.06593406593406594
wavelet-HLL	glszm	ZoneVariance	10876.538943925121	28295.212077224558	2304.1055555555554
wavelet-HLL	gldm	DependenceEntropy	6.421038332468625	6.470585816869926	6.053403776426941
wavelet-HLL	gldm	DependenceNonUniformity	505.85865215303346	610.7110288386594	67.21538461538462
wavelet-HLL	gldm	DependenceNonUniformityNormalized	0.08097625294589939	0.05950029509340017	0.07386306001690617
wavelet-HLL	gldm	DependenceVariance	15.08435823807241	25.97616452542967	19.25433643279797
wavelet-HLL	gldm	GrayLevelNonUniformity	1045.036497518809	2124.5683943881527	199.87252747252748
wavelet-HLL	gldm	GrayLevelVariance	3.922359684785723	3.3834541677272614	2.2652384977659703
wavelet-HLL	gldm	HighGrayLevelEmphasis	91.79910356971347	92.30923616523772	58.33406593406593
wavelet-HLL	gldm	LargeDependenceEmphasis	59.679045942052184	100.15685892439595	75.61978021978022
wavelet-HLL	gldm	LargeDependenceHighGrayLevelEmphasis	5262.783255962862	9329.910950896337	4582.125274725275
wavelet-HLL	gldm	LargeDependenceLowGrayLevelEmphasis	0.724630659046868	1.1332201523881997	1.3420714133020488
wavelet-HLL	gldm	LowGrayLevelEmphasis	0.014560542339602764	0.014422952506027088	0.02328462828629032
wavelet-HLL	gldm	SmallDependenceEmphasis	0.08906850061802436	0.07080223003119972	0.0717554233112321
wavelet-HLL	gldm	SmallDependenceHighGrayLevelEmphasis	8.787508763706798	6.162300766811803	3.908090277429206
wavelet-HLL	gldm	SmallDependenceLowGrayLevelEmphasis	0.002013151598245742	0.0016179948674449535	0.0034270572803949094
wavelet-HLL	ngtdm	Busyness	2.9444423552074577	5.558162359797924	1.1346601608292086
wavelet-HLL	ngtdm	Coarseness	0.001370841612550709	0.0007738395276329211	0.00844212892908901
wavelet-HLL	ngtdm	Complexity	170.310779699847	131.38114687708156	46.812016890573695
wavelet-HLL	ngtdm	Contrast	0.02503072198616027	0.026037844112436093	0.03747621640605152
wavelet-HLL	ngtdm	Strength	0.19127589227557115	0.09025986289061874	0.38469716746052807
wavelet-HLH	firstorder	10Percentile	-26.43983371216338	-17.080376161537448	-14.399910762995978
wavelet-HLH	firstorder	90Percentile	28.059735574086464	17.36599584968711	14.1938500958532
wavelet-HLH	firstorder	Energy	568204133.9976568	928562377.4274156	82047374.60062659
wavelet-HLH	firstorder	Entropy	2.013480037096469	1.5668325165759378	1.331371020783598
wavelet-HLH	firstorder	InterquartileRange	24.0932828611398	12.636960263676759	12.596294191701318
wavelet-HLH	firstorder	Kurtosis	5.658371816431735	6.420650837201333	4.658108822895007
wavelet-HLH	firstorder	Maximum	113.2948304696913	82.54215103910718	49.39559824870044
wavelet-HLH	firstorder	MeanAbsoluteDeviation	17.136555603989336	10.60065582880221	8.966538673043004
wavelet-HLH	firstorder	Mean	0.6379184001974881	0.3609057049144163	0.018666418628464437
wavelet-HLH	firstorder	Median	0.14581769673283268	0.0195372295062472	-0.20242443232200066
wavelet-HLH	firstorder	Minimum	-150.92042444040325	-68.62599765896293	-48.928406094959726
wavelet-HLH	firstorder	Range	264.2152549100946	151.16814869807013	98.32400434366016
wavelet-HLH	firstorder	RobustMeanAbsoluteDeviation	10.417524176158727	5.760831635071227	5.555599653962246
wavelet-HLH	firstorder	RootMeanSquared	301.58965577992285	300.7787983948599	300.2697955349133
wavelet-HLH	firstorder	Skewness	-0.004076158776328395	0.3642973566771679	0.15886983058634588
wavelet-HLH	firstorder	TotalEnergy	568204133.9976568	928562377.4274156	82047374.60062659
wavelet-HLH	firstorder	Uniformity	0.3104084614048392	0.4011549307175979	0.4427822726723825
wavelet-HLH	firstorder	Variance	573.1624934485593	251.21188797926894	150.74991096639596
wavelet-HLH	glcm	Autocorrelation	56.429484475736814	12.325856034218507	6.277868712513001
wavelet-HLH	glcm	JointAverage	7.510011750530741	3.5056497929593196	2.5013406331705337
wavelet-HLH	glcm	ClusterProminence	20.551386795582683	7.346471172346663	1.9265734876108556
wavelet-HLH	glcm	ClusterShade	0.03534690157509219	0.3632251397694599	0.08421894029332334
wavelet-HLH	glcm	ClusterTendency	2.0091432493238672	1.1433472434020773	0.7796408938382401
wavelet-HLH	glcm	Contrast	1.892879039810387	0.998532804312033	0.6953637887951163
wavelet-HLH	glcm	Correlation	0.025594547501507213	0.06659220963972666	0.05482594404910783
wavelet-HLH	glcm	DifferenceAverage	0.9640836537189791	0.6668404371964485	0.5798733994949097
wavelet-HLH	glcm	DifferenceEntropy	1.7843626244794826	1.419312681890184	1.2364750387982362
wavelet-HLH	glcm	DifferenceVariance	0.9454626643903085	0.5446374138461885	0.35277461638867724
wavelet-HLH	glcm	JointEnergy	0.10718982793744379	0.1777441599727608	0.20482619940398406
wavelet-HLH	glcm	JointEntropy	3.9054019248613683	3.0216532672725314	2.6042651037047233
wavelet-HLH	glcm	Imc1	-0.031462051158625534	-0.0630440166749921	-0.03178743737665078
wavelet-HLH	glcm	Imc2	0.2802616741554978	0.39437718266707056	0.24028996780655182
wavelet-HLH	glcm	Idm	0.6023984868122797	0.6979593667795576	0.7216123391825658
wavelet-HLH	glcm	Idmn	0.987657804522136	0.9814893317075731	0.9614047715570757
wavelet-HLH	glcm	Id	0.6311056033522006	0.7095409751971798	0.7282473955814361
wavelet-HLH	glcm	Idn	0.9304776539656263	0.9207893112729509	0.8877533651286085
wavelet-HLH	glcm	InverseVariance	0.48628616131899716	0.4804974197399479	0.48887105835321204
wavelet-HLH	glcm	MaximumProbability	0.1655028855710356	0.22348633815949606	0.2514664548632792
wavelet-HLH	glcm	SumEntropy	2.4948060058706507	2.0590391795661556	1.8359715389180566
wavelet-HLH	glcm	SumSquares	0.9755055722835636	0.5354700119285275	0.3687511706583391
wavelet-HLH	glrlm	GrayLevelNonUniformity	1172.7583069838902	2204.648047559038	235.33852245105433
wavelet-HLH	glrlm	GrayLevelNonUniformityNormalized	0.2718672673109616	0.36518162727080017	0.4188689674513616
wavelet-HLH	glrlm	GrayLevelVariance	1.2735942707298575	0.6682900882567806	0.42902879453666265
wavelet-HLH	glrlm	HighGrayLevelRunEmphasis	57.85100192029946	13.045014892312789	6.731078387127436
wavelet-HLH	glrlm	LongRunEmphasis	2.9283435264263766	4.497253674135975	3.7699003467384054
wavelet-HLH	glrlm	LongRunHighGrayLevelEmphasis	167.2745770135446	57.05299287689844	24.597795712325627
wavelet-HLH	glrlm	LongRunLowGrayLevelEmphasis	0.05449588280080923	0.4149210975938686	0.7232824575990683
wavelet-HLH	glrlm	LowGrayLevelRunEmphasis	0.01939452933927664	0.10115062022957516	0.20693817996320532
wavelet-HLH	glrlm	RunEntropy	3.397041126622997	3.3278412200617398	2.9136049438605647
wavelet-HLH	glrlm	RunLengthNonUniformity	2370.338610364633	2640.932828592548	257.8045306755306
wavelet-HLH	glrlm	RunLengthNonUniformityNormalized	0.54441722413185	0.43109987353258733	0.4504599139530958
wavelet-HLH	glrlm	RunPercentage	0.6907808055558976	0.5879099466394868	0.6171597633136094
wavelet-HLH	glrlm	RunVariance	0.7713986919048567	1.4282035778224418	0.9785385025575472
wavelet-HLH	glrlm	ShortRunEmphasis	0.7624356143907783	0.6672039728450978	0.6775335172377385
wavelet-HLH	glrlm	ShortRunHighGrayLevelEmphasis	44.3214652515892	8.832416362357838	4.63162467166887
wavelet-HLH	glrlm	ShortRunLowGrayLevelEmphasis	0.01505421377897049	0.07076810384128428	0.1463322294159128
wavelet-HLH	glszm	GrayLevelNonUniformity	58.912772585669785	34.88148148148148	8.714285714285714
wavelet-HLH	glszm	GrayLevelNonUniformityNormalized	0.18352888655971894	0.2583813443072702	0.41496598639455784
wavelet-HLH	glszm	GrayLevelVariance	5.40623635251987	3.179368998628258	2.054421768707483
wavelet-HLH	glszm	HighGrayLevelZoneEmphasis	62.429906542056074	14.488888888888889	8.666666666666666
wavelet-HLH	glszm	LargeAreaEmphasis	35601.785046728975	309194.8740740741	17403.904761904763
wavelet-HLH	glszm	LargeAreaHighGrayLevelEmphasis	2010289.2866043614	3865787.8	110373.42857142857
wavelet-HLH	glszm	LargeAreaLowGrayLevelEmphasis	642.3363067255954	26875.21452952045	3225.3118386243386
wavelet-HLH	glszm	LowGrayLevelZoneEmphasis	0.028008297214511566	0.2527004283194759	0.4755291005291005
wavelet-HLH	glszm	SizeZoneNonUniformity	93.48598130841121	31.45925925925926	6.714285714285714
wavelet-HLH	glszm	SizeZoneNonUniformityNormalized	0.29123358663056453	0.2330315500685871	0.3197278911564626
wavelet-HLH	glszm	SmallAreaEmphasis	0.5525763822051011	0.48565370341709874	0.4106329918353111
wavelet-HLH	glszm	SmallAreaHighGrayLevelEmphasis	33.88482555379643	6.353924447445622	2.992791217748567
wavelet-HLH	glszm	SmallAreaLowGrayLevelEmphasis	0.017734485291574113	0.14670908387876738	0.2492478564174489
wavelet-HLH	glszm	ZoneEntropy	5.025096058433901	4.788942584375329	2.796613851144141
wavelet-HLH	glszm	ZonePercentage	0.05138466463902673	0.013152766952455184	0.023076923076923078
wavelet-HLH	glszm	ZoneVariance	35223.05222193108	303414.3694924555	15526.126984126984
wavelet-HLH	gldm	DependenceEntropy	5.5558032640446395	5.257305873951589	5.018351408757649
wavelet-HLH	gldm	DependenceNonUniformity	409.460060829198	771.6521823850351	69.2
wavelet-HLH	gldm	DependenceNonUniformityNormalized	0.0655450713669278	0.07518045424639859	0.07604395604395604
wavelet-HLH	gldm	DependenceVariance	17.852754063426353	16.16430718509145	14.956111580726965
wavelet-HLH	gldm	GrayLevelNonUniformity	1939.1216583960302	4117.454208885425	402.93186813186816
wavelet-HLH	gldm	GrayLevelVariance	1.022549309341607	0.538655099678693	0.37307571549329793
wavelet-HLH	gldm	HighGrayLevelEmphasis	57.53337602048983	12.865841777084958	6.628571428571429
wavelet-HLH	gldm	LargeDependenceEmphasis	99.56891307827757	153.3901013250195	134.94285714285715
wavelet-HLH	gldm	LargeDependenceHighGrayLevelEmphasis	5644.001120537858	1922.8744154325798	870.1406593406593
wavelet-HLH	gldm	LargeDependenceLowGrayLevelEmphasis	1.802953340168867	13.606842300898016	24.880013736263738
wavelet-HLH	gldm	LowGrayLevelEmphasis	0.019026525659318925	0.0965882272628459	0.19912240537240536
wavelet-HLH	gldm	SmallDependenceEmphasis	0.05720496068342245	0.021285446554040674	0.026086421913493817
wavelet-HLH	gldm	SmallDependenceHighGrayLevelEmphasis	3.462357091467522	0.29456264447376856	0.19652533488115526
wavelet-HLH	gldm	SmallDependenceLowGrayLevelEmphasis	0.0014927604980489264	0.0037564232084710157	0.009810977892975612
wavelet-HLH	ngtdm	Busyness	7.93879611020582	61.7878874308439	19.865706364680115
wavelet-HLH	ngtdm	Coarseness	0.0009412283415125365	0.0004962203243109978	0.005207774368420695
wavelet-HLH	ngtdm	Complexity	52.06380991645053	12.779403408261851	3.2345051334326356
wavelet-HLH	ngtdm	Contrast	0.012037799692255241	0.01515994397491868	0.03283794451512164
wavelet-HLH	ngtdm	Strength	0.06909738153208483	0.011026311038945155	0.027018265380336894
wavelet-HHL	firstorder	10Percentile	-23.429383868079135	-15.01631791246814	-17.27680485640018
wavelet-HHL	firstorder	90Percentile	23.815551548025585	14.423037818355905	17.235045984887083
wavelet-HHL	firstorder	Energy	565044087.210498	926225447.0878898	82036150.70666865
wavelet-HHL	firstorder	Entropy	1.784112481703777	1.4409371272094842	1.4926477923867505
wavelet-HHL	firstorder	InterquartileRange	22.605153348281952	11.931218122731766	15.110083651492685
wavelet-HHL	firstorder	Kurtosis	4.088535404945984	6.924761768818846	4.667830047386556
wavelet-HHL	firstorder	Maximum	82.65927082727332	78.31768619420663	58.60468816195261
wavelet-HHL	firstorder	MeanAbsoluteDeviation	14.568369814518189	9.310312059632336	10.860674287307308
wavelet-HHL	firstorder	Mean	0.1278698989783834	0.0842861119958778	-0.12684444612968263
wavelet-HHL	firstorder	Median	0.08921284577134236	-0.022408912900222434	-0.5424300296107564
wavelet-HHL	firstorder	Minimum	-108.61008707073755	-84.62696940073216	-50.78685380612026
wavelet-HHL	firstorder	Range	191.26935789801087	162.9446555949388	109.39154196807287
wavelet-HHL	firstorder	RobustMeanAbsoluteDeviation	9.441949761155003	5.197353497709995	6.60666471780517
wavelet-HHL	firstorder	RootMeanSquared	300.7498465159472	300.40007213813584	300.24925672043605
wavelet-HHL	firstorder	Skewness	-0.007219272602682535	0.34658561155796697	0.2639818343954612
wavelet-HHL	firstorder	TotalEnergy	565044087.210498	926225447.0878898	82036150.70666865
wavelet-HHL	firstorder	Uniformity	0.3487132315587679	0.4257944512720758	0.41229320130419034
wavelet-HHL	firstorder	Variance	373.73188926767614	189.62456925101677	225.70673933863412
wavelet-HHL	glcm	Autocorrelation	30.328728061270127	20.335785299353955	12.167192315344238
wavelet-HHL	glcm	JointAverage	5.504930938989341	4.506799448786592	3.481895830906737
wavelet-HHL	glcm	ClusterProminence	8.796432717649031	4.160515393432989	5.1967350032250454
wavelet-HHL	glcm	ClusterShade	-0.048463830930361246	0.195584149339476	0.3202943693416206
wavelet-HHL	glcm	ClusterTendency	1.4924925503901711	0.9273299200496972	1.0929900825563426
wavelet-HHL	glcm	Contrast	1.3949320595576749	0.8292013868280813	0.9188526842187049
wavelet-HHL	glcm	Correlation	0.03334901733049568	0.05471730819193039	0.08610838577463335
wavelet-HHL	glcm	DifferenceAverage	0.8459959887142289	0.620846642739372	0.6483615387312356
wavelet-HHL	glcm	DifferenceEntropy	1.624196752119258	1.325919980411569	1.3789421509611688
wavelet-HHL	glcm	DifferenceVariance	0.6673801894506907	0.4359721866926324	0.48350795149594394
wavelet-HHL	glcm	JointEnergy	0.12500511561464023	0.19351514688600366	0.1777498528510522
wavelet-HHL	glcm	JointEntropy	3.55648534852922	2.8010540188610444	2.955546714556289
wavelet-HHL	glcm	Imc1	-0.022776580498372192	-0.044024801876857325	-0.07840517890871385
wavelet-HHL	glcm	Imc2	0.21710131747075564	0.30776904072862404	0.416189106737101
wavelet-HHL	glcm	Idm	0.6301762290668772	0.7097854062679757	0.7023387069998821
wavelet-HHL	glcm	Idmn	0.9838178651122901	0.9877236367223537	0.9768520102730135
wavelet-HHL	glcm	Id	0.6530828846902103	0.7185628558383694	0.7138954508776881
wavelet-HHL	glcm	Idn	0.9200799519034175	0.9331793279133761	0.9118554071658459
wavelet-HHL	glcm	InverseVariance	0.49920097128884233	0.4883620629945064	0.4741251920977889
wavelet-HHL	glcm	MaximumProbability	0.1796697655093255	0.23498841239104057	0.2456500695779259
wavelet-HHL	glcm	SumEntropy	2.3113675907806406	1.9374688332469725	2.0349740373698633
wavelet-HHL	glcm	SumSquares	0.7218561524869614	0.43913282671944465	0.5029606916937619
wavelet-HHL	glrlm	GrayLevelNonUniformity	1302.6441661203467	2346.501377690919	222.85505301245817
wavelet-HHL	glrlm	GrayLevelNonUniformityNormalized	0.3111457607695525	0.39416924458471286	0.38950194250302184
wavelet-HHL	glrlm	GrayLevelVariance	0.86785818314068	0.5406908576960574	0.5420429298386698
wavelet-HHL	glrlm	HighGrayLevelRunEmphasis	31.19716020865555	20.93533489149272	12.835618970332753
wavelet-HHL	glrlm	LongRunEmphasis	3.097104556102386	4.58238849850601	3.638609013057834
wavelet-HHL	glrlm	LongRunHighGrayLevelEmphasis	95.41373562375976	94.41591971393716	44.85106795141337
wavelet-HHL	glrlm	LongRunLowGrayLevelEmphasis	0.10855422864958422	0.23974766777932935	0.340925841740486
wavelet-HHL	glrlm	LowGrayLevelRunEmphasis	0.03657993526563718	0.05389470753151451	0.09529562349414039
wavelet-HHL	glrlm	RunEntropy	3.2274096665138954	3.2223343645972133	3.0306422276141785
wavelet-HHL	glrlm	RunLengthNonUniformity	2176.20468844852	2531.312036395903	268.46690678525596
wavelet-HHL	glrlm	RunLengthNonUniformityNormalized	0.5156682897665712	0.4186703360996796	0.46115786779609774
wavelet-HHL	glrlm	RunPercentage	0.6704387336690842	0.5798234306613106	0.6292476754015215
wavelet-HHL	glrlm	RunVariance	0.8212519156015202	1.423145317331477	0.9577178751424484
wavelet-HHL	glrlm	ShortRunEmphasis	0.7419368794877136	0.6581388720151051	0.691937188802999
wavelet-HHL	glrlm	ShortRunHighGrayLevelEmphasis	23.278103139609392	13.901496268321031	9.041365345580903
wavelet-HHL	glrlm	ShortRunLowGrayLevelEmphasis	0.02765939134547945	0.036116293438434706	0.06692595598283599
wavelet-HHL	glszm	GrayLevelNonUniformity	66.82786885245902	47.957142857142856	2.857142857142857
wavelet-HHL	glszm	GrayLevelNonUniformityNormalized	0.2738847084117173	0.34255102040816326	0.20408163265306123
wavelet-HHL	glszm	GrayLevelVariance	3.5608707336737435	2.807142857142857	2.88265306122449
wavelet-HHL	glszm	HighGrayLevelZoneEmphasis	34.08196721311475	23.057142857142857	17.214285714285715
wavelet-HHL	glszm	LargeAreaEmphasis	53746.92213114754	318052.1	24223.14285714286
wavelet-HHL	glszm	LargeAreaHighGrayLevelEmphasis	1640390.8155737706	6491410.828571429	294123.9285714286
wavelet-HHL	glszm	LargeAreaLowGrayLevelEmphasis	1821.622861000882	16376.966944211616	2172.8301785714284
wavelet-HHL	glszm	LowGrayLevelZoneEmphasis	0.05213648281868911	0.08493323817622288	0.17424603174603176
wavelet-HHL	glszm	SizeZoneNonUniformity	63.65573770491803	38.7	2.2857142857142856
wavelet-HHL	glszm	SizeZoneNonUniformityNormalized	0.2608841709217952	0.2764285714285714	0.16326530612244897
wavelet-HHL	glszm	SmallAreaEmphasis	0.5131610203300627	0.540086440782027	0.3448767719698292
wavelet-HHL	glszm	SmallAreaHighGrayLevelEmphasis	16.813932085345996	12.961627323370552	5.858116385634853
wavelet-HHL	glszm	SmallAreaLowGrayLevelEmphasis	0.030828375997221772	0.04496370416256179	0.09851636730014657
wavelet-HHL	glszm	ZoneEntropy	4.646111943193862	4.296179431560109	3.6644977792004574
wavelet-HHL	glszm	ZonePercentage	0.03905874819913559	0.013639906469212782	0.015384615384615385
wavelet-HHL	glszm	ZoneVariance	53091.43622346144	312677.1155102041	19998.142857142855
wavelet-HHL	gldm	DependenceEntropy	5.336433915762427	5.1097298814424015	5.208638289097745
wavelet-HHL	gldm	DependenceNonUniformity	429.60573075076036	819.1652377240841	66.91428571428571
wavelet-HHL	gldm	DependenceNonUniformityNormalized	0.06876992648483438	0.07980955160990688	0.07353218210361068
wavelet-HHL	gldm	DependenceVariance	16.52799070462738	14.908382042222504	14.281072334259147
wavelet-HHL	gldm	GrayLevelNonUniformity	2178.411557547623	4370.354247856586	375.1868131868132
wavelet-HHL	gldm	GrayLevelVariance	0.7074725338308058	0.4447980561804374	0.47166888056997947
wavelet-HHL	gldm	HighGrayLevelEmphasis	31.014727068993118	20.763250194855807	12.598901098901099
wavelet-HHL	gldm	LargeDependenceEmphasis	108.08596126140547	157.1042478565861	127.48131868131868
wavelet-HHL	gldm	LargeDependenceHighGrayLevelEmphasis	3301.1293420842003	3214.9033515198753	1528.4868131868132
wavelet-HHL	gldm	LargeDependenceLowGrayLevelEmphasis	3.6937822129931006	8.122900767940653	11.843903235653237
wavelet-HHL	gldm	LowGrayLevelEmphasis	0.03585767557946585	0.05305347016209705	0.09428724053724052
wavelet-HHL	gldm	SmallDependenceEmphasis	0.04470203263212554	0.02083753363818994	0.021510156815317472
wavelet-HHL	gldm	SmallDependenceHighGrayLevelEmphasis	1.454924503600058	0.4692466654423861	0.3058517034664688
wavelet-HHL	gldm	SmallDependenceLowGrayLevelEmphasis	0.002176042145568218	0.0014298741215922385	0.0032837777007348897
wavelet-HHL	ngtdm	Busyness	16.308737471653036	41.103096602865996	6.946901340668206
wavelet-HHL	ngtdm	Coarseness	0.0008816766989049609	0.000468878706317629	0.005604246400031084
wavelet-HHL	ngtdm	Complexity	25.077676794576323	16.52408200653923	8.596358328649854
wavelet-HHL	ngtdm	Contrast	0.013379646091542857	0.008924366267915384	0.017547184934479657
wavelet-HHL	ngtdm	Strength	0.03228881177312657	0.0158020537558101	0.08007637393767818
wavelet-HHH	firstorder	10Percentile	-12.712673274446315	-5.967185801105403	-6.335354421117406
wavelet-HHH	firstorder	90Percentile	12.89474036163346	6.098406808994792	5.889308321862088
wavelet-HHH	firstorder	Energy	562796684.6999267	924085312.9964609	81898422.23490414
wavelet-HHH	firstorder	Entropy	1.1894204276631641	1.0138890120931716	0.9999128895013556
wavelet-HHH	firstorder	InterquartileRange	12.575224393725165	5.086855483507577	5.780072077808505
wavelet-HHH	firstorder	Kurtosis	4.4963751339445235	5.81346962650977	3.8086170290449335
wavelet-HHH	firstorder	Maximum	66.21930905191721	30.384880209415908	17.44637020496652
wavelet-HHH	firstorder	MeanAbsoluteDeviation	8.051632002087219	3.781277842442692	3.8026865151524842
wavelet-HHH	firstorder	Mean	-0.039157537717329834	0.004646813656486452	-0.045221794844884616
wavelet-HHH	firstorder	Median	-0.054237478493946945	-0.045444958307575986	-0.025743517927974816
wavelet-HHH	firstorder	Minimum	-53.234065364254775	-29.512707191146127	-18.051161108014924
wavelet-HHH	firstorder	Range	119.45337441617198	59.89758740056203	35.497531312981444
wavelet-HHH	firstorder	RobustMeanAbsoluteDeviation	5.242152807627211	2.2253629181348695	2.4355870539781628
wavelet-HHH	firstorder	RootMeanSquared	300.1511504130436	300.0528196221095	299.99711030642004
wavelet-HHH	firstorder	Skewness	0.015269608456481799	-0.08317505290362194	-0.06542401771594031
wavelet-HHH	firstorder	TotalEnergy	562796684.6999267	924085312.9964609	81898422.23490414
wavelet-HHH	firstorder	Uniformity	0.4724673606097055	0.4987894222305113	0.5000603791812583
wavelet-HHH	firstorder	Variance	114.20608359116667	28.906453391427295	25.39722409856634
wavelet-HHH	glcm	Autocorrelation	12.238180008883557	6.217627489647763	2.2494674428094954
wavelet-HHH	glcm	JointAverage	3.4991334102647236	2.4935412350130557	1.4992538066604826
wavelet-HHH	glcm	ClusterProminence	1.0152994912647622	0.5200878240465544	0.5033853776480373
wavelet-HHH	glcm	ClusterShade	0.00624922923702769	0.004313311057035607	0.0007531155922583948
wavelet-HHH	glcm	ClusterTendency	0.6036276288012892	0.5046805391234912	0.5033875566856449
wavelet-HHH	glcm	Contrast	0.6266570531779353	0.5051642008376331	0.4965879543439042
wavelet-HHH	glcm	Correlation	-0.018646602984492264	-0.0004869553651274373	0.006798875914044309
wavelet-HHH	glcm	DifferenceAverage	0.562777663526438	0.5025963666770151	0.4965879543439042
wavelet-HHH	glcm	DifferenceEntropy	1.1623787696175343	1.0108983217333527	0.9944211034206835
wavelet-HHH	glcm	DifferenceVariance	0.30858093236920653	0.2519324011449259	0.24807092887778415
wavelet-HHH	glcm	JointEnergy	0.22537494295015262	0.24944931785066307	0.2519413156074413
wavelet-HHH	glcm	JointEntropy	2.3655767839061728	2.0250898801421595	1.994384490067665
wavelet-HHH	glcm	Imc1	-0.007083680773815206	-0.0022569865320636083	-0.005580258037843533
wavelet-HHH	glcm	Imc2	0.1188064969394167	0.05200290041470469	0.0908541832430883
wavelet-HHH	glcm	Idm	0.724985079142763	0.7489586000775541	0.751706022828048
wavelet-HHH	glcm	Idmn	0.9833599075767636	0.970330304965954	0.9006824091312193
wavelet-HHH	glcm	Id	0.7287825014099559	0.7491276975839412	0.751706022828048
wavelet-HHH	glcm	Idn	0.9207207576288449	0.8995660821151715	0.8344706818853654
wavelet-HHH	glcm	InverseVariance	0.5112734419951493	0.5003692642532089	0.4965879543439042
wavelet-HHH	glcm	MaximumProbability	0.24947775448652024	0.26212556886981	0.26991288830591276
wavelet-HHH	glcm	SumEntropy	1.6697067010794038	1.5112161721735942	1.497796535723761
wavelet-HHH	glcm	SumSquares	0.3075711704948061	0.25246118499028103	0.24999387775738727
wavelet-HHH	glrlm	GrayLevelNonUniformity	1659.9604103820532	2790.5880825245035	270.6233173380475
wavelet-HHH	glrlm	GrayLevelNonUniformityNormalized	0.45527852153216214	0.49771454830483675	0.5001585801862084
wavelet-HHH	glrlm	GrayLevelVariance	0.3470859371618408	0.25458681360134044	0.24992070990689574
wavelet-HHH	glrlm	HighGrayLevelRunEmphasis	12.587145123233269	6.5021041470127665	2.475070362380255
wavelet-HHH	glrlm	LongRunEmphasis	4.22428141820886	4.954668882318526	3.9235273666710686
wavelet-HHH	glrlm	LongRunHighGrayLevelEmphasis	52.84940300220417	31.88971280911282	9.797602793385325
wavelet-HHH	glrlm	LongRunLowGrayLevelEmphasis	0.37037665343327364	0.904467554493125	2.4550085099925036
wavelet-HHH	glrlm	LowGrayLevelRunEmphasis	0.08981481112504823	0.18156880093142577	0.6312324094049363
wavelet-HHH	glrlm	RunEntropy	2.896980025969701	2.7724059091246906	2.551599747956256
wavelet-HHH	glrlm	RunLengthNonUniformity	1526.5750891135058	2243.1889183505427	239.75641678742903
