Image type	Feature Class	Feature Name	1: RTSTRUCT: ANON_30_segment_Rt Parietal
original	shape	Sphericity	0.6050636145926477
original	shape	SurfaceArea	4313.2293150068945
original	shape	SurfaceVolumeRatio	0.34405142137399697
original	shape	VoxelVolume	12590.0
original	firstorder	10Percentile	60.14551465714599
original	firstorder	90Percentile	195.93477147443443
original	firstorder	Energy	2253867242.539949
original	firstorder	Entropy	2.9761371942265202
original	firstorder	InterquartileRange	82.04741566047433
original	firstorder	Kurtosis	3.023462145208079
original	firstorder	Maximum	315.24924817676646
original	firstorder	MeanAbsoluteDeviation	44.4672196728722
original	firstorder	Mean	119.61938891784659
original	firstorder	Median	110.14921038946346
original	firstorder	Minimum	-57.97715383867475
original	firstorder	Range	373.2264020154412
original	firstorder	RobustMeanAbsoluteDeviation	32.754139514211886
original	firstorder	RootMeanSquared	423.1080621906215
original	firstorder	Skewness	0.7568006016622877
original	firstorder	TotalEnergy	2253867242.539949
original	firstorder	Uniformity	0.15168192666494645
original	firstorder	Variance	2940.0007349158313
original	glcm	Autocorrelation	71.55546545753344
original	glcm	JointAverage	8.22470525660957
original	glcm	ClusterProminence	907.6540940451707
original	glcm	ClusterShade	55.723776954350164
original	glcm	ClusterTendency	17.663989979607784
original	glcm	Contrast	2.026997590862972
original	glcm	Correlation	0.7942492645024721
original	glcm	DifferenceAverage	0.9226665061237198
original	glcm	DifferenceEntropy	1.8557278221834843
original	glcm	DifferenceVariance	1.155924931834792
original	glcm	JointEnergy	0.06115812521377613
original	glcm	JointEntropy	5.124588954929359
original	glcm	Imc1	-0.2660357779608392
original	glcm	Imc2	0.8832037184336634
original	glcm	Idm	0.6388750116247183
original	glcm	Idmn	0.9923979510557402
original	glcm	Id	0.6692471503444624
original	glcm	Idn	0.9490562931862959
original	glcm	InverseVariance	0.39041549818152965
original	glcm	MaximumProbability	0.19920925764171565
original	glcm	SumEntropy	3.817104990284281
original	glcm	SumSquares	4.92274689261769
original	glrlm	GrayLevelNonUniformity	1038.7649068183366
original	glrlm	GrayLevelNonUniformityNormalized	0.13373357988678017
original	glrlm	GrayLevelVariance	4.73663464550448
original	glrlm	HighGrayLevelRunEmphasis	81.94742819086952
original	glrlm	LongRunEmphasis	4.893018686802704
original	glrlm	LongRunHighGrayLevelEmphasis	282.3324364947638
original	glrlm	LongRunLowGrayLevelEmphasis	0.10585709914573621
original	glrlm	LowGrayLevelRunEmphasis	0.015895197782615448
original	glrlm	RunEntropy	4.437469452351783
original	glrlm	RunLengthNonUniformity	4198.805170050399
original	glrlm	RunLengthNonUniformityNormalized	0.5382995323952038
original	glrlm	RunPercentage	0.6168387609213662
original	glrlm	RunVariance	2.2256677891078467
original	glrlm	ShortRunEmphasis	0.7614141110570372
original	glrlm	ShortRunHighGrayLevelEmphasis	65.23457862372364
original	glrlm	ShortRunLowGrayLevelEmphasis	0.011573014822206804
original	glszm	GrayLevelNonUniformity	41.48362720403023
original	glszm	GrayLevelNonUniformityNormalized	0.10449276373811141
original	glszm	GrayLevelVariance	7.6384724222601506
original	glszm	HighGrayLevelZoneEmphasis	85.00755667506297
original	glszm	LargeAreaEmphasis	48950.55919395466
original	glszm	LargeAreaHighGrayLevelEmphasis	2720505.5012594457
original	glszm	LargeAreaLowGrayLevelEmphasis	1013.8876528531201
original	glszm	LowGrayLevelZoneEmphasis	0.02338520687282481
original	glszm	SizeZoneNonUniformity	106.088161209068
original	glszm	SizeZoneNonUniformityNormalized	0.2672245874283829
original	glszm	SmallAreaEmphasis	0.5332111498581246
original	glszm	SmallAreaHighGrayLevelEmphasis	42.48157835122608
original	glszm	SmallAreaLowGrayLevelEmphasis	0.015071259566870802
original	glszm	ZoneEntropy	5.907793580097133
original	glszm	ZonePercentage	0.03153296266878475
original	glszm	ZoneVariance	47944.85457048773
original	gldm	DependenceEntropy	6.993274808999002
original	gldm	DependenceNonUniformity	635.7116759332804
original	gldm	DependenceNonUniformityNormalized	0.05049338172623355
original	gldm	DependenceVariance	52.590310047246795
original	gldm	GrayLevelNonUniformity	1909.675456711676
original	gldm	GrayLevelVariance	4.774931527158549
original	gldm	HighGrayLevelEmphasis	73.3580619539317
original	gldm	LargeDependenceEmphasis	172.75996822875297
original	gldm	LargeDependenceHighGrayLevelEmphasis	8862.2746624305
original	gldm	LargeDependenceLowGrayLevelEmphasis	3.983413282207848
original	gldm	LowGrayLevelEmphasis	0.017800158720289814
original	gldm	SmallDependenceEmphasis	0.045597204963806835
original	gldm	SmallDependenceHighGrayLevelEmphasis	3.882875865684262
original	gldm	SmallDependenceLowGrayLevelEmphasis	0.0009021040465629513
original	ngtdm	Busyness	6.4050960873482365
original	ngtdm	Coarseness	0.0010460467939794257
original	ngtdm	Complexity	67.750766420886
original	ngtdm	Contrast	0.023855892973158602
original	ngtdm	Strength	0.11053507048653478
exponential	firstorder	10Percentile	2.865895168395055
exponential	firstorder	90Percentile	30.875017554275203
exponential	firstorder	Energy	1246175179.2859483
exponential	firstorder	Entropy	0.792716215224149
exponential	firstorder	InterquartileRange	11.491457439017163
exponential	firstorder	Kurtosis	22.87255121663686
exponential	firstorder	Maximum	249.28922425409246
exponential	firstorder	MeanAbsoluteDeviation	11.898605138791462
exponential	firstorder	Mean	13.960052250414876
exponential	firstorder	Median	6.87728058352447
exponential	firstorder	Minimum	0.3624305582891555
exponential	firstorder	Range	248.9267936958033
exponential	firstorder	RobustMeanAbsoluteDeviation	5.328183614467968
exponential	firstorder	RootMeanSquared	314.61301408670346
exponential	firstorder	Skewness	3.8966527812469973
exponential	firstorder	TotalEnergy	1246175179.2859483
exponential	firstorder	Uniformity	0.7603896457026487
exponential	firstorder	Variance	410.43422363702877
exponential	glcm	Autocorrelation	1.8854913823834356
exponential	glcm	JointAverage	1.239262897360325
exponential	glcm	ClusterProminence	80.95334801309512
exponential	glcm	ClusterShade	10.42371610191757
exponential	glcm	ClusterTendency	1.8609204921972606
exponential	glcm	Contrast	0.4620622402380346
exponential	glcm	Correlation	0.6023317378080958
exponential	glcm	DifferenceAverage	0.22647162159846967
exponential	glcm	DifferenceEntropy	0.8191027711028832
exponential	glcm	DifferenceVariance	0.40981985775541463
exponential	glcm	JointEnergy	0.6672757291990439
exponential	glcm	JointEntropy	1.4163055046001676
exponential	glcm	Imc1	-0.23319529956293014
exponential	glcm	Imc2	0.5529576548427542
exponential	glcm	Idm	0.9078703200923368
exponential	glcm	Idmn	0.9957951359591912
exponential	glcm	Id	0.9140677748452425
exponential	glcm	Idn	0.980990494156695
exponential	glcm	InverseVariance	0.11627593589667076
exponential	glcm	MaximumProbability	0.8142244446544071
exponential	glcm	SumEntropy	1.1492455381738658
exponential	glcm	SumSquares	0.5807456831088239
exponential	glrlm	GrayLevelNonUniformity	1268.0309203104835
exponential	glrlm	GrayLevelNonUniformityNormalized	0.40474172497825706
exponential	glrlm	GrayLevelVariance	1.5558201149668915
exponential	glrlm	HighGrayLevelRunEmphasis	4.743689425246059
exponential	glrlm	LongRunEmphasis	40.690734721680585
exponential	glrlm	LongRunHighGrayLevelEmphasis	46.895629797217524
exponential	glrlm	LongRunLowGrayLevelEmphasis	39.98086481295662
exponential	glrlm	LowGrayLevelRunEmphasis	0.6538091503745045
exponential	glrlm	RunEntropy	4.302654146561847
exponential	glrlm	RunLengthNonUniformity	805.4074148937972
exponential	glrlm	RunLengthNonUniformityNormalized	0.25752952112071775
exponential	glrlm	RunPercentage	0.2471803018268467
exponential	glrlm	RunVariance	23.617405209439085
exponential	glrlm	ShortRunEmphasis	0.5225516855221429
exponential	glrlm	ShortRunHighGrayLevelEmphasis	3.828250794860654
exponential	glrlm	ShortRunLowGrayLevelEmphasis	0.23353454436315735
exponential	glszm	GrayLevelNonUniformity	15.79245283018868
exponential	glszm	GrayLevelNonUniformityNormalized	0.14898540405838376
exponential	glszm	GrayLevelVariance	3.8537735849056602
exponential	glszm	HighGrayLevelZoneEmphasis	24.10377358490566
exponential	glszm	LargeAreaEmphasis	1125215.566037736
exponential	glszm	LargeAreaHighGrayLevelEmphasis	1142203.783018868
exponential	glszm	LargeAreaLowGrayLevelEmphasis	1121439.4946366015
exponential	glszm	LowGrayLevelZoneEmphasis	0.10106348820101066
exponential	glszm	SizeZoneNonUniformity	21.67924528301887
exponential	glszm	SizeZoneNonUniformityNormalized	0.20452118191527233
exponential	glszm	SmallAreaEmphasis	0.4613114278725952
exponential	glszm	SmallAreaHighGrayLevelEmphasis	13.401480663742225
exponential	glszm	SmallAreaLowGrayLevelEmphasis	0.033748135172999495
exponential	glszm	ZoneEntropy	5.361814265998879
exponential	glszm	ZonePercentage	0.008419380460683083
exponential	glszm	ZoneVariance	1111108.4015663937
exponential	gldm	DependenceEntropy	4.049460379656557
exponential	gldm	DependenceNonUniformity	2277.502621127879
exponential	gldm	DependenceNonUniformityNormalized	0.18089774591960917
exponential	gldm	DependenceVariance	57.128183707961924
exponential	gldm	GrayLevelNonUniformity	9573.305639396347
exponential	gldm	GrayLevelVariance	0.5597443979203587
exponential	gldm	HighGrayLevelEmphasis	2.082684670373312
exponential	gldm	LargeDependenceEmphasis	480.3893566322478
exponential	gldm	LargeDependenceHighGrayLevelEmphasis	516.8547259729944
exponential	gldm	LargeDependenceLowGrayLevelEmphasis	474.53831255280704
exponential	gldm	LowGrayLevelEmphasis	0.8918974602939461
exponential	gldm	SmallDependenceEmphasis	0.011863336350389957
exponential	gldm	SmallDependenceHighGrayLevelEmphasis	0.18296555799025888
exponential	gldm	SmallDependenceLowGrayLevelEmphasis	0.0036358130491678177
exponential	ngtdm	Busyness	47.49561977584859
exponential	ngtdm	Coarseness	0.001118780233003735
exponential	ngtdm	Complexity	11.537602055608218
exponential	ngtdm	Contrast	0.0021393814530071675
exponential	ngtdm	Strength	0.24945000052365177
square	firstorder	10Percentile	10.911250710361637
square	firstorder	90Percentile	115.79533761032728
square	firstorder	Energy	1588077930.2030282
square	firstorder	Entropy	2.473951394148136
square	firstorder	InterquartileRange	56.40715458437212
square	firstorder	Kurtosis	5.749025122270466
square	firstorder	Maximum	299.76171360852067
square	firstorder	MeanAbsoluteDeviation	35.850669828995784
square	firstorder	Mean	52.02677471594374
square	firstorder	Median	36.595764165539464
square	firstorder	Minimum	0.0009616339134170795
square	firstorder	Range	299.7607519746073
square	firstorder	RobustMeanAbsoluteDeviation	23.591688276583753
square	firstorder	RootMeanSquared	355.15917632023263
square	firstorder	Skewness	1.6313721594407142
square	firstorder	TotalEnergy	1588077930.2030282
square	firstorder	Uniformity	0.23576082231759762
square	firstorder	Variance	2215.190407556277
square	glcm	Autocorrelation	9.317092522454852
square	glcm	JointAverage	2.543229767302828
square	glcm	ClusterProminence	908.054198539629
square	glcm	ClusterShade	72.20227278739586
square	glcm	ClusterTendency	13.153897677166988
square	glcm	Contrast	1.7584727013064583
square	glcm	Correlation	0.7642486021162166
square	glcm	DifferenceAverage	0.7564548686192248
square	glcm	DifferenceEntropy	1.713895514006091
square	glcm	DifferenceVariance	1.173933801891335
square	glcm	JointEnergy	0.13904456103897497
square	glcm	JointEntropy	4.2125151648074395
square	glcm	Imc1	-0.2801050978340517
square	glcm	Imc2	0.8575044814810883
square	glcm	Idm	0.7093572276334252
square	glcm	Idmn	0.9887683547859836
square	glcm	Id	0.7328157186006199
square	glcm	Idn	0.9466836468996498
square	glcm	InverseVariance	0.32076963716725876
square	glcm	MaximumProbability	0.33646747026550944
square	glcm	SumEntropy	3.2129415884996035
square	glcm	SumSquares	3.728092594618362
square	glrlm	GrayLevelNonUniformity	1148.8951206446284
square	glrlm	GrayLevelNonUniformityNormalized	0.17513616728559667
square	glrlm	GrayLevelVariance	4.137355431085551
square	glrlm	HighGrayLevelRunEmphasis	15.239585332141898
square	glrlm	LongRunEmphasis	9.036787543006271
square	glrlm	LongRunHighGrayLevelEmphasis	37.63240368392037
square	glrlm	LongRunLowGrayLevelEmphasis	7.014927523274168
square	glrlm	LowGrayLevelRunEmphasis	0.2587049218884937
square	glrlm	RunEntropy	4.278402446997684
square	glrlm	RunLengthNonUniformity	3283.4875882242873
square	glrlm	RunLengthNonUniformityNormalized	0.49898483392190635
square	glrlm	RunPercentage	0.5204191360664752
square	glrlm	RunVariance	5.275482744955161
square	glrlm	ShortRunEmphasis	0.7334200685658122
square	glrlm	ShortRunHighGrayLevelEmphasis	12.928178819607176
square	glrlm	ShortRunLowGrayLevelEmphasis	0.14101402338541444
square	glszm	GrayLevelNonUniformity	36.50148367952522
square	glszm	GrayLevelNonUniformityNormalized	0.10831300795111343
square	glszm	GrayLevelVariance	7.498401852618233
square	glszm	HighGrayLevelZoneEmphasis	31.55786350148368
square	glszm	LargeAreaEmphasis	89927.3590504451
square	glszm	LargeAreaHighGrayLevelEmphasis	288523.9258160237
square	glszm	LargeAreaLowGrayLevelEmphasis	60360.670635755465
square	glszm	LowGrayLevelZoneEmphasis	0.19764783783913456
square	glszm	SizeZoneNonUniformity	87.49851632047478
square	glszm	SizeZoneNonUniformityNormalized	0.25963951430407944
square	glszm	SmallAreaEmphasis	0.527578515652289
square	glszm	SmallAreaHighGrayLevelEmphasis	15.679393811744381
square	glszm	SmallAreaLowGrayLevelEmphasis	0.10764479799545208
square	glszm	ZoneEntropy	5.828143566247869
square	glszm	ZonePercentage	0.026767275615567913
square	glszm	ZoneVariance	88531.66040028528
square	gldm	DependenceEntropy	6.219768648793315
square	gldm	DependenceNonUniformity	745.9944400317712
square	gldm	DependenceNonUniformityNormalized	0.05925293407718596
square	gldm	DependenceVariance	71.7629452627342
square	gldm	GrayLevelNonUniformity	2968.2287529785544
square	gldm	GrayLevelVariance	3.6140364372546263
square	gldm	HighGrayLevelEmphasis	10.244559173947577
square	gldm	LargeDependenceEmphasis	253.17966640190627
square	gldm	LargeDependenceHighGrayLevelEmphasis	758.3287529785545
square	gldm	LargeDependenceLowGrayLevelEmphasis	204.21301534290856
square	gldm	LowGrayLevelEmphasis	0.46410580096261156
square	gldm	SmallDependenceEmphasis	0.03780686896923392
square	gldm	SmallDependenceHighGrayLevelEmphasis	0.9379151985016813
square	gldm	SmallDependenceLowGrayLevelEmphasis	0.007190866291699763
square	ngtdm	Busyness	41.00611445159242
square	ngtdm	Coarseness	0.000913864447079659
square	ngtdm	Complexity	40.69940275271092
square	ngtdm	Contrast	0.027913562847621243
square	ngtdm	Strength	0.11568839170061623
squareroot	firstorder	10Percentile	141.21069835630905
squareroot	firstorder	90Percentile	254.87177028102107
squareroot	firstorder	Energy	3098751682.8637314
squareroot	firstorder	Entropy	2.8047210382703556
squareroot	firstorder	InterquartileRange	71.17349600451374
squareroot	firstorder	Kurtosis	3.802819965684012
squareroot	firstorder	Maximum	323.2905483737442
squareroot	firstorder	MeanAbsoluteDeviation	37.08614437193055
squareroot	firstorder	Mean	194.08875787723326
squareroot	firstorder	Median	191.09823339804183
squareroot	firstorder	Minimum	-138.6418752377754
squareroot	firstorder	Range	461.93242361151954
squareroot	firstorder	RobustMeanAbsoluteDeviation	28.058582868172536
squareroot	firstorder	RootMeanSquared	496.1129034161071
squareroot	firstorder	Skewness	0.12305640742096867
squareroot	firstorder	TotalEnergy	3098751682.8637314
squareroot	firstorder	Uniformity	0.15842850933169975
squareroot	firstorder	Variance	2004.3122752923716
squareroot	glcm	Autocorrelation	204.52564541560866
squareroot	glcm	JointAverage	14.207187161359112
squareroot	glcm	ClusterProminence	412.4970997265309
squareroot	glcm	ClusterShade	12.201323233194033
squareroot	glcm	ClusterTendency	12.185980076626086
squareroot	glcm	Contrast	1.4614159355327585
squareroot	glcm	Correlation	0.7859316670765022
squareroot	glcm	DifferenceAverage	0.7785162823562186
squareroot	glcm	DifferenceEntropy	1.6496031900846384
squareroot	glcm	DifferenceVariance	0.8409002768340645
squareroot	glcm	JointEnergy	0.0537797611882386
squareroot	glcm	JointEntropy	4.813856255588324
squareroot	glcm	Imc1	-0.27884212196732827
squareroot	glcm	Imc2	0.881714034326201
squareroot	glcm	Idm	0.6708825111719686
squareroot	glcm	Idmn	0.9960913257307804
squareroot	glcm	Id	0.6928883813571012
squareroot	glcm	Idn	0.9625722996989775
squareroot	glcm	InverseVariance	0.42383383727331575
squareroot	glcm	MaximumProbability	0.13458722220410532
squareroot	glcm	SumEntropy	3.676278008795827
squareroot	glcm	SumSquares	3.411849003039711
squareroot	glrlm	GrayLevelNonUniformity	1192.1673384354158
squareroot	glrlm	GrayLevelNonUniformityNormalized	0.15771142205074445
squareroot	glrlm	GrayLevelVariance	3.2480508447159195
squareroot	glrlm	HighGrayLevelRunEmphasis	214.66072672713543
squareroot	glrlm	LongRunEmphasis	4.656455550880103
squareroot	glrlm	LongRunHighGrayLevelEmphasis	895.8081019289243
squareroot	glrlm	LongRunLowGrayLevelEmphasis	0.026183735217746647
squareroot	glrlm	LowGrayLevelRunEmphasis	0.005354774784905856
squareroot	glrlm	RunEntropy	4.335887828764381
squareroot	glrlm	RunLengthNonUniformity	3694.235413375589
squareroot	glrlm	RunLengthNonUniformityNormalized	0.4849100601760432
squareroot	glrlm	RunPercentage	0.600623205230036
squareroot	glrlm	RunVariance	1.8249642397941008
squareroot	glrlm	ShortRunEmphasis	0.7225203745138694
squareroot	glrlm	ShortRunHighGrayLevelEmphasis	157.81307693181742
squareroot	glrlm	ShortRunLowGrayLevelEmphasis	0.003910784219451634
squareroot	glszm	GrayLevelNonUniformity	34.62686567164179
squareroot	glszm	GrayLevelNonUniformityNormalized	0.12920472265537983
squareroot	glszm	GrayLevelVariance	8.432000445533525
squareroot	glszm	HighGrayLevelZoneEmphasis	186.27611940298507
squareroot	glszm	LargeAreaEmphasis	78791.81343283581
squareroot	glszm	LargeAreaHighGrayLevelEmphasis	15446425.041044775
squareroot	glszm	LargeAreaLowGrayLevelEmphasis	419.4515028984027
squareroot	glszm	LowGrayLevelZoneEmphasis	0.015856008766136104
squareroot	glszm	SizeZoneNonUniformity	74.08208955223881
squareroot	glszm	SizeZoneNonUniformityNormalized	0.27642570728447313
squareroot	glszm	SmallAreaEmphasis	0.5433241308752023
squareroot	glszm	SmallAreaHighGrayLevelEmphasis	94.48734068393601
squareroot	glszm	SmallAreaLowGrayLevelEmphasis	0.012428349590760376
squareroot	glszm	ZoneEntropy	5.552413112247532
squareroot	glszm	ZonePercentage	0.021286735504368548
squareroot	glszm	ZoneVariance	76584.91740922254
squareroot	gldm	DependenceEntropy	6.9973190121067415
squareroot	gldm	DependenceNonUniformity	608.302303415409
squareroot	gldm	DependenceNonUniformityNormalized	0.04831630686381327
squareroot	gldm	DependenceVariance	40.280976530536925
squareroot	gldm	GrayLevelNonUniformity	1994.6149324861
squareroot	gldm	GrayLevelVariance	3.32743879334873
squareroot	gldm	HighGrayLevelEmphasis	206.74209690230342
squareroot	gldm	LargeDependenceEmphasis	169.87180301826848
squareroot	gldm	LargeDependenceHighGrayLevelEmphasis	31489.3208101668
squareroot	gldm	LargeDependenceLowGrayLevelEmphasis	0.971337281271018
squareroot	gldm	LowGrayLevelEmphasis	0.005397378814731945
squareroot	gldm	SmallDependenceEmphasis	0.033546727267312844
squareroot	gldm	SmallDependenceHighGrayLevelEmphasis	6.764477384457541
squareroot	gldm	SmallDependenceLowGrayLevelEmphasis	0.0003825253451186031
squareroot	ngtdm	Busyness	3.0438231178232313
squareroot	ngtdm	Coarseness	0.0010480104204809843
squareroot	ngtdm	Complexity	87.96029687077043
squareroot	ngtdm	Contrast	0.012772227210314636
squareroot	ngtdm	Strength	0.23633666407501852
logarithm	firstorder	10Percentile	234.8467447534195
logarithm	firstorder	90Percentile	301.62607702096676
logarithm	firstorder	Energy	4067030407.0549517
logarithm	firstorder	Entropy	2.0702439722975354
logarithm	firstorder	InterquartileRange	42.62220600004272
logarithm	firstorder	Kurtosis	52.829087692696056
logarithm	firstorder	Maximum	328.6696280970039
logarithm	firstorder	MeanAbsoluteDeviation	22.10160210669446
logarithm	firstorder	Mean	267.62491066273026
logarithm	firstorder	Median	268.96774184420724
logarithm	firstorder	Minimum	-232.78524872715184
logarithm	firstorder	Range	561.4548768241557
logarithm	firstorder	RobustMeanAbsoluteDeviation	16.724468857262465
logarithm	firstorder	RootMeanSquared	568.3630611375825
logarithm	firstorder	Skewness	-3.2864994409661796
logarithm	firstorder	TotalEnergy	4067030407.0549517
logarithm	firstorder	Uniformity	0.26091865336850295
logarithm	firstorder	Variance	838.5300608107665
logarithm	glcm	Autocorrelation	448.773453256617
logarithm	glcm	JointAverage	21.16199592762612
logarithm	glcm	ClusterProminence	447.5376473084741
logarithm	glcm	ClusterShade	-14.399211276462635
logarithm	glcm	ClusterTendency	4.632997729224404
logarithm	glcm	Contrast	0.8599811308763825
logarithm	glcm	Correlation	0.6868799386409683
logarithm	glcm	DifferenceAverage	0.44900129964385455
logarithm	glcm	DifferenceEntropy	1.1865440319166856
logarithm	glcm	DifferenceVariance	0.653739335154782
logarithm	glcm	JointEnergy	0.12502807514944053
logarithm	glcm	JointEntropy	3.4712369303460173
logarithm	glcm	Imc1	-0.3223286741601194
logarithm	glcm	Imc2	0.8523592802988328
logarithm	glcm	Idm	0.7954149860980847
logarithm	glcm	Idmn	0.9986893200348556
logarithm	glcm	Id	0.8013447539686671
logarithm	glcm	Idn	0.9825064779232306
logarithm	glcm	InverseVariance	0.3461634668544783
logarithm	glcm	MaximumProbability	0.22430482068814045
logarithm	glcm	SumEntropy	2.8687913732332664
logarithm	glcm	SumSquares	1.3732447150251965
logarithm	glrlm	GrayLevelNonUniformity	1522.0609341535942
logarithm	glrlm	GrayLevelNonUniformityNormalized	0.2693687405188729
logarithm	glrlm	GrayLevelVariance	1.7478801927632903
logarithm	glrlm	HighGrayLevelRunEmphasis	454.9641356636399
logarithm	glrlm	LongRunEmphasis	9.485154931247083
logarithm	glrlm	LongRunHighGrayLevelEmphasis	4180.795755671205
logarithm	glrlm	LongRunLowGrayLevelEmphasis	0.022305333873925838
logarithm	glrlm	LowGrayLevelRunEmphasis	0.0027766728734720894
logarithm	glrlm	RunEntropy	4.177255272666182
logarithm	glrlm	RunLengthNonUniformity	1927.7448030992693
logarithm	glrlm	RunLengthNonUniformityNormalized	0.336006494506236
logarithm	glrlm	RunPercentage	0.448939940123419
logarithm	glrlm	RunVariance	4.302943114238849
logarithm	glrlm	ShortRunEmphasis	0.5927559456887501
logarithm	glrlm	ShortRunHighGrayLevelEmphasis	269.23927230985663
logarithm	glrlm	ShortRunLowGrayLevelEmphasis	0.0018708151577912291
logarithm	glszm	GrayLevelNonUniformity	28.798816568047336
logarithm	glszm	GrayLevelNonUniformityNormalized	0.17040719862749903
logarithm	glszm	GrayLevelVariance	17.256608662161685
logarithm	glszm	HighGrayLevelZoneEmphasis	389.1301775147929
logarithm	glszm	LargeAreaEmphasis	223591.75147928993
logarithm	glszm	LargeAreaHighGrayLevelEmphasis	100416657.81065089
logarithm	glszm	LargeAreaLowGrayLevelEmphasis	501.2176384254554
logarithm	glszm	LowGrayLevelZoneEmphasis	0.018259586601684395
logarithm	glszm	SizeZoneNonUniformity	54.66863905325444
logarithm	glszm	SizeZoneNonUniformityNormalized	0.32348307132103216
logarithm	glszm	SmallAreaEmphasis	0.5897348113357659
logarithm	glszm	SmallAreaHighGrayLevelEmphasis	216.16759122011416
logarithm	glszm	SmallAreaLowGrayLevelEmphasis	0.01597187149179113
logarithm	glszm	ZoneEntropy	5.05928012581736
logarithm	glszm	ZonePercentage	0.013423351866560762
logarithm	glszm	ZoneVariance	218041.9422989391
logarithm	gldm	DependenceEntropy	6.4382172620081
logarithm	gldm	DependenceNonUniformity	536.4403494837172
logarithm	gldm	DependenceNonUniformityNormalized	0.04260844713929446
logarithm	gldm	DependenceVariance	45.52971692929257
logarithm	gldm	GrayLevelNonUniformity	3284.965845909452
logarithm	gldm	GrayLevelVariance	1.3992899037967146
logarithm	gldm	HighGrayLevelEmphasis	450.69785544082606
logarithm	gldm	LargeDependenceEmphasis	280.4638602065131
logarithm	gldm	LargeDependenceHighGrayLevelEmphasis	124168.76362192216
logarithm	gldm	LargeDependenceLowGrayLevelEmphasis	0.6403111378549657
logarithm	gldm	LowGrayLevelEmphasis	0.0024900138622994212
logarithm	gldm	SmallDependenceEmphasis	0.01872101698918018
logarithm	gldm	SmallDependenceHighGrayLevelEmphasis	7.718474427195123
